geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00085195,57.5,42.5
E00085196,46.8,53.2
E00085197,61.8,38.2
E00085198,38,62
E00085199,54.6,45.4
E00085223,27.7,72.3
E00085224,62.9,37.1
E00085225,37.9,62.1
E00085226,47.1,52.9
E00085227,32.4,67.6
E00085228,47.9,52.1
E00085229,31.5,68.5
E00085230,32.6,67.4
E00085231,19.5,80.5
E00085232,47.1,52.9
E00085234,44.1,55.9
E00085235,37.5,62.5
E00085236,48.1,51.9
E00085237,47.3,52.7
E00085238,57,43
E00085239,48.7,51.3
E00085378,43.6,56.4
E00085379,45.8,54.2
E00085380,38.6,61.4
E00085381,48.7,51.3
E00085383,44.5,55.5
E00085384,44.3,55.7
E00085386,51.5,48.5
E00085387,42.7,57.3
E00085388,50,50
E00085389,30.2,69.8
E00085390,51.4,48.6
E00085391,45.8,54.2
E00085392,33.5,66.5
E00085393,42.5,57.5
E00085394,36,64
E00085395,41.3,58.7
E00085396,36.4,63.6
E00085397,31.8,68.2
E00085398,39.8,60.2
E00085399,37.6,62.4
E00085405,54.3,45.7
E00085406,50,50
E00085407,48.5,51.5
E00085408,49.7,50.3
E00085747,21.9,78.1
E00085761,68.9,31.1
E00085763,58.6,41.4
E00085764,59.4,40.6
E00085767,57.8,42.2
E00085768,52.6,47.4
E00161228,61.1,38.9
E00161229,74.6,25.4
E00161230,58.8,41.2
E00161231,68.4,31.6
E00161232,47.4,52.6
E00161233,54.9,45.1
E00161234,59.6,40.4
E00161235,44.2,55.8
E00161236,46.8,53.2
E00161237,51,49
E00161238,30.2,69.8
E00161239,53.9,46.1
E00161240,49.6,50.4
E00161241,52.4,47.6
E00161242,63.6,36.4
E00161243,55.8,44.2
E00161244,54.1,45.9
E00161245,59.5,40.5
E00161359,61,39
E00161360,44.4,55.6
E00161361,31.1,68.9
E00161363,50.6,49.4
E00161364,45.9,54.1
E00161365,53.6,46.4
E00161366,37.3,62.7
E00161367,40.9,59.1
E00161368,50.6,49.4
E00161369,61,39
E00161370,56.6,43.4
E00161371,58.2,41.8
E00161373,46.8,53.2
E00161374,58.6,41.4
E00161375,49.3,50.7
E00161566,54.7,45.3
E00161567,45.8,54.2
E00161568,62.9,37.1
E00161569,63.8,36.2
E00161570,33.3,66.7
E00161571,59.8,40.2
E00161572,35.5,64.5
E00161573,63.1,36.9
E00161574,58.4,41.6
E00161575,56.4,43.6
E00161576,44.6,55.4
E00161577,30.2,69.8
E00161578,42,58
E00161579,29.8,70.2
E00161580,50,50
E00161581,57.6,42.4
E00161582,52.9,47.1
E00161583,46.5,53.5
E00161584,60.5,39.5
E00161585,63.2,36.8
E00161586,53.2,46.8
E00161631,52.5,47.5
E00161632,68.2,31.8
E00161983,55.8,44.2
E00161984,53.9,46.1
E00161985,51.4,48.6
E00161990,56.8,43.2
E00161992,37.3,62.7
E00161993,46.9,53.1
E00161995,45.5,54.5
E00161997,52.4,47.6
E00161998,59.8,40.2
E00161999,46,54
E00162000,55.6,44.4
E00162001,45.2,54.8
E00162002,53.5,46.5
E00162003,56.3,43.7
E00162004,42,58
E00172909,37.6,62.4
E00188577,55.8,44.2
E00188622,55.5,44.5
E00188639,53.5,46.5
E00188656,45.5,54.5
E00188661,50.2,49.8
E00188663,62.9,37.1
