areacd,sex-001,sex-002
E00069966,50.4,49.6
E00069976,42.3,57.7
E00069979,50.7,49.3
E00069982,45.9,54.1
E00069988,50,50
E00070000,48.7,51.3
E00070193,49.3,50.7
E00070194,51.9,48.1
E00070195,52.6,47.4
E00070196,52.2,47.8
E00070197,49.7,50.3
E00070198,47.5,52.5
E00070205,52,48
E00070206,49.5,50.5
E00070207,51.2,48.8
E00070208,55.2,44.8
E00070209,51,49
E00070210,50.6,49.4
E00070211,52.2,47.8
E00070212,49.7,50.3
E00070213,48.9,51.1
E00070214,52.3,47.7
E00070215,52.4,47.6
E00070216,49.5,50.5
E00070217,52.1,47.9
E00070218,51.4,48.6
E00070219,51,49
E00070220,49,51
E00070221,56.3,43.7
E00070222,47.6,52.4
E00070223,50.2,49.8
E00070224,37.1,62.9
E00070225,50.7,49.3
E00070226,53.3,46.7
E00070227,49.3,50.7
E00070228,45.9,54.1
E00070229,49.9,50.1
E00070230,41.7,58.3
E00070231,51.7,48.3
E00070232,45.3,54.7
E00070233,50,50
E00070234,51,49
E00070235,31,69
E00070236,45.7,54.3
E00070237,49.1,50.9
E00070238,43,57
E00070239,49.2,50.8
E00070240,50.7,49.3
E00070242,47,53
E00070413,54,46
E00070414,47.8,52.2
E00070431,49.2,50.8
E00070433,44.4,55.6
E00070435,50.9,49.1
E00070438,52.6,47.4
E00070440,44.4,55.6
E00070441,47.8,52.2
E00070442,50.8,49.2
E00070443,39.4,60.6
E00070444,47.4,52.6
E00070445,56.2,43.8
E00070449,50.6,49.4
E00070454,52.5,47.5
E00070455,49.2,50.8
E00070456,56.7,43.3
E00070459,50.1,49.9
E00070461,46.9,53.1
E00070462,48.5,51.5
E00070463,48.5,51.5
E00070465,50.2,49.8
E00143454,47.4,52.6
E00143460,47.7,52.3
E00143461,51.7,48.3
E00143478,50.1,49.9
E00143610,51.7,48.3
E00143614,51.4,48.6
E00143616,54.8,45.2
E00143617,50,50
E00143618,51.6,48.4
E00143619,51.2,48.8
E00143620,52,48
E00143621,48.6,51.4
E00143622,49.7,50.3
E00143623,47.5,52.5
E00143624,53.5,46.5
E00143625,50.2,49.8
E00144476,54.7,45.3
E00144477,54.6,45.4
E00144478,51.4,48.6
E00144479,51.1,48.9
E00144480,50.8,49.2
E00144481,53.4,46.6
E00144482,46.5,53.5
E00144483,51,49
E00144484,50.9,49.1
E00144485,49.6,50.4
E00144486,47.5,52.5
E00144487,50.8,49.2
E00144488,54,46
E00144489,48.5,51.5
E00144490,55.9,44.1
E00144532,45.5,54.5
E00144533,57.7,42.3
E00144565,52.2,47.8
E00144566,46.9,53.1
E00144567,47.8,52.2
E00144568,53,47
E00144569,59.2,40.8
E00144570,50.7,49.3
E00144571,49.2,50.8
E00144572,50.9,49.1
E00144573,50,50
E00144574,49.4,50.6
E00144576,53.3,46.7
E00144577,51,49
E00144578,50.6,49.4
E00144579,49.9,50.1
E00144580,48.7,51.3
E00144581,50,50
E00144582,53,47
E00144583,55.1,44.9
E00144584,53.3,46.7
E00144585,51.4,48.6
E00144586,47.2,52.8
E00144587,52.2,47.8
E00144588,49.9,50.1
E00144589,47.1,52.9
E00144591,50.8,49.2
E00144592,49.8,50.2
E00144593,48.2,51.8
E00144626,53.8,46.2
E00144627,52.4,47.6
E00144628,50.4,49.6
E00144629,47.7,52.3
E00144630,49,51
E00144631,47.3,52.7
E00144632,50.1,49.9
E00144633,48.8,51.2
E00144634,48.8,51.2
E00144635,48,52
E00144636,49,51
E00144637,53.7,46.3
E00144638,47,53
E00144639,49.8,50.2
E00144640,50.4,49.6
E00144663,51.6,48.4
E00144664,50.1,49.9
E00144668,51.7,48.3
E00144669,48.5,51.5
E00144670,49.2,50.8
E00144672,51.6,48.4
E00144673,55.2,44.8
E00144674,53.8,46.2
E00144688,50.5,49.5
E00144689,54,46
E00144690,55.4,44.6
E00144691,48.8,51.2
E00144692,51.9,48.1
E00144693,50,50
E00144694,51.7,48.3
E00144695,54.8,45.2
E00144696,52.4,47.6
E00144697,50.1,49.9
E00144698,50.7,49.3
E00144699,51.3,48.7
E00144700,48.3,51.7
E00144701,49.2,50.8
E00144702,58,42
E00144703,50.4,49.6
E00144704,48,52
E00144705,52.6,47.4
E00144706,52.1,47.9
E00144707,48.7,51.3
E00144708,48.2,51.8
E00144709,49.8,50.2
E00144710,53.1,46.9
E00144711,53.8,46.2
E00144712,52.4,47.6
E00144713,51.5,48.5
E00144714,50.3,49.7
E00144797,49.7,50.3
E00144798,50,50
E00144799,54.8,45.2
E00144800,54.8,45.2
E00144801,47.3,52.7
E00144802,46.4,53.6
E00144803,45.7,54.3
E00144805,47.5,52.5
E00144806,51.7,48.3
E00144807,47.2,52.8
E00144808,53.4,46.6
E00144809,47.5,52.5
E00144810,44.7,55.3
E00144811,45.7,54.3
E00165699,52.9,47.1
E00173465,48,52
E00173466,46.1,53.9
E00173468,52.8,47.2
E00173484,40.3,59.7
E00173487,47.2,52.8
E00173505,45.5,54.5
E00173507,43.6,56.4
E00173509,42.7,57.3
E00173517,47.7,52.3
E00173522,47.7,52.3
E00173531,52.1,47.9
E00173532,44,56
E00173546,29.1,70.9
E00173547,44,56
E00173580,45.7,54.3
E00173587,50.6,49.4
E00173588,45.5,54.5
E00173589,48.9,51.1
E00187522,44.7,55.3
E00187523,46.9,53.1
E00187524,49.2,50.8
E00187535,47.4,52.6
E00187546,48.1,51.9
E00187556,51.3,48.7
E00187569,50,50
E00187580,50.3,49.7
E00187588,44.3,55.7
E00187603,51,49
