geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00139237,2.3,0,0,97.7,0
E00139238,0,1.1,2.7,95.8,0.4
E00139239,3.6,2.2,2.9,91.2,0
E00139240,0.5,1.1,2.2,96.2,0
E00139244,0,0,0,100,0
E00139245,0,0,0.4,99.6,0
E00139246,0,0,0.3,99.7,0
E00139247,0.2,0.2,1.4,98.3,0
E00139248,0,0,1,98.3,0.7
E00139255,0,2,2.9,95.1,0
E00139256,0,0,0.6,99.4,0
E00139257,0,0.7,0,98.9,0.4
E00139258,0.5,0.5,1.4,97.7,0
E00139259,0.2,0.2,1.5,98.1,0
E00139260,0.7,0,0.3,98.6,0.3
E00139261,0,1.5,1.5,97,0
E00139262,0,0,0,99.4,0.6
E00139263,1.2,0,0.4,98.4,0
E00139264,0.7,0.7,2.8,95,0.7
E00139265,1,0,0,99,0
E00139266,0,0.8,0.8,97.9,0.4
E00139267,0,0,0,100,0
E00139268,0.5,0,0,99.5,0
E00139288,0,0.6,0.9,98.5,0
E00139693,0.4,0,1.4,96.8,1.4
E00139706,0.5,0,0.9,98.6,0
E00139707,0,0.3,0.3,99.4,0
E00139708,0,0,0.7,99,0.3
