areacd,hh_language-001,hh_language-002,hh_language-003,hh_language-004
E00025605,69.6,8.8,1,20.6
E00025607,76.3,13.2,0,10.5
E00025608,60.6,12.8,6.4,20.2
E00025611,68.2,5.9,6.5,19.4
E00025612,63.3,18.7,3.6,14.5
E00025613,64.3,7.1,1.2,27.4
E00025614,62.3,11.3,9.4,17
E00025615,54.7,15.1,2.2,28.1
E00025616,79.2,9.7,1.4,9.7
E00025617,62.1,12.6,2.2,23.1
E00025618,65.1,9.2,8.3,17.4
E00025619,73.6,9.9,6.6,9.9
E00025622,67.9,12.5,0.9,18.8
E00025623,54.5,18.2,6.8,20.5
E00025625,71.5,11.5,10,6.9
E00025626,47,13.6,1.5,37.9
E00025628,75.4,9.4,2.2,13
E00025629,55.4,18,2.6,24
E00025630,61.5,14.9,1.2,22.4
E00025631,55.5,8.8,6.6,29.1
E00025632,61.1,9.2,7.6,22.1
E00025633,54.7,23.2,0,22.1
E00025634,54.2,17.9,11.3,16.7
E00025635,62.8,19,8.3,9.9
E00025636,67.7,9.2,3.2,19.8
E00025765,76.6,5,5,13.5
E00025772,83.5,4.9,1,10.7
E00025787,82.3,3.4,3.4,10.9
E00025788,80.3,6.7,4.7,8.3
E00025790,89.4,2.3,0.8,7.6
E00025791,78.1,3.9,6.3,11.7
E00025833,70.1,8.5,4.3,17.1
E00025842,48,15.3,9.4,27.2
E00025930,73.8,15.5,4.9,5.8
E00025948,83.3,4.3,2.9,9.4
E00025949,67.6,9.5,13.3,9.5
E00025968,84,5,4,7
E00025969,77.6,6.9,5.2,10.3
E00025970,85.6,7.8,3.3,3.3
E00025976,80.2,5.9,1.1,12.8
E00025988,58.3,1.7,0,40
E00025989,79.4,10.3,0,10.3
E00026078,96.3,2.8,0,0.9
E00026079,94.7,3.8,0,1.5
E00026081,96.4,1.4,0,2.1
E00026082,93.9,4.4,0.9,0.9
E00026083,95.3,3.9,0,0.8
E00026085,99.2,0.8,0,0
E00026086,96.7,2.4,0,0.8
E00026087,88,5.1,2.5,4.4
E00026088,92.5,4.5,1.5,1.5
E00026089,96.7,2.5,0,0.8
E00026090,89.7,5.5,0.7,4.1
E00026097,93.3,5,0.8,0.8
E00026098,93.3,6.7,0,0
E00026099,86.1,7.8,0,6.1
E00026100,89,5.5,1.4,4.1
E00026101,90.2,6.3,2.7,0.9
E00026103,91,4.5,0,4.5
E00026104,84,6.4,0,9.6
