areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00025605,34.8,65.2
E00025607,47.5,52.5
E00025608,34.2,65.8
E00025611,42.3,57.7
E00025612,33.3,66.7
E00025613,44.4,55.6
E00025614,42.1,57.9
E00025615,31.7,68.3
E00025616,29.5,70.5
E00025617,36.1,63.9
E00025618,35.2,64.8
E00025619,42.5,57.5
E00025622,40.8,59.2
E00025623,36.6,63.4
E00025625,44,56
E00025626,41.4,58.6
E00025628,41.7,58.3
E00025629,33.7,66.3
E00025630,40.1,59.9
E00025631,33.6,66.4
E00025632,37.9,62.1
E00025633,41.9,58.1
E00025634,44.8,55.2
E00025635,41.5,58.5
E00025636,45.3,54.7
E00025765,35.1,64.9
E00025772,31.3,68.8
E00025787,34.5,65.5
E00025788,36.2,63.8
E00025790,44.4,55.6
E00025791,32.7,67.3
E00025833,46.1,53.9
E00025842,34.3,65.7
E00025930,33.6,66.4
E00025948,37.5,62.5
E00025949,63.6,36.4
E00025968,44.9,55.1
E00025969,22.3,77.7
E00025970,41.6,58.4
E00025976,19.1,80.9
E00025988,16.5,83.5
E00025989,21.5,78.5
E00026078,20,80
E00026079,23.8,76.2
E00026081,16.5,83.5
E00026082,21.5,78.5
E00026083,13.8,86.2
E00026085,23.6,76.4
E00026086,16.3,83.7
E00026087,23.1,76.9
E00026088,18.7,81.3
E00026089,23.4,76.6
E00026090,20.3,79.7
E00026097,23.2,76.8
E00026098,24.7,75.3
E00026099,23,77
E00026100,16.3,83.7
E00026101,34.6,65.4
E00026103,26.3,73.7
E00026104,17,83
E00026105,21.3,78.7
E00026107,15.3,84.7
E00026109,18.5,81.5
E00026110,20.8,79.2
E00026112,22.6,77.4
E00026113,20.1,79.9
E00026114,15.5,84.5
E00026115,20.7,79.3
E00026118,22.2,77.8
E00026119,23.9,76.1
E00026121,27,73
E00026122,17.6,82.4
E00026123,23.7,76.3
E00026124,13,87
E00026125,28.4,71.6
E00026126,29.5,70.5
E00026127,23.3,76.7
E00026218,36.6,63.4
E00026219,27.4,72.6
E00026220,27.1,72.9
E00026221,41.7,58.3
E00026222,25.9,74.1
E00026223,43.5,56.5
E00026224,31.1,68.9
E00026225,37.9,62.1
E00026227,48.3,51.7
E00026228,30.8,69.2
E00026230,35.1,64.9
E00026231,40.7,59.3
E00026232,25,75
E00026233,36.3,63.7
E00026234,32.7,67.3
E00026235,38.4,61.6
E00026236,32.1,67.9
E00026237,40.5,59.5
