areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00025605,5.9,41.2,52.9
E00025607,11.6,17,71.4
E00025608,11.2,36.9,51.9
E00025611,11.2,27.1,61.8
E00025612,16.3,33.1,50.6
E00025613,5.9,67.5,26.6
E00025614,7.6,24.8,67.6
E00025615,16.1,26.3,57.7
E00025616,17.1,17.1,65.7
E00025617,12.6,35.5,51.9
E00025618,10.1,20.2,69.7
E00025619,11.7,29.8,58.5
E00025622,8.6,56,35.3
E00025623,20.9,25.4,53.7
E00025625,9.9,27.5,62.6
E00025626,4.5,55.3,40.2
E00025628,5.8,48.2,46
E00025629,32,29.4,38.5
E00025630,18.8,30,51.3
E00025631,25.7,21.9,52.5
E00025632,10.4,23.9,65.7
E00025633,23.4,33,43.6
E00025634,10.7,22.5,66.9
E00025635,12.3,27,60.7
E00025636,26.5,26,47.5
E00025765,9.9,41.8,48.2
E00025772,8,62,30
E00025787,6.9,41.4,51.7
E00025788,8.2,26.3,65.5
E00025790,7.6,39.4,53
E00025791,4.6,32.3,63.1
E00025833,4.1,33.9,62
E00025842,12.9,22.3,64.9
E00025930,14.4,17.3,68.3
E00025948,12.7,32.1,55.2
E00025949,18.3,34.6,47.1
E00025968,10.1,29.3,60.6
E00025969,12.7,23.7,63.6
E00025970,18.7,17.6,63.7
E00025976,12.5,44.6,42.9
E00025988,3.3,66.7,30
E00025989,3.9,71.7,24.4
E00026078,7.1,23.2,69.6
E00026079,12.3,26.2,61.5
E00026081,4.3,52.9,42.8
E00026082,13.4,26.8,59.8
E00026083,3.8,42.3,53.8
E00026085,0.8,57.9,41.3
E00026086,4.8,43.5,51.6
E00026087,16.8,28.6,54.7
E00026088,10.4,20.7,68.9
E00026089,8.3,20.8,70.8
E00026090,9.5,36.7,53.7
E00026097,11.6,18.2,70.2
E00026098,14.8,18,67.2
E00026099,11.1,31.6,57.3
E00026100,19.6,40.6,39.7
E00026101,12.7,26.4,60.9
E00026103,6.3,25.9,67.9
E00026104,18.3,49.5,32.3
E00026105,10.3,21.4,68.4
E00026107,5.8,26.7,67.5
E00026109,21.2,43.2,35.6
E00026110,11.4,54.3,34.3
E00026112,6.9,48.8,44.2
E00026113,31.8,33.8,34.4
E00026114,12.3,36.8,50.9
E00026115,17.3,34.5,48.2
E00026118,7,51.6,41.4
E00026119,15.3,28.8,55.9
E00026121,10,25.4,64.6
E00026122,12.1,33.6,54.3
E00026123,13.3,28.1,58.6
E00026124,10.5,28.6,60.9
E00026125,5.1,21.7,73.2
E00026126,10.6,29.5,59.8
E00026127,16.7,47.1,36.2
E00026218,17.1,14.5,68.4
E00026219,17.1,50.8,32.1
E00026220,12.7,23.7,63.6
E00026221,7.4,26.9,65.7
E00026222,6.8,51.5,41.7
E00026223,17.5,21.3,61.3
E00026224,13.5,24.7,61.8
E00026225,10.8,16.8,72.5
E00026227,8.5,38.7,52.8
E00026228,27,27,45.9
E00026230,17.2,39.1,43.8
E00026231,10.9,30.7,58.4
E00026232,23,28,49
E00026233,16,34,50
E00026234,18.4,28.8,52.8
E00026235,13.6,17.1,69.3
E00026236,8.5,43.4,48.1
E00026237,8,59.9,32.1
E00026238,19.2,20,60.8
E00026239,19.7,23.9,56.4
E00026241,19.3,17.1,63.6
E00026242,7.3,33.3,59.3
E00026243,16.9,21.8,61.3
E00026244,7.4,49.1,43.5
E00026245,9.1,52.7,38.2
E00026246,10.3,23.4,66.2
E00026247,10.1,26.4,63.6
E00026248,28.8,19.4,51.8
E00026250,9.3,37.2,53.5
E00026251,87.8,3.8,8.4
E00026252,15.6,30.2,54.1
E00026254,10.2,52.3,37.5
E00026255,24.6,25.4,50
E00026379,22.6,44.6,32.7
E00026381,5.7,49.6,44.7
E00026383,17.1,33.5,49.4
E00026387,5.1,44.9,50
E00026392,3.1,56.6,40.3
E00026393,37,24.7,38.4
E00026395,12.7,23,64.3
E00026396,20.4,29.6,50
E00026397,4.2,64.5,31.3
E00026398,5.5,37.8,56.7
E00026400,22.7,29.1,48.2
E00026402,12.9,42.7,44.4
E00026403,7.7,35.7,56.6
E00026405,12.7,38.2,49.1
E00026406,6.9,63.1,30
E00026407,2.9,52.5,44.6
E00026408,18,34.8,47.2
E00026409,13.9,38.4,47.7
E00026412,27.7,29.2,43.1
E00026414,10.6,47.2,42.3
E00026417,40.2,15,44.9
E00026421,15.8,39.5,44.7
E00026422,10.9,42.2,46.9
E00026426,12.9,23.2,63.9
E00026427,6.4,45.1,48.6
E00026432,10.7,15.2,74.1
E00026435,14.8,14.8,70.5
E00026436,12.8,19.5,67.7
E00026445,11.8,47.9,40.2
E00026490,3.1,41.4,55.5
E00026493,49.4,23.3,27.3
E00026495,16.9,18.5,64.5
E00026496,32.4,15.5,52.1
E00026497,5,53.8,41.2
E00026498,18.3,14.3,67.5
E00026502,25.7,28.3,46.1
E00026503,11.2,39.6,49.1
E00026504,25.3,27.1,47.6
E00026505,15,47.9,37.1
E00026507,11,35.6,53.4
E00026508,12.6,22,65.4
E00026510,50.9,19.6,29.5
E00026514,25,23.6,51.4
E00026515,20.4,26.5,53.1
E00026516,21.3,14.9,63.8
E00026519,16,19.3,64.7
E00026522,17.8,27,55.3
E00026523,18.5,3.4,78.2
E00026524,8.3,37.1,54.5
E00026525,14.6,20.3,65
E00026529,9.4,57.6,32.9
E00026530,72.3,10.1,17.6
E00026531,12.7,45.9,41.4
E00026533,14.6,66.5,18.9
E00026534,21.2,48.3,30.5
E00026537,17.3,39.7,42.9
E00026539,18.4,31.6,50
E00026540,16.4,21.7,61.8
E00026542,16,21.8,62.2
E00026543,9.6,30.8,59.6
E00026544,16.5,29,54.5
E00026545,19.1,20.4,60.5
E00026547,12.9,33.3,53.8
E00026548,17.4,20.8,61.8
E00026550,19.2,24.8,56.1
E00026552,15.8,25.2,59
E00026553,19.6,23.5,57
E00026554,5.1,30.6,64.3
E00026555,22.9,25,52.1
E00026556,11.6,35.6,52.7
E00026557,15.6,32.6,51.9
E00026558,17.4,41.1,41.6
E00026561,9.9,25.4,64.8
E00026563,9.8,30.3,59.8
E00026564,15.7,30.7,53.6
E00026565,9.3,44,46.7
E00026566,41,20.5,38.5
E00026567,23.1,20.7,56.2
E00026568,33.2,37.2,29.6
E00026569,17.5,33.9,48.6
E00026570,13,21.2,65.8
E00026571,6.2,52,41.8
E00026572,11.5,20.9,67.6
E00026573,8.2,43.2,48.6
E00026574,5.9,36.3,57.8
E00026702,54,18.6,27.4
E00026703,26.4,37.8,35.8
E00026704,10.7,30,59.3
E00026705,15,27.1,57.9
E00026722,38,17.8,44.2
E00026723,37.3,39.1,23.6
E00026724,23.1,18.2,58.7
E00026726,68.8,14.8,16.4
E00026727,12.4,19.5,68.1
E00026728,51.5,11.2,37.3
E00026730,25.8,15.6,58.6
E00026731,7.9,26.6,65.5
E00026732,21,57.3,21.8
E00026733,8.8,27.2,64
E00026734,42.1,24.1,33.8
E00026735,13.6,25,61.4
E00026736,10.5,28.7,60.8
E00026737,6.1,29,64.9
E00026738,44.6,34.9,20.4
E00026739,11.1,31.9,57
E00026750,17.2,21.6,61.2
E00026752,9.8,58.3,31.8
E00026753,27.6,17.9,54.5
E00026754,19.3,15.9,64.8
E00026755,14.8,19.7,65.6
E00026756,51.8,12.9,35.3
E00026758,84.5,4.8,10.7
E00026759,41.1,22.5,36.4
E00026760,85.2,5.7,9
E00026761,8.7,63.5,27.8
E00026764,10.1,43.6,46.3
E00026766,28.9,34.1,37.1
E00026767,13.3,33.6,53.1
E00026768,17.9,47.1,35
E00026769,32.7,26.5,40.7
E00026770,25,27.9,47.1
E00026771,10,49.3,40.7
E00026772,45.8,22.5,31.7
E00026773,23.4,34,42.6
E00026774,14.1,39.6,46.3
E00026775,28.7,20.4,50.9
E00026776,0.9,86.2,12.9
E00026777,11.5,56.5,32.1
E00026778,25.8,20.2,54
E00026779,17.3,16.5,66.2
E00026780,24.3,37.3,38.4
E00026781,48.6,16.7,34.7
E00026782,38.7,28.7,32.7
E00026783,26.8,16.5,56.7
E00026784,21.1,20.4,58.5
E00026821,11.9,25.2,62.9
E00026822,31.1,12.3,56.6
E00026823,9.6,47.1,43.3
E00026824,16.8,29.4,53.8
E00026825,15.4,39.4,45.2
E00026826,14.3,19.3,66.4
E00026827,14.8,14.8,70.4
E00026828,13,20.3,66.7
E00026829,13.3,33.3,53.3
E00026830,12.3,16.4,71.3
E00026831,7.4,44.3,48.3
E00026832,10.4,47.2,42.5
E00026833,15.1,54.7,30.2
E00026834,6.7,52.4,41
E00026835,8.5,51.4,40.1
E00026837,17.5,36.5,46
E00026838,15.9,38.1,46
E00026840,1.8,70.6,27.6
E00026841,4.5,63.1,32.4
E00026842,20.5,19.9,59.6
E00026843,12.9,37.1,50
E00026844,11.5,28.2,60.3
E00026845,20.3,35.6,44.1
E00026846,13.6,14.5,71.8
E00026847,7.9,30.2,61.9
E00026848,23.4,14.1,62.5
E00026849,20.9,20.2,58.9
E00026850,13.2,27.5,59.3
E00026851,15.5,23.2,61.3
E00026852,20.9,28.4,50.7
E00026854,20.8,31.7,47.5
E00026855,13.4,33.9,52.7
E00026856,10.8,39.2,50
E00026857,9.8,22,68.2
E00026858,19.7,13.7,66.7
E00026859,4,60,36
E00026860,11.8,43.7,44.5
E00026861,20.1,27.5,52.3
