areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00025149,26.5,73.5
E00025150,22.5,77.5
E00025153,36.6,63.4
E00025154,24.8,75.2
E00025155,48.9,51.1
E00025158,26.8,73.2
E00025159,24.9,75.1
E00025160,56,44
E00025161,56.3,43.7
E00025162,50,50
E00025163,58.3,41.7
E00025164,56.2,43.8
E00025165,23.3,76.7
E00025166,33.2,66.8
E00025167,41.6,58.4
E00025168,44.7,55.3
E00025169,24.6,75.4
E00025170,45.4,54.6
E00025171,40.1,59.9
E00025172,47.5,52.5
E00025173,27.3,72.7
E00025460,55.6,44.4
E00025461,52.7,47.3
E00025462,29.7,70.3
E00025467,54.2,45.8
E00025469,54.3,45.7
E00025471,23.4,76.6
E00025472,25,75
E00025476,62.2,37.8
E00025480,46.6,53.4
E00025486,65.4,34.6
E00025487,56.5,43.5
E00025489,48.8,51.2
E00025492,62.1,37.9
E00025493,63.3,36.7
E00025498,40.8,59.2
E00025499,47.6,52.4
E00025500,52.1,47.9
E00025501,40.3,59.7
E00025502,53.1,46.9
E00025503,63.4,36.6
E00025504,59.3,40.7
E00025505,63.8,36.2
E00025506,61.8,38.2
E00025507,49.7,50.3
E00025508,62.8,37.2
E00025509,66.2,33.8
E00025510,66.1,33.9
E00025511,65.7,34.3
E00025512,45.5,54.5
E00025513,63.1,36.9
E00025514,64.1,35.9
E00025515,58.9,41.1
E00025516,63.1,36.9
E00025517,59.7,40.3
E00025518,49.3,50.7
E00025519,48.8,51.2
E00025520,31,69
E00025521,33.4,66.6
E00025522,42.6,57.4
E00025523,40.4,59.6
E00025524,20.1,79.9
E00025525,56.3,43.8
E00025526,32.8,67.2
E00025527,40,60
E00025528,44.7,55.3
E00025529,34.4,65.6
E00025530,50.8,49.2
E00025794,24.1,75.9
E00025795,32.8,67.2
E00025796,26.3,73.7
E00025797,35.4,64.6
E00025798,34.3,65.7
E00025799,30.4,69.6
E00025800,30,70
E00025801,38.8,61.2
E00025802,32.3,67.7
E00025803,46,54
E00025804,18.9,81.1
E00025805,20.7,79.3
E00025806,33.3,66.7
E00025807,35.8,64.2
E00025808,29.2,70.8
E00025809,28,72
E00025810,31.4,68.6
E00025811,41.4,58.6
E00025812,40.2,59.8
E00025813,40.1,59.9
E00025814,22.6,77.4
E00025815,27.6,72.4
E00025816,35.8,64.2
E00025817,38.1,61.9
E00025818,26.8,73.2
E00025819,30.7,69.3
E00025820,29.3,70.7
E00025821,32.2,67.8
E00025822,33.8,66.2
E00025823,31.1,68.9
E00025825,53.2,46.8
E00025826,20.2,79.8
E00025827,38.3,61.7
E00025828,33.8,66.2
E00025829,25.1,74.9
E00025830,22.4,77.6
E00025951,8.7,91.3
E00025953,17.3,82.7
E00025954,20.1,79.9
E00025955,19.7,80.3
E00025957,31.7,68.3
E00025958,32.9,67.1
E00025959,21,79
E00025961,28.6,71.4
E00025962,24.8,75.2
E00025964,30.3,69.7
E00025994,19.6,80.4
E00025995,20.7,79.3
E00025996,43.5,56.5
E00026000,35.5,64.5
E00026001,41.9,58.1
E00026002,18.5,81.5
E00026003,28.8,71.2
E00026004,36.6,63.4
E00026005,46.6,53.4
E00026007,36,64
E00026008,32.7,67.3
E00026010,33.1,66.9
E00026011,29.2,70.8
E00026014,39.3,60.7
E00026015,31.3,68.7
E00026018,34.2,65.8
E00026022,41.2,58.8
E00026026,34.4,65.6
E00026027,46.7,53.3
