geography_code,sex-001,sex-002
E02003352,51.9,48.1
E02003353,50.5,49.5
E02003354,51.2,48.8
E02003355,50.8,49.2
E02003357,50.5,49.5
E02003358,50.2,49.8
E02003359,50.8,49.2
E02003360,50.7,49.3
E02003361,51.2,48.8
E02003362,51,49
E02003363,51,49
E02003364,49.9,50.1
E02003365,50.5,49.5
E02003366,47.5,52.5
E02003367,50.7,49.3
E02003369,49.9,50.1
E02003370,51.7,48.3
E02003371,50.8,49.2
E02003372,50.4,49.6
E02003373,52.5,47.5
E02003374,50.6,49.4
E02003375,50.8,49.2
E02003377,49.5,50.5
E02003378,50.7,49.3
E02003379,50.4,49.6
E02003380,49.8,50.2
E02003381,50.6,49.4
E02003382,51.4,48.6
E02003383,50.7,49.3
E02003385,49.4,50.6
E02003386,50.3,49.7
E02003387,50.7,49.3
E02003388,50.1,49.9
E02003389,50.7,49.3
E02003390,50.7,49.3
E02003391,53.1,46.9
E02003392,50.2,49.8
E02003393,51.9,48.1
E02003394,50.9,49.1
E02003395,49.3,50.7
E02003396,48.8,51.2
E02003397,52.6,47.4
E02003398,49,51
E02003400,50.7,49.3
E02003401,49.7,50.3
E02003402,48.3,51.7
E02003403,51.9,48.1
E02003404,51.2,48.8
E02003405,49.5,50.5
E02003406,49.9,50.1
E02003421,52.3,47.7
E02003422,51,49
E02003423,51.3,48.7
E02003424,51,49
E02003425,50.2,49.8
E02003426,52.5,47.5
E02003427,50.6,49.4
E02003428,50.8,49.2
E02003429,50.6,49.4
E02003439,51.4,48.6
E02003440,50.4,49.6
E02003441,50.6,49.4
E02003442,51,49
E02003443,50.9,49.1
E02003444,49.9,50.1
E02003445,50.8,49.2
E02003446,51.5,48.5
E02003447,51.6,48.4
E02003448,50.8,49.2
E02003449,49.9,50.1
E02003450,50,50
E02003451,53.3,46.7
E02003452,51,49
E02003453,51,49
E02003454,51.8,48.2
E02003455,51,49
E02003456,50.9,49.1
E02003457,50.7,49.3
E02003458,48.9,51.1
E02003712,52.1,47.9
E02003713,52,48
E02003715,50.6,49.4
E02003716,51.7,48.3
E02003717,52.7,47.3
E02003718,52,48
E02004675,50.6,49.4
E02004676,50.8,49.2
E02004677,50.6,49.4
E02004678,50.7,49.3
E02004679,51,49
E02004680,50.2,49.8
E02004681,51,49
E02004682,50,50
E02004683,49.9,50.1
E02004684,51,49
E02004685,47.8,52.2
E02004686,49.7,50.3
E02004687,50.8,49.2
E02004688,50.6,49.4
E02004689,51.7,48.3
E02004690,50.3,49.7
E02004691,51.4,48.6
E02004692,50.8,49.2
E02004693,50.5,49.5
E02004694,50.5,49.5
E02004695,50.1,49.9
E02004696,50.5,49.5
E02004751,51.9,48.1
E02004752,50.3,49.7
E02004753,47.3,52.7
E02004754,52.6,47.4
E02004755,50.8,49.2
E02004756,50.2,49.8
E02004757,50.5,49.5
E02004758,50.9,49.1
E02004759,51.5,48.5
E02004760,51.6,48.4
E02004761,49.4,50.6
E02004802,51.5,48.5
E02004803,51.3,48.7
E02004804,50,50
E02004805,50.1,49.9
E02004806,50.3,49.7
E02004807,51.1,48.9
E02004808,47.3,52.7
E02004809,48.6,51.4
E02004810,50.5,49.5
E02004811,49.9,50.1
E02004812,49.7,50.3
E02004813,51.8,48.2
E02005966,49.6,50.4
E02005967,50.2,49.8
E02005968,46.4,53.6
E02005969,52.1,47.9
E02005970,48.8,51.2
E02005971,50.2,49.8
E02005972,51,49
E02005973,53.2,46.8
E02005974,52.1,47.9
E02005975,50.6,49.4
E02005976,50.4,49.6
E02005977,51.4,48.6
E02005992,51.3,48.7
E02006347,50.6,49.4
E02006353,51.1,48.9
E02006357,52.3,47.7
E02006419,52,48
E02006420,51.2,48.8
E02006422,51.4,48.6
E02006423,51.1,48.9
E02006424,50.3,49.7
E02006425,51.3,48.7
E02006426,50.6,49.4
E02006427,50,50
E02006439,51.2,48.8
E02006440,50.2,49.8
E02006441,53,47
E02006442,50.6,49.4
E02006444,50.9,49.1
E02006447,50.8,49.2
E02006939,46.8,53.2
E02006940,49,51
