geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E02003352,4.7,28.5,66.7
E02003353,4.9,24,71
E02003354,5.2,23.9,71
E02003355,6.5,29.6,63.9
E02003357,7.6,32.1,60.3
E02003358,7.1,32.1,60.8
E02003359,5.3,30.3,64.5
E02003360,7.3,20.2,72.5
E02003361,7.3,28.4,64.3
E02003362,7.2,27.9,64.9
E02003363,4.6,30.1,65.3
E02003364,5.7,22.8,71.5
E02003365,6.2,23.4,70.4
E02003366,7.1,23.2,69.8
E02003367,4.9,20.5,74.6
E02003369,4.3,22.9,72.8
E02003370,5.1,23.1,71.7
E02003371,4.8,22.6,72.6
E02003372,5.9,22.5,71.6
E02003373,5.1,18.4,76.5
E02003374,4.4,27.1,68.5
E02003375,5.3,30.4,64.3
E02003377,4.6,25.9,69.5
E02003378,5.7,34.7,59.6
E02003379,8,26.5,65.6
E02003380,6.3,24.5,69.2
E02003381,4.2,21.8,74
E02003382,5.2,30.6,64.2
E02003383,4,23.5,72.5
E02003385,5.5,37.6,56.8
E02003386,4.8,32.6,62.7
E02003387,4.8,22.5,72.6
E02003388,4.4,26.6,69.1
E02003389,6.8,24.7,68.5
E02003390,4.7,17.3,78
E02003391,5.8,27.1,67.1
E02003392,8,29.8,62.3
E02003393,6.2,24.4,69.4
E02003394,10.2,23.5,66.3
E02003395,17.8,26.3,55.8
E02003396,11.3,31.5,57.2
E02003397,6.8,26.4,66.7
E02003398,20.1,28.2,51.7
E02003400,27.3,26.8,45.9
E02003401,9.3,33.2,57.5
E02003402,18.9,31.1,50
E02003403,7.9,30.1,62.1
E02003404,14.9,27.6,57.5
E02003405,11.7,26,62.2
E02003406,12.2,24.2,63.6
E02003421,8.4,22,69.6
E02003422,5.5,25.5,69.1
E02003423,7.6,21.7,70.7
E02003424,6.9,27.4,65.7
E02003425,7.6,35,57.4
E02003426,5.7,22.1,72.2
E02003427,10,24.1,65.9
E02003428,6.2,22.5,71.3
E02003429,6.6,24.2,69.2
E02003439,3.5,26.8,69.7
E02003440,3.9,25.7,70.5
E02003441,5.8,23.3,70.8
E02003442,4.8,21.3,73.8
E02003443,6.9,30.1,63
E02003444,10.5,19.4,70.1
E02003445,5.8,22.7,71.5
E02003446,5.7,21,73.3
E02003447,6.8,20.3,72.9
E02003448,5,21,74
E02003449,4.4,30.3,65.3
E02003450,7.2,20.9,71.9
E02003451,4.1,37.3,58.7
E02003452,4.3,21.6,74.1
E02003453,3.5,17.2,79.2
E02003454,4.8,27.1,68.1
E02003455,4.8,22.6,72.6
E02003456,5.6,21.5,72.9
E02003457,4,17.7,78.3
E02003458,5.2,20.8,74
E02003712,7,29.5,63.5
E02003713,5,23.6,71.4
E02003715,3.6,21,75.5
E02003716,4.1,31.4,64.4
E02003717,4,29.3,66.7
E02003718,4.2,29.3,66.5
E02004675,4.7,27.3,68
E02004676,5.1,26.4,68.5
E02004677,5.7,18.4,75.9
E02004678,5.1,26.2,68.6
E02004679,3.9,21.2,74.9
E02004680,3.7,25.1,71.3
E02004681,8.2,25.8,65.9
E02004682,5.8,26.1,68.2
E02004683,7.8,30.9,61.3
E02004684,7.4,26.1,66.5
E02004685,6.1,40.1,53.8
E02004686,9.3,33.5,57.2
E02004687,8.4,22.6,69
E02004688,6.6,32,61.4
E02004689,4.4,22.5,73.2
E02004690,6.1,26.8,67.1
E02004691,3.6,25.5,70.9
E02004692,4.1,22.7,73.2
E02004693,5.9,30.5,63.6
E02004694,4.4,28,67.6
E02004695,4.2,19.2,76.6
E02004696,3.7,25.5,70.8
E02004751,4.6,25.2,70.2
E02004752,4.3,22.2,73.4
E02004753,6.8,22.5,70.7
E02004754,3.4,27.8,68.8
E02004755,4.5,30.4,65.1
E02004756,3.8,22.8,73.4
E02004757,3.6,21.7,74.7
E02004758,4.5,24.5,71
E02004759,4.3,25.3,70.5
E02004760,4.5,20.7,74.8
E02004761,3.4,26.8,69.8
E02004802,10.5,23.7,65.8
E02004803,14.2,23.5,62.2
E02004804,7.7,22.6,69.7
E02004805,6.8,25.6,67.7
E02004806,5.7,22.8,71.5
E02004807,7.4,29.5,63.1
E02004808,5.7,32,62.3
E02004809,9.4,24.2,66.4
E02004810,9.8,27,63.2
E02004811,8.7,34.3,57
E02004812,8.7,21.7,69.6
E02004813,8.8,28,63.2
E02005966,5.2,22.4,72.4
E02005967,6.9,23.7,69.4
E02005968,5.1,23.3,71.6
E02005969,4.4,31.1,64.4
E02005970,8,33,59
E02005971,7.3,26.8,65.8
E02005972,4.4,22.3,73.3
E02005973,5.5,38.2,56.3
E02005974,4.9,33.5,61.6
E02005975,4,22.6,73.4
E02005976,4.5,19.6,75.8
E02005977,4.8,23.3,71.9
E02005992,4.5,25.7,69.8
E02006347,4.4,27.6,68
E02006353,5.1,30.2,64.7
E02006357,4.7,24.4,71
E02006419,8.4,26.6,64.9
E02006420,7,23.9,69.1
E02006422,3.8,22,74.2
E02006423,9,29.3,61.8
E02006424,6.7,19.1,74.3
E02006425,8.2,24.9,67
E02006426,5.1,24.5,70.4
E02006427,5.8,26.5,67.7
E02006439,4.3,29.9,65.8
E02006440,6.3,23,70.8
E02006441,8.5,37,54.5
E02006442,4.8,20.8,74.4
E02006444,4.5,24.5,71
E02006447,3.9,24.2,71.9
E02006939,11.8,38.2,50
E02006940,10.9,39.9,49.1
