geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02003352,70.8,5.2,24
E02003353,81.2,18.1,0.8
E02003354,86.7,13.2,0.1
E02003355,70.3,29.5,0.1
E02003357,59.2,40.6,0.2
E02003358,55.7,44.1,0.2
E02003359,83.6,16.2,0.2
E02003360,86.1,12.9,0.9
E02003361,84.9,15,0.1
E02003362,77.9,21.8,0.3
E02003363,68.3,31.3,0.3
E02003364,89.8,10.1,0.1
E02003365,87.7,11.9,0.4
E02003366,88.2,10.2,1.6
E02003367,93.5,4.4,2.1
E02003369,87.1,12.6,0.2
E02003370,90.6,9.2,0.2
E02003371,91.8,1.3,6.9
E02003372,90,9.9,0.1
E02003373,95.4,4.2,0.3
E02003374,88.2,11.7,0.1
E02003375,78.2,21.6,0.2
E02003377,85.2,7.9,6.9
E02003378,71,28.7,0.3
E02003379,80.7,19.3,0
E02003380,89.2,9.3,1.6
E02003381,91.5,8.3,0.2
E02003382,79,20.9,0
E02003383,91,8.9,0
E02003385,45.9,52.7,1.4
E02003386,74.8,25.1,0
E02003387,88,12,0
E02003388,86.3,12.8,0.9
E02003389,87.5,10.5,2
E02003390,94.6,5.3,0.1
E02003391,80.4,19.6,0.1
E02003392,71.8,27.9,0.3
E02003393,86.5,13.5,0
E02003394,80.5,18.9,0.7
E02003395,66.4,33.5,0.1
E02003396,63.4,36.6,0.1
E02003397,85.3,14.7,0
E02003398,60.7,39.3,0
E02003400,68.7,31.1,0.2
E02003401,45.7,54.2,0.1
E02003402,57.1,42.8,0.1
E02003403,66.8,33.2,0
E02003404,70.7,29.3,0
E02003405,68.8,31.1,0.1
E02003406,86.1,13.8,0.1
E02003421,91.4,8.5,0.1
E02003422,89,8.3,2.8
E02003423,84,15.9,0.1
E02003424,63.2,36.4,0.4
E02003425,46.4,53.5,0.1
E02003426,87,12.9,0.1
E02003427,75.1,22.7,2.2
E02003428,84.9,13.3,1.7
E02003429,89.6,8.8,1.6
E02003439,86.9,11.2,1.8
E02003440,87.4,12.2,0.4
E02003441,92.1,7.8,0.1
E02003442,86.6,13.4,0
E02003443,81.1,18.9,0
E02003444,91.4,8.4,0.1
E02003445,89.7,10.3,0.1
E02003446,94.6,5.4,0
E02003447,87.5,9.5,3
E02003448,86.8,12.7,0.5
E02003449,85.7,14.2,0.1
E02003450,85.4,14.6,0
E02003451,62.1,37.9,0
E02003452,86,14,0
E02003453,95.6,3.9,0.5
E02003454,82.9,17,0.1
E02003455,82.7,13.2,4
E02003456,82.5,11.9,5.5
E02003457,96.7,2.8,0.6
E02003458,91.2,6.1,2.7
E02003712,86.6,13.4,0
E02003713,92.7,7.3,0
E02003715,92.1,3.9,4
E02003716,78.2,21.6,0.2
E02003717,82.1,17.9,0
E02003718,79.7,20.2,0.1
E02004675,89.9,10,0.1
E02004676,92.6,6.7,0.7
E02004677,96,3.9,0.1
E02004678,89.7,9.9,0.4
E02004679,90.9,8.4,0.7
E02004680,91.4,8.5,0
E02004681,73.9,26,0.1
E02004682,82.9,17.1,0
E02004683,68.4,31.5,0.1
E02004684,81.2,18.8,0
E02004685,51.6,48.3,0.1
E02004686,59.7,38.8,1.5
E02004687,91,9,0
E02004688,77.6,22.4,0
E02004689,96.3,3.7,0
E02004690,82.2,17.8,0
E02004691,90.5,6.6,2.8
E02004692,97.8,2.2,0
E02004693,82.6,17.3,0
E02004694,87.5,11.6,0.8
E02004695,91.5,8.5,0
E02004696,88,12,0
E02004751,88.9,11,0.1
E02004752,94,5.1,0.9
E02004753,89.2,10.7,0.1
E02004754,88.1,11.5,0.4
E02004755,66.8,33.1,0.1
E02004756,86.5,12.7,0.8
E02004757,94.8,5.2,0
E02004758,83.5,16.3,0.1
E02004759,88.2,9.3,2.5
E02004760,89.2,10.1,0.7
E02004761,91.6,8.3,0.1
E02004802,72.5,25,2.5
E02004803,78.1,21.9,0
E02004804,91.7,6.4,2
E02004805,74,25.8,0.2
E02004806,92.3,6.4,1.2
E02004807,71.2,28.7,0
E02004808,60.7,39.2,0.1
E02004809,49.5,50.4,0.1
E02004810,67.4,32.6,0
E02004811,63.2,36.7,0
E02004812,83.4,16.6,0
E02004813,80.6,19.4,0
E02005966,93.7,6.3,0.1
E02005967,83.3,13.8,2.9
E02005968,92.7,6.4,0.9
E02005969,80.6,19.4,0.1
E02005970,70.3,26.4,3.3
E02005971,89.6,10.4,0
E02005972,85.5,14,0.4
E02005973,75.2,22.7,2.1
E02005974,76.5,23.4,0.2
E02005975,93.6,6.1,0.2
E02005976,94.7,4.5,0.8
E02005977,94,5.9,0.2
E02005992,87.6,10.8,1.6
E02006347,88.3,11.4,0.3
E02006353,79.5,20.3,0.2
E02006357,88,11.4,0.5
E02006419,74,25.9,0.1
E02006420,72.6,27.3,0.1
E02006422,92.6,7.4,0
E02006423,60.8,39.1,0.1
E02006424,89.4,10.6,0
E02006425,80.3,19.6,0.1
E02006426,87.9,12,0.1
E02006427,82.6,12,5.4
E02006439,84.8,14.9,0.3
E02006440,92.4,7.5,0
E02006441,67.9,31.9,0.2
E02006442,83.1,16.4,0.5
E02006444,83.8,16.2,0
E02006447,92.2,7.8,0
E02006939,17.4,82.5,0.1
E02006940,21.6,78.3,0.1
