geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E02003352,45,40,14.2,0.6,0.2
E02003353,46.1,32,20.1,1.7,0.2
E02003354,46,31.9,19.8,2.1,0.2
E02003355,25.3,30.3,39.6,4.4,0.3
E02003357,26.3,28,40.2,4.8,0.7
E02003358,25.4,28.2,41.9,4.1,0.4
E02003359,26.9,37.8,32.5,2.5,0.4
E02003360,42.2,33,21.1,3.4,0.3
E02003361,33.2,33.9,29.1,3.3,0.4
E02003362,33.9,30.6,31,4,0.4
E02003363,43.6,32.6,22,1.6,0.1
E02003364,42.9,32.4,21.9,2.4,0.4
E02003365,49.9,31,17.3,1.4,0.4
E02003366,40.9,31.4,24.5,2.5,0.8
E02003367,51.7,30.9,15.5,1.5,0.3
E02003369,59.4,25.6,13.8,1.1,0.1
E02003370,55.1,28.1,15.5,1.3,0.1
E02003371,48.3,34.6,15.9,1.1,0.2
E02003372,46.1,32.3,19,2.4,0.2
E02003373,56.6,28.7,13.2,1.2,0.2
E02003374,40.8,30.5,26.1,2.4,0.2
E02003375,36.9,33.7,27.1,2,0.2
E02003377,49.6,31.4,17.4,1.4,0.2
E02003378,37.8,30.5,28.8,2.7,0.2
E02003379,36,31.2,28.4,4,0.5
E02003380,41.8,35.6,20.5,1.6,0.4
E02003381,52.5,27.8,18,1.6,0.1
E02003382,30.8,33.1,32,3.5,0.6
E02003383,46.6,32.8,18.5,1.9,0.2
E02003385,21.6,36.3,38.7,3.2,0.2
E02003386,34.7,30.7,31.7,2.5,0.3
E02003387,51.6,32.2,14.5,1.4,0.2
E02003388,49.8,28.4,20,1.6,0.1
E02003389,51.2,31.1,15.6,1.9,0.2
E02003390,65.4,26.3,7.7,0.7,0
E02003391,46,31.6,20.3,1.8,0.3
E02003392,25.9,37.3,32,4.2,0.7
E02003393,44.5,32.8,20.4,2.1,0.1
E02003394,26.1,32,34.2,6.4,1.2
E02003395,19.5,31.8,38,8.8,1.9
E02003396,24.3,30.6,37.8,6.1,1.2
E02003397,33.4,30.3,30.9,4.7,0.7
E02003398,15,30.9,42.9,8.7,2.5
E02003400,30.3,27.6,36,4.9,1.2
E02003401,22,31.4,39.7,5.9,1
E02003402,22,28.5,40.7,6.5,2.2
E02003403,28.9,30.3,34.1,6,0.7
E02003404,29.1,27.6,32.3,8.2,2.8
E02003405,15.5,29,44.6,9,1.9
E02003406,25.3,31.5,34.7,7.2,1.3
E02003421,48.4,31.2,16.2,3,1.2
E02003422,55.8,29.1,13.5,1.3,0.2
E02003423,34,31.6,28.2,4.9,1.2
E02003424,45.5,32,20.2,2,0.3
E02003425,22,30.4,40.9,5.1,1.5
E02003426,46.5,32,19.1,2,0.5
E02003427,31.2,33.7,28.6,5.1,1.4
E02003428,46.7,29.1,21.4,2.2,0.5
E02003429,56.8,28.2,13,1.8,0.2
E02003439,55.8,27.3,15.6,1.3,0
E02003440,49.1,32.3,17.2,1.3,0
E02003441,55.7,29.2,13.3,1.8,0.1
E02003442,48.2,31.5,19,1.2,0.1
E02003443,34.7,30.6,30.7,3.3,0.6
E02003444,46.6,31.7,18.2,2.7,0.8
E02003445,47.3,34.7,15.9,1.8,0.2
E02003446,55.8,27.8,14.7,1.5,0.2
E02003447,46.6,31.5,19.6,2.2,0.2
E02003448,55.1,27.5,15.9,1.4,0.1
E02003449,35,31.4,31.3,2.3,0.1
E02003450,43.9,30.6,22.7,2.5,0.3
E02003451,29.3,35.4,32.6,2.3,0.4
E02003452,49.3,32.9,15.9,1.7,0.2
E02003453,65.7,24.1,9.6,0.6,0
E02003454,49.3,29.9,19.5,1.3,0.1
E02003455,47.6,32.1,18.8,1.4,0.2
E02003456,41.1,35.4,20.9,2.3,0.3
E02003457,69,21.4,8.7,0.8,0.1
E02003458,61.3,26.4,11,1.2,0.1
E02003712,34.7,35.1,26.7,2.8,0.6
E02003713,53.2,30.8,14.1,1.6,0.3
E02003715,62.5,26.5,10.1,0.7,0.2
E02003716,44.2,31,23.4,1.3,0.1
E02003717,47.8,30.7,20,1.3,0.1
E02003718,43.1,33.7,21.2,1.8,0.3
E02004675,46.4,31.9,19.9,1.8,0.2
E02004676,55,27.6,16.1,1.2,0.1
E02004677,61,26,11.3,1.5,0.2
E02004678,54.1,28.4,16.3,1.1,0.1
E02004679,50.5,31.1,17.1,1.1,0.1
E02004680,43,35.6,20.1,1.2,0.1
E02004681,29.3,32.2,34,3.9,0.7
E02004682,40,32,24.5,3.1,0.4
E02004683,26.4,36.4,32.8,3.8,0.6
E02004684,34.5,35.5,27.1,2.7,0.2
E02004685,20.9,30.3,44.3,3.9,0.6
E02004686,25.5,35.5,34.4,3.8,0.8
E02004687,35.2,31.5,28.2,4.6,0.6
E02004688,28.3,36.4,31.9,2.8,0.5
E02004689,61.2,26.3,12.1,0.4,0
E02004690,41.5,32.5,23.5,2.1,0.3
E02004691,55.8,30.3,12.7,1,0.2
E02004692,61.8,28,9.5,0.6,0.1
E02004693,28.1,36.1,32.7,3,0.2
E02004694,44.8,34.1,19.6,1.4,0.1
E02004695,51.8,31.2,16,1.1,0
E02004696,48.2,32.4,18.5,0.8,0.1
E02004751,49,31.2,18.6,1.1,0.1
E02004752,55.5,29.8,13.7,0.9,0
E02004753,47.9,31,19,1.9,0.3
E02004754,51.6,29.5,18.1,0.7,0.1
E02004755,39.1,34.5,24.4,1.8,0.1
E02004756,51.2,28.3,19.1,1.2,0.1
E02004757,64.1,26.1,9.2,0.6,0.1
E02004758,54,26.1,18.6,1.3,0
E02004759,49.2,33.3,16.1,1.2,0.1
E02004760,47.3,31.6,19.4,1.6,0.2
E02004761,46.2,34.7,17.7,1.3,0.2
E02004802,27.7,32.3,32.8,5.9,1.4
E02004803,19.2,30.3,40.2,8.2,2.1
E02004804,41.8,33.1,22.3,2.4,0.5
E02004805,45,29.9,22.2,2.6,0.2
E02004806,45.6,33.9,18.5,1.7,0.3
E02004807,30,34.1,30.9,4.2,0.7
E02004808,24.4,34.7,37,3.4,0.4
E02004809,12,32.6,46.5,7.6,1.4
E02004810,23.1,34,37.2,4.6,1.2
E02004811,27,28.3,38.4,4.8,1.4
E02004812,39.1,33.5,23.1,3.3,1
E02004813,22.4,35.1,36.5,5.3,0.8
E02005966,32.5,41.2,24.5,1.6,0.2
E02005967,34.4,36.8,25.8,2.7,0.2
E02005968,46.4,35.5,16.8,1,0.3
E02005969,40.4,34,23.6,1.7,0.3
E02005970,24.4,35,36.5,3.7,0.5
E02005971,37.6,38.3,21.4,2.4,0.3
E02005972,48.5,32.7,17.1,1.6,0.1
E02005973,39.5,35.3,23,2,0.1
E02005974,43.7,32.8,21.6,1.7,0.2
E02005975,59.9,26.8,12.5,0.7,0.1
E02005976,67.1,22.1,10.1,0.7,0.1
E02005977,55.9,30.2,12.6,1.1,0.1
E02005992,47.5,30.9,20.4,1.2,0.1
E02006347,38.7,36,22.4,2.7,0.2
E02006353,32.8,35,27.9,3.6,0.6
E02006357,41.7,34.5,21.9,1.8,0.2
E02006419,36.2,29.2,29.8,4.1,0.7
E02006420,59.6,23.1,15.8,1.4,0.2
E02006422,56,27.6,15.3,1.1,0
E02006423,32.7,29.7,32.6,4.2,0.8
E02006424,60.7,24.4,13.6,1.2,0.2
E02006425,43.6,28.7,24.5,2.8,0.4
E02006426,50.2,31,17.5,1.2,0.1
E02006427,43.1,34,20.8,2,0.1
E02006439,39.7,32.6,25.4,2.2,0.1
E02006440,49.2,32.1,16.3,1.9,0.5
E02006441,31.4,34.6,32,1.8,0.3
E02006442,61.7,24.5,12.8,0.9,0.1
E02006444,44.6,32.2,20.5,2.3,0.4
E02006447,52.2,29.6,16.4,1.7,0.2
E02006939,7.3,24.4,58.7,8.1,1.4
E02006940,7.4,27.9,57.4,6.3,1
