geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E02003352,92.7,2.1,5.2
E02003353,89.9,2.4,7.7
E02003354,90.2,2.2,7.6
E02003355,89.1,2.5,8.4
E02003357,82.8,2.6,14.6
E02003358,83.2,2.7,14.1
E02003359,88.6,2.2,9.2
E02003360,89.7,2,8.3
E02003361,88.8,2.2,9
E02003362,88,2.2,9.9
E02003363,91,2.7,6.2
E02003364,91.3,2,6.7
E02003365,94.1,1.6,4.3
E02003366,85.3,1.6,13
E02003367,94.6,1.6,3.8
E02003369,91.6,2.5,5.9
E02003370,92.2,2.4,5.4
E02003371,95,1.7,3.3
E02003372,91.7,2.5,5.8
E02003373,93.5,2,4.4
E02003374,90.2,2.5,7.3
E02003375,92.4,1.7,5.9
E02003377,93,2.4,4.6
E02003378,87.8,2.5,9.8
E02003379,84.9,3,12.2
E02003380,93.7,1.4,4.9
E02003381,93.5,1.9,4.6
E02003382,93.2,1.4,5.4
E02003383,94,1.3,4.7
E02003385,82,2.9,15.1
E02003386,88.5,2.8,8.7
E02003387,91.6,2.7,5.7
E02003388,92.8,2.2,5
E02003389,87.8,3.5,8.7
E02003390,89.3,3,7.6
E02003391,85.9,3.8,10.3
E02003392,79.7,4.4,15.9
E02003393,91.1,2.3,6.6
E02003394,81.3,3.2,15.4
E02003395,61.4,4.7,33.9
E02003396,71.7,4.3,24
E02003397,88.6,2.3,9.1
E02003398,62.2,4.9,32.9
E02003400,75.2,4.9,19.8
E02003401,71.8,4.7,23.5
E02003402,58.3,5.1,36.7
E02003403,83.2,3.1,13.7
E02003404,74.8,4.6,20.6
E02003405,75.1,3.1,21.8
E02003406,82,3.2,14.8
E02003421,88.2,2.8,9
E02003422,92.1,2.1,5.9
E02003423,86.4,2.8,10.8
E02003424,81.8,4.3,13.9
E02003425,75.2,4.3,20.5
E02003426,87.7,3.1,9.2
E02003427,82.4,3.3,14.3
E02003428,90.8,2.5,6.7
E02003429,90.3,2.8,6.9
E02003439,91.4,2.3,6.3
E02003440,91.4,2.8,5.8
E02003441,90.9,2.5,6.6
E02003442,89.1,2.8,8.1
E02003443,89.2,2.6,8.1
E02003444,84.1,4.1,11.9
E02003445,88.9,2.9,8.2
E02003446,83.2,4.4,12.4
E02003447,87.5,3.4,9.1
E02003448,89.9,2.8,7.3
E02003449,84.4,3.9,11.7
E02003450,83.5,4.1,12.5
E02003451,86.9,2.7,10.4
E02003452,88.4,3.7,7.8
E02003453,91.3,3,5.7
E02003454,88.9,3.3,7.8
E02003455,89.6,2.9,7.5
E02003456,88.8,2.9,8.3
E02003457,92.3,2.4,5.3
E02003458,91.2,2.2,6.6
E02003712,90,2,8
E02003713,95.8,1.2,3
E02003715,93.9,1.7,4.3
E02003716,92.2,2.2,5.5
E02003717,90.6,2.7,6.8
E02003718,90.4,2.5,7.2
E02004675,95.7,1.1,3.2
E02004676,95.2,1.3,3.5
E02004677,94.4,1.5,4.1
E02004678,94.8,1.3,3.9
E02004679,93.1,2.1,4.9
E02004680,90.1,2.6,7.3
E02004681,83.9,2.6,13.5
E02004682,89.2,2.4,8.3
E02004683,82.7,2.9,14.4
E02004684,86.3,2.6,11.1
E02004685,76.9,3.1,20
E02004686,74.8,3.3,21.9
E02004687,89.7,1.7,8.7
E02004688,88.1,2.1,9.7
E02004689,96.1,1,2.9
E02004690,90.8,1.6,7.6
E02004691,95.4,1.4,3.2
E02004692,95.6,1.4,3
E02004693,90,1.8,8.1
E02004694,95.1,1.4,3.6
E02004695,93.5,1.6,4.9
E02004696,94.1,1.8,4.1
E02004751,95,1.5,3.4
E02004752,95.7,1.3,3
E02004753,90,1.8,8.1
E02004754,94.6,1.5,3.9
E02004755,88.5,2.8,8.6
E02004756,92.3,2.5,5.2
E02004757,94.4,1.9,3.7
E02004758,92.9,2.1,5
E02004759,94.1,2,3.9
E02004760,92.7,2.1,5.2
E02004761,94.7,1.4,3.9
E02004802,84.2,2,13.7
E02004803,78.7,2.6,18.7
E02004804,90.7,1.8,7.5
E02004805,86.9,2.6,10.5
E02004806,92.4,1.9,5.8
E02004807,86,2.4,11.5
E02004808,86.5,2.5,11.1
E02004809,70.3,2.7,26.9
E02004810,82.6,2.5,14.9
E02004811,79.8,2.2,18
E02004812,85.7,2.2,12.1
E02004813,88.1,1.7,10.2
E02005966,86.2,3.2,10.6
E02005967,85.3,3.4,11.3
E02005968,89,2.2,8.8
E02005969,91.7,2.5,5.8
E02005970,83.1,3.1,13.8
E02005971,90.2,2.2,7.6
E02005972,90.9,2.8,6.3
E02005973,87.2,3.3,9.5
E02005974,87.4,2.8,9.8
E02005975,92.6,2.4,5.1
E02005976,92.4,2.1,5.5
E02005977,93.3,1.9,4.7
E02005992,90.4,2.9,6.7
E02006347,92.5,2.1,5.4
E02006353,92.7,1.7,5.7
E02006357,94,1.4,4.7
E02006419,86.9,2.4,10.7
E02006420,89.6,2.2,8.2
E02006422,92.5,2,5.5
E02006423,84.4,2.5,13.1
E02006424,90.6,2.9,6.5
E02006425,85.9,2.6,11.5
E02006426,93.2,1.4,5.5
E02006427,92.8,2.1,5.1
E02006439,93.8,1.3,4.9
E02006440,91.7,2,6.3
E02006441,89,2.2,8.8
E02006442,91.4,2.5,6.1
E02006444,91.9,2.6,5.5
E02006447,92,2.3,5.7
E02006939,46.7,4.9,48.4
E02006940,53,5.3,41.7
