geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E02003352,96.6,3,0.4
E02003353,94.4,5,0.6
E02003354,93.5,5.8,0.7
E02003355,92.1,7,0.9
E02003357,87.4,11.1,1.5
E02003358,88,10.6,1.4
E02003359,92.2,6.8,1.1
E02003360,92.2,6.9,0.9
E02003361,92.7,6.3,1
E02003362,91.3,7.4,1.2
E02003363,96.6,3.2,0.2
E02003364,94.3,4.9,0.8
E02003365,96.5,2.8,0.7
E02003366,86.5,11.5,2
E02003367,97.4,1.8,0.8
E02003369,97.6,2.2,0.2
E02003370,96.1,3.5,0.4
E02003371,97.2,2.4,0.4
E02003372,95.2,4.4,0.5
E02003373,97.2,2.6,0.2
E02003374,92.6,6.3,1.1
E02003375,96.2,3.3,0.5
E02003377,97.2,2.5,0.3
E02003378,92.7,6.2,1
E02003379,88.5,9.8,1.7
E02003380,96.3,3.4,0.3
E02003381,97.2,2.5,0.2
E02003382,95.6,3.8,0.6
E02003383,96.3,3.2,0.5
E02003385,88.4,10.4,1.2
E02003386,92.8,6.2,1
E02003387,95.7,3.8,0.4
E02003388,96.7,2.9,0.4
E02003389,92.4,6.5,1.1
E02003390,94.6,4.8,0.6
E02003391,92.3,7,0.8
E02003392,87.5,11.3,1.3
E02003393,95,4.5,0.5
E02003394,84.4,13.2,2.4
E02003395,67.2,26.6,6.2
E02003396,78.1,18,3.9
E02003397,92.3,6.3,1.4
E02003398,70.1,23.7,6.2
E02003400,83.4,14,2.6
E02003401,79.3,17.6,3.1
E02003402,73.1,22.6,4.3
E02003403,87.4,10.7,1.9
E02003404,82.5,15.1,2.4
E02003405,78.1,18.2,3.7
E02003406,85.1,12.2,2.7
E02003421,91.8,6.9,1.3
E02003422,97,2.6,0.3
E02003423,90.1,8.3,1.6
E02003424,87.8,11.2,1.1
E02003425,82.9,14.5,2.5
E02003426,93.3,5.9,0.7
E02003427,86.6,11.4,2
E02003428,93.4,5.9,0.7
E02003429,94.7,4.8,0.5
E02003439,96.3,2.8,0.9
E02003440,96.5,3.1,0.4
E02003441,94.5,4.8,0.7
E02003442,93.5,6,0.5
E02003443,91.1,7.6,1.3
E02003444,84.6,13.5,1.9
E02003445,90.8,8.1,1.1
E02003446,86.9,12.2,0.9
E02003447,91.2,8.1,0.7
E02003448,94,5.5,0.5
E02003449,86.4,12.7,0.9
E02003450,86.7,11.9,1.4
E02003451,91.6,7.1,1.2
E02003452,93.4,6.1,0.5
E02003453,95.2,4.4,0.4
E02003454,93.2,6,0.8
E02003455,93.8,5.8,0.4
E02003456,93.6,5.7,0.7
E02003457,96.7,3,0.3
E02003458,95,4,1
E02003712,92,6.8,1.3
E02003713,97.9,1.9,0.2
E02003715,97.7,2.1,0.2
E02003716,96.8,2.7,0.5
E02003717,95.4,4.3,0.2
E02003718,95.1,4.3,0.6
E02004675,97.5,2.2,0.3
E02004676,98,1.8,0.2
E02004677,97.2,2.5,0.3
E02004678,98,1.7,0.3
E02004679,96.2,3.4,0.4
E02004680,94.7,4.8,0.4
E02004681,86.7,11.4,1.8
E02004682,92.6,5.9,1.5
E02004683,85.7,12.3,2
E02004684,90.1,8.8,1
E02004685,83.5,14.2,2.3
E02004686,79.9,16.5,3.5
E02004687,92.4,6.4,1.2
E02004688,89.1,8.9,2
E02004689,98.5,1.4,0.1
E02004690,92.7,6.2,1.1
E02004691,98.3,1.5,0.2
E02004692,97.9,1.9,0.2
E02004693,92.3,6.7,1
E02004694,98.2,1.6,0.2
E02004695,96.4,3.2,0.5
E02004696,97.8,2,0.2
E02004751,97.6,2.2,0.2
E02004752,98.4,1.4,0.2
E02004753,92.9,6.2,0.9
E02004754,98.1,1.8,0.1
E02004755,93.3,6,0.7
E02004756,96.4,3.2,0.4
E02004757,98.2,1.6,0.2
E02004758,96.3,3.3,0.5
E02004759,97.3,2.3,0.4
E02004760,96.4,3.2,0.3
E02004761,97.8,2,0.2
E02004802,83.2,12.4,4.5
E02004803,76.1,17.4,6.6
E02004804,92,6.4,1.6
E02004805,90.7,7.9,1.4
E02004806,94.1,5.2,0.8
E02004807,87.8,9.5,2.7
E02004808,89.3,9,1.7
E02004809,70.1,21.4,8.5
E02004810,83.6,12.5,3.9
E02004811,80.3,13.4,6.3
E02004812,86.3,10.4,3.3
E02004813,88.6,9,2.4
E02005966,90.4,8.6,1
E02005967,90.3,8.6,1.2
E02005968,93.9,5.1,0.9
E02005969,96.2,3.3,0.5
E02005970,88.5,9.5,2
E02005971,93.8,5.3,0.9
E02005972,95.8,3.9,0.3
E02005973,93.2,6,0.8
E02005974,94.2,4.9,0.9
E02005975,97.7,2.1,0.2
E02005976,97.8,1.9,0.3
E02005977,97.7,2.1,0.2
E02005992,95.3,4.3,0.4
E02006347,95.7,3.9,0.4
E02006353,95.1,4.3,0.6
E02006357,96.4,3.3,0.4
E02006419,89.7,8.6,1.8
E02006420,93.9,5.5,0.6
E02006422,95.1,4.5,0.4
E02006423,86.1,11.1,2.8
E02006424,94.5,4.9,0.6
E02006425,89.2,9.4,1.4
E02006426,96.3,3.2,0.6
E02006427,95.4,4,0.6
E02006439,97.1,2.6,0.3
E02006440,95.7,4,0.4
E02006441,93.9,5.4,0.7
E02006442,96.7,3.1,0.2
E02006444,96.6,3,0.4
E02006447,97.4,2.2,0.5
E02006939,61.9,31.4,6.7
E02006940,67.2,29,3.8
