areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00097579,92.4,4.2,2.1,1.3
E00097588,90.8,3.8,3.8,1.6
E00097591,93.4,4.3,1,1.3
E00097592,90.8,5.5,1.3,2.4
E00097593,91.8,6.7,0.7,0.7
E00097594,86.4,8.6,2.9,2.1
E00097595,92.2,4.9,1.1,1.8
E00097596,93.6,4.1,1,1.4
E00097598,89.3,6.6,1.4,2.8
E00097599,87.4,6.1,3.3,3.3
E00097626,86.9,4.1,3.3,5.7
E00097627,89.4,2.9,2.3,5.5
E00097628,88.6,6,1.2,4.2
E00097629,90.9,7.7,0.7,0.7
E00097630,95.6,3.2,0.4,0.8
E00097631,88.5,6.2,1,4.3
E00097632,87.7,1.6,3.5,7.3
E00097633,88.2,5.9,0.8,5
E00097634,97.8,2.2,0,0
E00097635,88.5,9,0.8,1.6
E00097636,93.2,4.2,1,1.6
E00097666,90.4,5.4,1.3,2.9
E00097667,89.5,6.8,1.8,1.8
E00097668,93.7,3.5,1.3,1.5
E00097669,90.9,6.8,1,1.3
E00097723,91,8,0.5,0.5
E00097724,92.6,3.3,2,2
E00097725,88.9,4.8,3.2,3.2
E00097726,93.3,3.6,0.5,2.6
E00097727,89,6.1,1.9,2.9
E00097728,90.6,4.3,1.4,3.6
E00097729,91.8,5.5,1.4,1.4
E00097730,93.5,4.9,0.3,1.3
E00097731,91.5,4.7,1.9,1.9
E00097742,91.3,5.3,1.3,2
E00097744,85.5,8.3,2.1,4.1
E00097745,94.2,3.6,0.4,1.8
E00097746,88.6,4.9,4,2.5
E00097756,86.5,8.6,0.7,4.1
E00097757,90.2,6.3,1.6,1.9
E00097758,88.7,7.4,0.7,3.2
E00097759,89.6,8,0,2.4
E00097760,92,4.9,0.3,2.9
E00097761,90.9,5.2,0,3.9
E00097770,89.3,4.5,4,2.2
E00097771,91.4,4.6,1.5,2.5
E00097772,88.6,6.4,0.9,4.1
E00097773,93.2,3.4,1.4,2
E00097774,88,6.3,1.7,4
E00097775,92.4,2.2,2.2,3.3
E00097776,94.1,1.7,0,4.2
E00097778,93.1,3,0.4,3.4
E00097779,93.2,5.3,1.1,0.4
E00097780,90.6,6.3,0.8,2.4
E00097781,93.9,4.1,0.4,1.6
E00097782,88,8.7,2,1.3
E00097783,83.3,11.4,1.2,4.1
E00097784,90.8,3.6,2.4,3.3
E00097785,91.1,5.9,1.5,1.5
E00097787,90.5,5.3,0.8,3.4
E00097810,86.5,8.7,1.4,3.4
E00097811,89.3,5.3,1.8,3.6
E00097812,82.8,8.6,4.7,3.9
E00097813,92,4.6,1.5,1.8
E00097814,90.8,5.2,2.6,1.3
E00097815,87.3,5.7,3.7,3.3
E00097816,90.4,5.8,1.7,2
E00097817,90.1,3.6,2.6,3.6
E00097846,91,4,1.2,3.7
E00097847,89.2,6.8,1.7,2.4
