areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00097579,67.3,0.8,31.8
E00097588,83.5,2.8,13.7
E00097591,64.5,0.9,34.6
E00097592,79.3,1.3,19.4
E00097593,81.2,2.2,16.7
E00097594,76.8,1.4,21.8
E00097595,69.4,0.7,29.9
E00097596,75.5,2,22.5
E00097598,83,0.3,16.7
E00097599,86,0.9,13.1
E00097626,87,2.4,10.6
E00097627,82.3,1.9,15.8
E00097628,78,0.6,21.4
E00097629,71.8,4.6,23.6
E00097630,79.8,1.9,18.2
E00097631,70,2.2,27.8
E00097632,60.4,0.9,38.8
E00097633,74.6,0.4,25
E00097634,83.9,0.7,15.4
E00097635,87.8,0.8,11.4
E00097636,82.6,1.6,15.8
E00097666,82.3,1.2,16.5
E00097667,80.7,0.3,19
E00097668,78.2,0.7,21.1
E00097669,83,1.2,15.8
E00097723,83.9,2.1,14
E00097724,79.4,2.8,17.8
E00097725,81.8,0.9,17.3
E00097726,85.6,0.5,13.9
E00097727,83.6,0.9,15.4
E00097728,72.1,1.4,26.5
E00097729,73.6,3,23.4
E00097730,84.5,3.5,12
E00097731,83.3,1.9,14.8
E00097742,76.6,1.9,21.4
E00097744,78.3,2.6,19.1
E00097745,79.7,4.3,15.9
E00097746,72.9,1.5,25.6
E00097756,88.9,1.1,10
E00097757,80.4,0.9,18.7
E00097758,86.3,0,13.7
E00097759,88.5,0,11.5
E00097760,87,1.9,11
E00097761,86.2,0,13.8
E00097770,76.1,5.7,18.3
E00097771,80.4,4.4,15.2
E00097772,85.9,1.8,12.3
E00097773,88.6,1.7,9.7
E00097774,86.8,0.5,12.6
E00097775,73.8,3.5,22.8
E00097776,74.2,7.6,18.2
E00097778,91.7,0.8,7.5
E00097779,86.1,1.1,12.8
E00097780,82.4,1.5,16
E00097781,88,0.4,11.6
E00097782,87.4,1.6,11
E00097783,87.7,2.3,10
E00097784,92.8,0.3,6.9
E00097785,76.3,1.4,22.3
E00097787,87.1,1.5,11.4
E00097810,91.7,0.5,7.8
E00097811,78.7,2.8,18.5
E00097812,86.9,2.9,10.2
E00097813,83.9,0.7,15.4
E00097814,86.8,1.3,11.9
E00097815,78.4,0.3,21.3
E00097816,84.1,1,14.9
E00097817,82.9,2.2,14.9
E00097846,78.2,3,18.7
E00097847,88.7,1.3,10
E00097848,90.7,1.1,8.1
E00097849,82.3,4,13.7
E00097850,68.7,5.8,25.4
E00097851,90.8,1.3,7.9
E00097853,71.1,3.8,25.1
E00097854,67.3,9.7,23
E00097855,68.1,4.6,27.2
E00097856,62.9,14.3,22.8
E00097857,78.5,4.2,17.3
E00097858,80.6,4,15.4
E00097859,64.8,14.5,20.7
E00097860,88.1,4.8,7
E00097861,87.5,3.1,9.3
E00097862,87.2,4.3,8.5
E00097863,77.6,9.6,12.8
E00097865,86.7,1.5,11.8
E00097866,76.5,2,21.6
E00097867,81.4,5.2,13.4
E00097868,83.3,2.3,14.3
E00097869,93,0.6,6.5
E00097870,89.2,1,9.8
E00097871,83.4,2.1,14.5
E00097872,80,2.3,17.7
E00097873,92.7,2.3,5
E00097874,88.1,0.3,11.6
E00097875,83.2,1.9,14.9
E00097876,87.9,3.6,8.5
E00097877,78.1,5.1,16.8
E00097878,88,3.6,8.4
E00097879,90.5,1.6,7.9
E00097880,82.3,5.1,12.7
E00097881,77.1,11.5,11.5
E00097882,57.7,19.4,23
E00097883,63.1,11.8,25.1
E00097884,70.2,14.9,14.9
E00097885,63.6,7,29.4
E00097886,75,6.6,18.4
E00097887,76.4,7.5,16.1
E00097888,71.6,3.2,25.2
E00097889,75.3,3.7,21
E00097890,62.5,14.6,22.9
E00097891,71.4,4.4,24.2
E00097892,88.3,0.7,11
E00097893,86.7,2.5,10.9
E00097894,90,2.1,7.9
E00097895,81.2,10.3,8.5
E00097896,84.4,4.2,11.3
E00097897,86.5,2.3,11.2
E00097898,76.4,8.1,15.4
E00097899,89.5,0.7,9.8
E00097900,86.9,1.8,11.3
E00097901,88.1,0.7,11.2
E00097902,74.4,5.7,19.8
E00097903,81.3,5.4,13.2
E00097904,88.1,0.7,11.2
E00097906,84.4,2.7,13
E00097907,80.2,4.3,15.5
E00097909,73.9,3.8,22.3
E00097910,82.3,3.7,14.1
E00097911,84.4,1.3,14.2
E00097912,84.3,5.5,10.2
E00097913,88.3,0.4,11.3
E00097914,90.4,2.4,7.2
