areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00097579,35.2,64.8
E00097588,27.7,72.3
E00097591,36.3,63.7
E00097592,39.9,60.1
E00097593,37.5,62.5
E00097594,31.5,68.5
E00097595,36.6,63.4
E00097596,32.2,67.8
E00097598,26.9,73.1
E00097599,31.5,68.5
E00097626,43.1,56.9
E00097627,38,62
E00097628,33.9,66.1
E00097629,38.9,61.1
E00097630,39.1,60.9
E00097631,35.3,64.7
E00097632,46.5,53.5
E00097633,34.7,65.3
E00097634,45.2,54.8
E00097635,39.1,60.9
E00097636,28.2,71.8
E00097666,30.8,69.2
E00097667,32.4,67.6
E00097668,28.4,71.6
E00097669,28.2,71.8
E00097723,38.1,61.9
E00097724,19.4,80.6
E00097725,35.2,64.8
E00097726,39.8,60.2
E00097727,30.3,69.7
E00097728,39.5,60.5
E00097729,34,66
E00097730,33.2,66.8
E00097731,40,60
E00097742,18.9,81.1
E00097744,36.2,63.8
E00097745,35.5,64.5
E00097746,40.3,59.7
E00097756,38.4,61.6
E00097757,37.3,62.7
E00097758,45.4,54.6
E00097759,29.8,70.2
E00097760,26.4,73.6
E00097761,42,58
E00097770,38,62
E00097771,29.6,70.4
E00097772,30.5,69.5
E00097773,31.8,68.2
E00097774,37.8,62.2
E00097775,40.8,59.2
E00097776,28.8,71.2
E00097778,34.2,65.8
E00097779,37.5,62.5
E00097780,39.4,60.6
E00097781,33.6,66.4
E00097782,37.1,62.9
E00097783,27.9,72.1
E00097784,36,64
E00097785,35.3,64.7
E00097787,34,66
E00097810,38,62
E00097811,31.5,68.5
E00097812,53.2,46.8
E00097813,33.3,66.7
E00097814,37.2,62.8
E00097815,33.5,66.5
E00097816,37.2,62.8
E00097817,35.5,64.5
E00097846,37.3,62.7
E00097847,31.7,68.3
E00097848,33.8,66.2
E00097849,38.9,61.1
E00097850,32.5,67.5
E00097851,36.8,63.2
E00097853,40.2,59.8
E00097854,36.8,63.2
E00097855,38.9,61.1
E00097856,36.5,63.5
E00097857,27.7,72.3
E00097858,43.8,56.2
E00097859,26.3,73.7
E00097860,37.8,62.2
E00097861,44.4,55.6
E00097862,36.6,63.4
E00097863,34.5,65.5
E00097865,45.8,54.2
E00097866,49.5,50.5
E00097867,30.7,69.3
E00097868,36.1,63.9
E00097869,31,69
E00097870,28,72
E00097871,27.6,72.4
E00097872,34,66
E00097873,39.6,60.4
E00097874,34.4,65.6
E00097875,38.9,61.1
E00097876,34.6,65.4
E00097877,41.7,58.3
E00097878,40.7,59.3
E00097879,37,63
E00097880,31.8,68.2
E00097881,29.9,70.1
E00097882,29,71
E00097883,33.6,66.4
E00097884,35.3,64.7
E00097885,36.7,63.3
E00097886,39.8,60.2
E00097887,29.7,70.3
E00097888,40.7,59.3
E00097889,36.3,63.8
E00097890,30.7,69.3
E00097891,35.1,64.9
E00097892,41,59
E00097893,36.4,63.6
E00097894,38.4,61.6
E00097895,35.9,64.1
E00097896,36.7,63.3
E00097897,30.8,69.2
E00097898,29.3,70.7
E00097899,36,64
E00097900,36,64
E00097901,31.4,68.6
E00097902,38.2,61.8
E00097903,32.4,67.6
E00097904,31.8,68.2
E00097906,33.8,66.2
