areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00097579,40.5,33.6,16,9.9
E00097588,7.4,38.3,35.8,18.5
E00097591,11.4,47,29.7,11.9
E00097592,6.3,39.8,36.9,17
E00097593,9,32.8,44.8,13.4
E00097594,6.2,23.1,53.8,16.9
E00097595,4,37.1,34.7,24.2
E00097596,9.5,36.1,38.1,16.3
E00097598,3.1,30.2,37.2,29.5
E00097599,2.1,35.1,42.3,20.6
E00097626,6.3,40.6,40.6,12.5
E00097627,10.4,41.1,39.3,9.2
E00097628,41.1,36.4,16.8,5.6
E00097629,20.5,46.6,26,6.8
E00097630,12.2,43.1,37.4,7.3
E00097631,16.7,50.9,29.8,2.6
E00097632,29.7,42.8,20.3,7.2
E00097633,14,41.2,35.1,9.6
E00097634,0,31.7,45,23.3
E00097635,3.7,35.2,37,24.1
E00097636,5.7,34.8,35.5,24.1
E00097666,7.9,38.9,42.1,11.1
E00097667,0,28.7,47.6,23.8
E00097668,9.2,35.1,38.5,17.2
E00097669,9.1,38.7,34.4,17.7
E00097723,3.6,39.8,28.9,27.7
E00097724,3.6,36.6,38.4,21.4
E00097725,0.7,37,37,25.2
E00097726,3.4,32.2,40.2,24.1
E00097727,5.8,51.9,29.5,12.8
E00097728,19,39.4,29.2,12.4
E00097729,12,48.9,24.8,14.3
E00097730,4.1,40.1,38.8,17
E00097731,2.3,23.3,44.2,30.2
E00097742,2.9,30,54.3,12.9
E00097744,4.9,39.3,47.5,8.2
E00097745,1,31,41,27
E00097746,7.6,41.2,32.1,19.1
E00097756,1.6,39.8,35.2,23.4
E00097757,0.6,37.3,48.1,13.9
E00097758,5.6,42.3,38,14.1
E00097759,10.1,32.8,43.7,13.4
E00097760,4.8,28.3,45.5,21.4
E00097761,11.7,48.9,24.5,14.9
E00097770,16.7,44.7,26.3,12.3
E00097771,20.2,45.7,25.5,8.5
E00097772,11.2,40.2,41.1,7.5
E00097773,5.8,40.5,44.5,9.2
E00097774,1.6,28.1,50,20.3
E00097775,10.8,61.4,20.5,7.2
E00097776,8,50,28,14
E00097778,5.5,41.3,40.4,12.8
E00097779,5.4,33,45.5,16.1
E00097780,7.3,29.1,32.7,30.9
E00097781,7.3,39.5,41.1,12.1
E00097782,4.1,36.1,45.1,14.8
E00097783,4.4,43.4,40.7,11.5
E00097784,5.6,39.1,37.3,18
E00097785,8.9,43.1,29.3,18.7
E00097787,7.4,39.4,39.4,13.7
E00097810,8,22.7,44.3,25
E00097811,10.4,28.6,37.7,23.4
E00097812,3.4,34.5,50,12.1
E00097813,4.2,26.5,42.8,26.5
E00097814,4.5,31.6,43.6,20.3
E00097815,6.5,48.2,28.1,17.3
E00097816,5.9,37,41.5,15.6
E00097817,5.1,36.2,39.1,19.6
E00097846,8.6,52.9,29.3,9.3
E00097847,12.1,38.6,37.9,11.4
E00097848,9.1,40.2,40.2,10.6
E00097849,15.9,49.2,29.4,5.6
E00097850,24.6,48.4,15.9,11.1
E00097851,7.3,40.9,35.8,16.1
E00097853,23.4,37.2,29.7,9.7
E00097854,20.4,47.2,26.4,6
E00097855,29,43.2,18.7,9
E00097856,24,50,20.2,5.8
E00097857,20.3,48.8,22.8,8.1
E00097858,23.1,44.6,24.8,7.4
E00097859,46.4,41.5,9.8,2.2
E00097860,18.6,51.2,24.8,5.4
E00097861,8.8,36.8,42.6,11.8
