geography_code,sex-001,sex-002
E00107180,56.1,43.9
E00107181,52.1,47.9
E00107182,50.8,49.2
E00107183,51.7,48.3
E00107184,50.9,49.1
E00107185,50.6,49.4
E00107186,52.2,47.8
E00107187,50.7,49.3
E00107188,51.9,48.1
E00107189,54.4,45.6
E00107190,53.7,46.3
E00107194,51.2,48.8
E00107195,51.8,48.2
E00107196,51.3,48.7
E00107197,50.6,49.4
E00107198,46.4,53.6
E00107268,57.3,42.7
E00107269,55.7,44.3
E00107270,53.1,46.9
E00107271,50.6,49.4
E00107272,56,44
E00107273,49.3,50.7
E00107275,55.1,44.9
E00107276,53.9,46.1
E00107277,50.3,49.7
E00107278,53.4,46.6
E00107279,55.6,44.4
E00107280,57.4,42.6
E00107281,52.2,47.8
E00107282,49.5,50.5
E00107283,47.3,52.7
E00107284,53.2,46.8
E00121721,52.6,47.4
E00121723,54,46
E00121724,54,46
E00121725,54,46
E00121726,52.1,47.9
E00121727,49.5,50.5
E00121730,50.3,49.7
E00121731,53,47
E00121732,51.3,48.7
E00121733,56,44
E00121734,49.7,50.3
E00121735,51.3,48.7
E00121736,51.2,48.8
E00121737,51,49
E00121738,49.9,50.1
E00121739,49.3,50.7
E00121740,50,50
E00121742,48.8,51.2
E00121743,52.6,47.4
E00121744,52.9,47.1
E00121745,51.2,48.8
E00121746,51.2,48.8
E00121747,50.4,49.6
E00121756,53.5,46.5
E00121757,52.8,47.2
E00121758,50,50
E00121759,54.4,45.6
E00121760,49.6,50.4
E00121761,53.8,46.2
E00121762,53.2,46.8
E00121763,54.9,45.1
E00121764,53.3,46.7
E00121765,50.9,49.1
E00121766,48.4,51.6
E00121767,51.8,48.2
E00121771,51.2,48.8
E00121772,52.3,47.7
E00121773,52.8,47.2
E00121774,47.5,52.5
E00121775,54.4,45.6
E00121776,53.4,46.6
E00121777,57,43
E00121778,52.2,47.8
E00121779,54.6,45.4
E00121799,53.7,46.3
E00121800,50.7,49.3
E00121801,50.2,49.8
E00121803,49,51
E00121805,48.6,51.4
E00121807,52.7,47.3
E00121808,56.2,43.8
E00121809,51.2,48.8
E00121810,53.9,46.1
E00121811,51.9,48.1
E00121814,50.8,49.2
E00121815,53.7,46.3
E00121816,52.9,47.1
E00121817,46.8,53.2
E00121819,47.6,52.4
E00121820,50.6,49.4
E00121821,50,50
E00121822,49,51
E00121823,49.5,50.5
E00121824,49.7,50.3
E00121825,50.5,49.5
E00121826,48.2,51.8
E00121827,49.6,50.4
E00121828,51,49
E00121829,47.3,52.7
E00121830,51.7,48.3
E00121831,49.3,50.7
E00121832,51,49
E00121833,51.7,48.3
E00121834,53,47
E00121835,49.3,50.7
E00121838,53.7,46.3
E00121839,49.8,50.2
E00121840,50.7,49.3
E00121841,49.7,50.3
E00121842,51.6,48.4
E00121843,52.3,47.7
E00121844,52.1,47.9
E00121845,54.1,45.9
E00121846,49.5,50.5
E00121848,49.7,50.3
E00121849,53.6,46.4
E00121850,55.1,44.9
E00121851,51.7,48.3
E00121852,51.8,48.2
E00121853,55.2,44.8
E00121854,47.9,52.1
E00121855,48.5,51.5
E00121856,49.6,50.4
E00121857,45.3,54.7
E00121858,51.3,48.7
E00121859,50.9,49.1
E00121860,52.4,47.6
E00121861,49.7,50.3
E00121862,48.3,51.7
E00121863,50.9,49.1
E00121864,49,51
E00121865,54.3,45.7
E00121866,51.5,48.5
E00121867,50.5,49.5
E00121868,52.1,47.9
E00121869,49.8,50.2
E00121870,50.4,49.6
E00121871,53.5,46.5
E00121872,49.2,50.8
E00121873,54.6,45.4
E00121874,53.7,46.3
E00121876,52.2,47.8
E00121877,55.5,44.5
E00121878,52.6,47.4
E00121880,49.5,50.5
E00121881,51.2,48.8
E00121882,51.7,48.3
E00121883,46.2,53.8
E00121884,50.8,49.2
E00121885,51.5,48.5
E00121888,50,50
E00121907,49.1,50.9
E00121909,53.6,46.4
E00121910,54,46
E00121911,46.4,53.6
E00121913,50,50
E00121914,53,47
E00121915,51.4,48.6
E00121916,51,49
E00121917,49.2,50.8
E00121918,47.4,52.6
E00121919,51.4,48.6
E00121920,52,48
E00121921,51.9,48.1
E00121922,50,50
E00121923,47.3,52.7
E00121924,50.2,49.8
E00121925,49.7,50.3
E00121926,48.6,51.4
E00121927,55.2,44.8
E00121928,52.9,47.1
E00121930,51.7,48.3
E00121931,53.7,46.3
E00121932,49.1,50.9
E00121933,51.5,48.5
E00121934,48.3,51.8
E00121935,44.2,55.8
E00121936,52,48
E00121937,51.6,48.4
E00121939,47.8,52.2
E00121940,53.8,46.2
E00121941,51,49
E00121942,54.5,45.5
E00121943,47.4,52.6
E00121944,48.5,51.5
E00121945,50.8,49.2
E00121946,54.4,45.6
E00121947,52.2,47.8
E00121948,52.7,47.3
E00121949,51.1,48.9
E00121950,55.6,44.4
E00121951,51.9,48.1
E00121952,52.9,47.1
E00121953,53.4,46.6
E00121954,46.5,53.5
E00121955,44.2,55.8
E00121956,44.8,55.2
E00121957,51.4,48.6
E00121958,52.6,47.4
E00121959,55.4,44.6
E00121960,51.7,48.3
E00121961,49.7,50.3
E00121962,44.8,55.2
E00121963,51.9,48.1
E00121964,48.8,51.2
E00121965,48.6,51.4
E00121966,48.9,51.1
E00121975,52.8,47.2
E00121978,54.7,45.3
E00121983,51.1,48.9
E00121984,53.2,46.8
E00121985,47,53
E00121986,45.6,54.4
E00121987,54.5,45.5
E00121988,53.1,46.9
E00121990,54.5,45.5
E00121991,53.3,46.7
E00121992,49.4,50.6
E00121993,50.8,49.2
E00121994,49.6,50.4
E00121995,52.6,47.4
E00121996,50,50
E00121997,50,50
E00121998,48.7,51.3
E00121999,52,48
E00122001,52.8,47.2
E00122002,48.2,51.8
E00122004,55,45
E00122005,50.5,49.5
E00122006,57,43
E00122007,50,50
E00122008,45.8,54.2
E00122009,55.9,44.1
E00122010,49,51
E00122011,49.9,50.1
E00122012,52.5,47.5
E00122015,52.8,47.2
E00122016,50.7,49.3
E00122018,52.3,47.7
E00122022,51.3,48.8
E00122023,52,48
E00122024,49.2,50.8
