areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00025006,74.8,14.2,11
E00025007,76.1,16,7.9
E00025008,88.9,8.4,2.8
E00025010,77.1,17.1,5.9
E00025011,87,11,2
E00025012,82.1,13.6,4.3
E00025013,80.6,11.3,8.1
E00025014,76.8,14.7,8.5
E00025016,84.9,11.2,3.8
E00025018,79.5,13.5,6.9
E00025019,84.1,13.8,2
E00025020,82.7,11.7,5.6
E00025021,84.5,11.3,4.2
E00025023,83.2,12.8,4
E00025024,86.8,9.1,4.1
E00025025,82.9,13,4.2
E00025026,74,19.8,6.2
E00025027,83.7,12.8,3.5
E00025028,70.1,20.6,9.3
E00025029,83.8,11,5.2
E00025030,73.2,17.6,9.2
E00025031,68.5,19.9,11.6
E00025032,80.4,14.9,4.7
E00025033,83.3,13.6,3.1
E00025035,69.4,16.7,13.9
E00025036,80.1,14.7,5.2
E00025073,70.2,22,7.8
E00025074,75.9,15.9,8.2
E00025075,75.2,17.7,7.1
E00025076,77.7,15.8,6.5
E00025077,81,12.8,6.2
E00025078,74.5,16.9,8.6
E00025079,76.7,16.9,6.4
E00025080,81.6,11.7,6.7
E00025081,84,12.4,3.6
E00025082,79.2,15.5,5.3
E00025083,77.9,14.7,7.5
E00025084,78.8,13.7,7.5
E00025085,81.5,12.6,6
E00025087,79.8,12.8,7.4
E00025088,80.4,13.5,6.2
E00025089,59.8,22.3,17.9
E00025090,62,23.9,14.1
E00025091,76.6,15.7,7.6
E00025092,82.4,12.1,5.5
E00025093,87.5,9,3.5
E00025094,77.3,16.7,6
E00025095,75.7,13.2,11
E00025096,83.3,13,3.7
E00025097,76.8,16.2,7
E00025098,68.8,26.5,4.8
E00025099,72.7,14.8,12.5
E00025100,82,12.9,5.2
E00025101,72,17.1,10.9
E00025102,73.5,17.7,8.8
E00025103,79.8,15.4,4.9
E00025104,81.3,12,6.7
E00025105,69.4,18.7,11.9
E00025106,72.1,20.8,7
E00025107,81.7,13.7,4.7
E00025108,79,12.2,8.7
E00025109,72.3,16.9,10.9
E00025110,81.3,13.1,5.6
E00025151,83.9,12.3,3.8
E00025152,81.9,13.2,4.9
E00025156,86.7,9.9,3.5
E00025157,85.3,12.3,2.4
E00025174,71.7,19.7,8.6
E00025175,77.5,16.8,5.7
E00025176,84.9,12.1,3
E00025177,81.9,11.3,6.8
E00025178,72.8,18.3,8.9
E00025179,82.1,13.6,4.3
E00025180,84.6,13.8,1.6
E00025181,85.2,12.2,2.6
E00025182,80.3,13.8,5.9
E00025183,79.8,13.8,6.4
E00025184,76.1,15.1,8.8
E00025425,77.4,14.1,8.4
E00025428,73.4,17.3,9.2
E00025446,81.4,11.4,7.2
E00025571,74.3,17.7,8
E00025572,85.6,11.8,2.6
E00025574,79.5,15.2,5.3
E00025576,88.3,9.1,2.6
E00025583,92.3,6.4,1.3
E00025587,81.3,12,6.8
E00025589,80.5,15.7,3.8
E00025590,84.7,11.3,4
E00025591,85.7,12.7,1.6
E00025592,88.3,9.4,2.3
E00025595,82.2,13.8,4
E00025597,68,22.7,9.3
E00025598,74.9,17.6,7.5
E00025599,86.2,9.3,4.5
E00025600,85.7,11.1,3.2
E00026977,84.6,10.4,5
E00026978,85,11,4.1
E00026979,82.6,13.9,3.5
E00026980,83.4,13.1,3.5
E00026981,90.4,8.2,1.4
E00026983,86.5,9.9,3.6
E00026984,89.2,7.4,3.3
E00026985,71,20.7,8.3
E00026986,75.4,16.1,8.5
E00026987,84.1,9.8,6.1
E00026988,80,13.7,6.3
E00026990,88,10.7,1.3
E00026991,83,11.9,5
E00026993,74.6,16.8,8.6
E00027011,80.2,12.9,6.9
E00027012,84,12.1,3.9
E00027013,72.9,17,10.1
E00027014,84.6,13.2,2.2
E00027015,81.6,11.7,6.7
E00027016,60.2,20.4,19.4
E00027017,78.2,13.1,8.7
E00027018,75.9,14.9,9.2
E00027019,79.1,15.8,5.1
E00027020,85.5,11.3,3.2
E00027021,76.1,16.1,7.9
E00027022,84,12.2,3.8
E00027023,81.2,16.1,2.7
E00027024,86.6,12,1.4
E00027025,87.5,9.7,2.8
E00027026,79.8,14.5,5.7
E00027027,80.9,14.9,4.3
E00027029,83.7,12.7,3.6
E00027030,86.8,11.2,1.9
E00027031,72.6,20,7.4
E00027032,81.3,11.7,7
E00027033,88.4,10.2,1.5
E00027034,85.7,10.9,3.4
E00027035,84.6,13.6,1.8
E00027036,79,16.6,4.4
E00027037,81.4,12,6.6
E00027038,70.3,17.2,12.5
E00027039,86.4,10.9,2.7
E00027040,91.1,6.9,2
E00027041,84.3,11,4.7
E00027043,75,13.2,11.8
E00027044,76.7,15.2,8.1
E00027045,81.5,15.8,2.6
E00027046,88.1,9.4,2.5
E00027080,70.2,17.6,12.2
E00027081,64,24.4,11.6
E00027082,79.7,12.1,8.3
E00027085,84.2,12,3.9
E00027086,74.3,15.1,10.6
E00027087,79.9,13.7,6.4
E00027088,60.2,23.1,16.7
E00027089,71.5,16.8,11.7
E00027090,84.6,9.7,5.7
E00027091,68.2,18.2,13.6
E00027092,77,17,6
E00027093,64.9,20.7,14.4
E00027094,76.2,12.2,11.6
E00027095,78.9,15.4,5.7
E00027099,82.9,13.1,3.9
E00027100,88.4,8.3,3.3
E00027101,67,18.8,14.2
E00027102,78.2,12.3,9.5
E00027103,78.2,12.3,9.4
E00027105,79.6,12.7,7.7
E00027106,83.5,11.3,5.2
E00027107,83.9,12.2,4
E00027108,76.6,17,6.4
E00027109,79.4,9.8,10.7
E00027110,77.1,14.9,8.1
E00027111,82.9,12.3,4.7
E00027112,80.3,13.8,5.9
E00027114,63.8,28.1,8
E00027118,75.8,15.2,9
E00027121,83.2,11.3,5.5
E00027124,80.4,14.7,4.9
E00027128,74.2,19.1,6.7
E00027132,78.4,15.7,5.9
E00027133,71.8,20,8.2
E00027136,76.2,20.8,3
E00027137,74,17.7,8.3
E00027139,81.5,13.5,5
E00027289,85.9,10,4.1
E00027290,64.4,24.3,11.3
E00027291,86.7,10.8,2.5
E00027292,75.5,18.4,6.1
E00027293,79.2,16.3,4.6
E00027294,82.1,14.1,3.8
E00027295,76.6,16.4,7
E00027296,82.2,16.2,1.6
E00027297,85.5,10.2,4.4
E00027298,84.6,11.3,4.2
E00027299,84.5,11.9,3.5
E00027300,75.2,16.4,8.4
E00027301,81.8,14.5,3.6
E00027302,84.4,9.3,6.3
E00027303,79.5,14.8,5.7
E00027304,83.2,12.3,4.4
E00027305,84.3,13.1,2.6
E00027306,81.1,15.2,3.7
E00027307,74.4,19.1,6.5
E00027308,78.8,13.1,8
E00027309,83.8,15.4,0.8
E00027310,81,13.7,5.3
E00027311,78.8,15.2,6.1
E00027312,83.3,11.1,5.6
E00027313,87.5,8.2,4.3
E00027314,78.6,13.6,7.7
E00027315,75.8,19,5.2
E00027316,36.5,39.2,24.3
E00027317,81.8,13.1,5.2
E00027318,82.4,14.2,3.4
E00027319,75,19.3,5.7
E00027320,79.1,14.5,6.4
E00027321,73,18.9,8.1
E00027322,73.7,17.1,9.1
E00027323,67.6,21.5,10.9
E00027324,90.1,7.6,2.3
E00027326,78.4,15.1,6.5
E00027327,90.2,7.9,1.9
E00027328,80.6,11.5,7.9
E00027330,79.7,15.2,5.1
E00027333,59.4,25.3,15.3
E00027334,70.9,17.4,11.7
E00027336,72.3,18.3,9.4
E00027337,74.4,18.5,7.1
E00027339,60.7,20.1,19.2
E00027340,77,16.3,6.7
E00027341,82.7,11.9,5.4
E00027343,78.8,15.1,6.2
E00027344,85.8,11.2,3.1
E00027345,75.5,17.2,7.3
E00027346,88.3,9.7,2
E00027347,78,16.4,5.6
E00027348,83.6,12.3,4.1
E00027349,82.1,14,4
E00027350,82.9,12.4,4.7
E00027351,76.6,14,9.4
E00027352,75.6,16.8,7.6
E00027353,85.1,12,2.9
E00027354,61.5,28.4,10.1
E00027355,81.9,14.9,3.2
E00027357,81.7,12.8,5.5
E00027358,78.9,16.3,4.7
E00027505,81.2,11.9,7
E00027508,82.6,10.9,6.5
E00027655,69,15.6,15.3
E00027656,75.4,14.8,9.9
E00027657,88.4,8.1,3.4
E00027658,91.5,5.9,2.6
E00027659,71.8,15.9,12.3
E00027661,70.7,15.1,14.1
E00027662,79.5,13.9,6.6
E00027663,73.8,16.3,9.9
E00027664,80.2,13.1,6.7
E00027665,77.3,14.9,7.8
E00027666,63.6,19.9,16.5
E00027667,71.7,17.5,10.8
E00027668,84.4,8.7,6.9
E00027669,85.3,11.3,3.5
E00027670,86.4,8.8,4.9
E00027671,79.7,13.1,7.2
E00027672,82.9,13.4,3.7
E00027673,82.9,14.7,2.4
E00027674,81.7,13.2,5.1
E00027675,83.8,12.5,3.8
E00027676,80.4,14,5.6
E00027677,83.1,11.4,5.5
E00027678,79.9,14.7,5.5
