areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00025006,71.6,5.3,23.2
E00025007,69.7,6.3,24
E00025008,83.1,5.5,11.3
E00025010,79.4,4.7,15.9
E00025011,92.9,2,5.1
E00025012,84.4,6.4,9.2
E00025013,80.8,8.7,10.6
E00025014,77.4,2.9,19.7
E00025016,83.7,8.3,8
E00025018,71.4,9.3,19.2
E00025019,93,1.7,5.4
E00025020,75.1,9.2,15.7
E00025021,87.7,7.7,4.5
E00025023,78.2,11.5,10.3
E00025024,77.7,11.4,10.9
E00025025,87.2,3.2,9.6
E00025026,86.8,3.7,9.5
E00025027,84.8,6.6,8.7
E00025028,73.9,6.4,19.8
E00025029,88.1,3.9,8.1
E00025030,69.8,5.7,24.4
E00025031,76.9,6.2,16.9
E00025032,82,6.3,11.7
E00025033,77.1,8.1,14.7
E00025035,75.8,5.5,18.7
E00025036,88.1,4,7.8
E00025073,68.8,8.5,22.7
E00025074,68.4,4.3,27.4
E00025075,49.8,13.7,36.4
E00025076,69.3,6.6,24.1
E00025077,65.6,10.9,23.5
E00025078,64.1,11.5,24.3
E00025079,67.4,18.2,14.4
E00025080,67.2,10.5,22.3
E00025081,84.5,4,11.5
E00025082,84.6,5.9,9.4
E00025083,47.6,16.4,36
E00025084,77.2,3.1,19.7
E00025085,85.7,3.3,11
E00025087,88.8,3.5,7.7
E00025088,84.9,2.7,12.4
E00025089,57.5,9.2,33.3
E00025090,55.8,13.7,30.6
E00025091,48.2,10.2,41.6
E00025092,83.6,7.7,8.8
E00025093,87.1,2.4,10.6
E00025094,68.1,12,19.9
E00025095,59.2,11.8,29
E00025096,87.6,3,9.4
E00025097,79.3,4.8,15.9
E00025098,72.1,8.9,18.9
E00025099,66.5,12.9,20.6
E00025100,61.9,24.2,13.9
E00025101,61.2,11.8,27
E00025102,64.2,11.6,24.2
E00025103,61.3,16.9,21.8
E00025104,63.9,10.4,25.7
E00025105,64.6,3,32.5
E00025106,68.1,6.4,25.5
E00025107,80,7.8,12.2
E00025108,78.4,11.1,10.5
E00025109,67.5,11.3,21.1
E00025110,50.9,13.1,35.9
E00025151,85.8,8.6,5.6
E00025152,87.7,5.6,6.7
E00025156,87.5,4.4,8.1
E00025157,86,6.5,7.5
E00025174,77.2,2,20.8
E00025175,82.3,6,11.7
E00025176,90.2,2.7,7.1
E00025177,80.5,6.8,12.7
