geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00118745,1,1.3,2.7,91.3,3.7
E00118754,3.2,0,1.8,94.9,0
E00118759,0,3.5,2.5,94,0
E00118760,3.7,0.6,2.8,92.3,0.6
E00118761,0.5,0,1.8,97.7,0
E00118762,0.8,0,1.8,95.8,1.6
E00118763,0.6,0,1.9,97.5,0
E00118764,2.1,1.2,1.8,94.1,0.9
E00118900,2.1,2.1,1.2,94.7,0
E00118901,5.9,0.3,4.1,89.8,0
E00118902,4.5,1.1,2.3,91,1.1
E00118903,0.8,2.3,1.1,95.1,0.8
E00118904,4.2,0.6,0.6,93.3,1.2
E00118905,0.3,0.3,5.6,88.9,5
E00118906,3,0,0,96.7,0.4
E00118907,0.5,0,3.8,95.2,0.5
E00118908,7.2,1.2,6.1,85.2,0.3
E00118909,2.3,0,1.6,96.1,0
E00118910,5.2,0.8,2.4,91.7,0
E00118911,1.6,1.2,3.1,93.8,0.4
E00118912,3.3,0,4.4,91.9,0.4
E00118915,5.8,0,2.2,88.7,3.3
E00118916,4.7,0.3,2.2,92.5,0.3
E00118917,3.9,4.3,3.9,87.4,0.4
E00119499,12,11.4,3.4,69.8,3.4
E00119614,24.2,0,5.7,66.7,3.5
E00119621,15.7,9,5,69.3,1
E00119622,14.2,3.4,2.8,76.9,2.6
E00119623,16.4,3.8,4.5,74.1,1.3
E00119624,23.3,1.7,4.6,65.8,4.6
E00119626,13.2,2.7,2.7,79.2,2.2
E00119628,23.1,3.9,4.2,67.9,1
E00119629,17,3,1.2,77,1.9
E00119630,8.3,13.1,3.1,74.6,0.9
E00119631,17.4,5.2,5.8,66.8,4.9
E00119632,14.7,1.5,4.1,74.1,5.6
E00119633,20.4,2.6,2.6,73.4,1
E00119635,15.1,5.3,3.8,73.8,2
E00119636,8.5,3.8,5.7,78.9,3.1
E00119637,17.1,6.2,4.1,70,2.6
E00119639,12,8.6,4.1,74.9,0.3
E00119640,23.3,2.6,4.4,66.7,3.1
E00119641,10.3,3.4,2.5,79.4,4.4
E00119642,7.7,1.4,2.5,87,1.4
E00119645,8.8,1.9,6.5,80.4,2.3
E00119647,16.5,2.8,2.5,75.4,2.8
E00119648,6.8,3.4,4.9,83.5,1.5
E00119649,14.7,7.2,2.8,70.5,4.7
E00119651,13.3,7.4,8.9,69.4,1.1
E00119652,14,2.9,2.9,78.1,2
E00119653,9.7,1,3.7,83.9,1.7
E00119656,10,0,3.6,79.4,6.9
E00119657,14.2,7.4,5,66.3,7.1
E00119658,11.3,2,2.9,82,1.7
E00119659,3.5,2.9,6.1,86.1,1.4
E00119660,7.5,3.4,4.3,82.5,2.3
E00119661,18.3,2.4,4.1,72.8,2.4
E00119662,13.5,3,2.7,79.9,0.8
E00119663,4.8,1.7,2.6,88,2.9
E00119664,3.8,3.5,2.2,90.4,0
E00119665,3.6,4.2,7.8,82.3,2.1
E00119666,7.1,7.1,3.9,77.7,4.2
E00119667,6.4,9.6,5.1,78.5,0.3
E00119668,7.2,1.5,4.8,85,1.5
E00119669,28.5,7.2,2.2,56.2,6
E00119671,22.4,1.9,4.4,68.2,3
E00119672,14.6,7,4.7,72.1,1.7
E00119673,11.6,7.9,9,67.3,4.2
E00119674,15.4,1.5,4.8,75.5,2.8
E00119675,6.5,1.7,2.6,84.4,4.8
E00119676,14,4.6,4.6,76.9,0
E00119677,15.6,5.4,7.5,69.1,2.4
E00119678,13,6.4,5.3,71.8,3.5
E00119679,10.7,2.5,5.2,79.6,2
E00120438,4.9,0.9,5.4,87.9,0.9
E00120441,2.8,4.2,5.1,85.7,2.2
E00120445,7.5,2.2,4.2,85.1,1
E00120447,3,2.7,1.2,89.7,3.3
E00120449,10.3,1.2,2.7,84.2,1.5
E00120450,5,1.4,5.5,84.5,3.6
E00120451,4,2.5,3.8,87.5,2.1
E00120452,9.5,4,5.5,77.1,4
E00120455,5.8,2.4,2.4,86.2,3.1
E00120506,10.6,0,4.5,82.8,2.1
E00120507,12.6,0.3,4.2,82.6,0.3
E00120508,5.3,0.8,5.9,85.7,2.2
E00120509,14.4,8.7,3.6,68.3,5.1
E00120510,11.4,1.1,1.8,81.6,4
E00120511,8.7,2.1,4.5,83.9,0.8
E00120512,1.6,0.4,0.4,97.6,0
E00120513,10.2,2.5,1.5,82.8,3.1
E00120514,11.5,3.1,3.5,81.9,0
E00120515,8.6,0,1.8,88.1,1.5
E00120516,9.7,3.2,3.2,81.4,2.5
E00120517,8.7,3.7,1.7,82.7,3.3
E00120518,14.3,6.7,5.7,71.7,1.7
E00120519,15.1,0.3,0,83.8,0.9
E00120520,5.8,3.2,5.2,82.6,3.2
E00120866,5.1,0,2.2,92.4,0.4
E00120867,7.8,0,5.5,86.7,0
E00120868,3.6,2.5,3.2,90.7,0
E00120869,3.5,1.8,0,94.3,0.4
E00120870,4.3,0,2.9,90.7,2.2
E00120871,1.1,1.1,1.1,95.4,1.4
E00120872,1.9,3.7,3,91.1,0.4
E00120873,2.6,3.5,1.3,90.4,2.2
E00120874,5.2,0,3.4,90.8,0.6
E00120875,8.7,0,5.3,86,0
E00120876,6,0,0,93.4,0.6
E00120877,2.3,0,2.6,94.8,0.3
E00120878,1.4,2.3,4.3,90.9,1.1
E00120879,5.4,3.7,2.9,86,2
E00120880,5.8,1.5,1.9,89.8,1
E00120881,1.3,0,4.6,92.7,1.5
E00120882,11.7,4.8,5,75.5,3.1
E00120884,11.7,4.6,3.1,78.1,2.5
E00120885,13.8,4.9,1,78.9,1.3
E00120888,20.6,2.3,0.6,74.2,2.3
E00120889,7.5,4,4.5,82.4,1.6
E00120890,13.2,1.4,3.3,80.3,1.9
E00120891,14.8,3.4,5.2,73.4,3.1
E00120892,19,3.1,3.1,72.9,1.9
E00120893,16.8,4.3,3.9,71.4,3.6
E00120894,10,1.6,3.2,85.1,0
E00120895,3.3,4.5,4.8,85.1,2.3
E00120897,0,0.3,2.1,97.2,0.3
E00120898,5.5,1,2.3,90.6,0.6
E00120899,2.4,1.4,3.4,92.1,0.7
E00120900,6.4,0,4.5,89.1,0
E00120901,4.4,1.1,5.5,88.8,0.3
E00120902,1.6,1.6,5.3,90.8,0.7
E00120903,0,0.6,0,97.4,1.9
E00120905,41.5,3.7,3.7,47.9,3.4
E00120906,21.8,3.7,2.3,68.5,3.7
E00120907,23.9,0.3,2.1,68.3,5.4
E00120908,25.3,0.9,1.6,70.6,1.6
