geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00118745,98.3,1.7,0
E00118754,96.6,3.4,0
E00118759,98.7,0,1.3
E00118760,82,18,0
E00118761,98.9,1.1,0
E00118762,98.6,1.4,0
E00118763,85.5,14.5,0
E00118764,82.8,1.3,15.9
E00118900,96.3,3.7,0
E00118901,94.3,5.7,0
E00118902,92.2,7.8,0
E00118903,97.2,2.8,0
E00118904,99.2,0,0.8
E00118905,95.7,4.3,0
E00118906,62.4,36.8,0.8
E00118907,95.7,3.2,1.1
E00118908,93.2,6.8,0
E00118909,44.5,55.5,0
E00118910,55.5,44.5,0
E00118911,51.2,48.1,0.8
E00118912,76,24,0
E00118915,99.1,0,0.9
E00118916,98.4,1.6,0
E00118917,72.5,27.5,0
E00119499,41.2,58.8,0
E00119614,65.4,34.6,0
E00119621,57.8,42.2,0
E00119622,96,4,0
E00119623,73.5,26.5,0
E00119624,87,13,0
E00119626,88.8,11.2,0
E00119628,98.3,1.7,0
E00119629,50.7,10.7,38.7
E00119630,87.7,12.3,0
E00119631,88.9,11.1,0
E00119632,55.7,44.3,0
E00119633,72.4,27.6,0
E00119635,59,29.3,11.7
E00119636,92.8,7.2,0
E00119637,75.6,24.4,0
E00119639,14.3,85.7,0
E00119640,79,21,0
E00119641,82.8,17.2,0
E00119642,99.1,0.9,0
E00119645,73.8,26.2,0
E00119647,71.8,28.2,0
E00119648,6.6,93.4,0
E00119649,49.3,50.7,0
E00119651,36,63.3,0.7
E00119652,80,20,0
E00119653,100,0,0
E00119656,98.5,1.5,0
E00119657,42.1,57.9,0
E00119658,89.3,10.7,0
E00119659,84.9,15.1,0
E00119660,93.8,6.3,0
E00119661,69.7,30.3,0
E00119662,48.4,51.6,0
E00119663,61.7,38.3,0
E00119664,69.9,30.1,0
E00119665,68.7,31.3,0
E00119666,97.5,2.5,0
E00119667,100,0,0
E00119668,70.3,29.7,0
E00119669,74,26,0
E00119671,99.3,0.7,0
E00119672,62.6,37.4,0
E00119673,19,81,0
E00119674,82.8,17.2,0
E00119675,89.6,10.4,0
E00119676,67.9,32.1,0
E00119677,80,20,0
E00119678,42.3,57.7,0
E00119679,88.5,11.5,0
E00120438,57.3,42.7,0
E00120441,82,15,3
E00120445,99.3,0.7,0
E00120447,97.1,0,2.9
E00120449,92.6,7.4,0
E00120450,32.7,67.3,0
E00120451,73.8,26.2,0
E00120452,100,0,0
E00120455,99.3,0.7,0
E00120506,95,5,0
E00120507,100,0,0
E00120508,94.3,5.7,0
E00120509,86.7,13.3,0
E00120510,63.8,36.2,0
E00120511,67.4,28.1,4.4
E00120512,52.1,8.3,39.6
E00120513,81.4,18.6,0
E00120514,78.9,16.3,4.9
E00120515,79.5,1.4,19.2
E00120516,99.2,0.8,0
E00120517,86.7,13.3,0
E00120518,82.4,17.6,0
E00120519,97.8,2.2,0
E00120520,96.1,3.9,0
E00120866,93.9,6.1,0
E00120867,80.5,19.5,0
E00120868,99.2,0.8,0
E00120869,73.7,26.3,0
E00120870,73.8,26.2,0
E00120871,80.5,19.5,0
E00120872,72.1,27.9,0
E00120873,51.7,48.3,0
E00120874,96.2,3.8,0
E00120875,99.1,0,0.9
E00120876,100,0,0
E00120877,99.1,0.9,0
E00120878,73.6,26.4,0
E00120879,95.1,4.9,0
E00120880,38.1,61.9,0
E00120881,97.8,2.2,0
E00120882,93.3,6.7,0
E00120884,83.1,16.9,0
E00120885,89.5,10.5,0
E00120888,95.2,4.8,0
E00120889,91.8,8.2,0
E00120890,94,6,0
E00120891,90.2,9.8,0
E00120892,92.1,7.9,0
E00120893,73.3,26.7,0
E00120894,94.7,5.3,0
E00120895,50.2,49.8,0
E00120897,56.2,5.8,38
E00120898,99.2,0.8,0
E00120899,90.2,9.8,0
E00120900,100,0,0
E00120901,100,0,0
E00120902,79.7,20.3,0
E00120903,19.5,5.3,75.2
E00120905,100,0,0
E00120906,73.8,26.2,0
E00120907,100,0,0
E00120908,100,0,0
E00120909,100,0,0
E00120910,98.5,0.8,0.8
E00120911,48.5,51.5,0
E00120912,100,0,0
E00120913,60,40,0
E00120914,86.4,13.6,0
E00120915,100,0,0
E00120916,100,0,0
E00120917,98.2,1.8,0
E00120918,99.2,0.8,0
E00120919,54.6,45.4,0
E00120920,47.6,52.4,0
E00120921,95.1,4.9,0
E00120922,100,0,0
E00120923,89.9,10.1,0
E00120924,65,35,0
E00120925,99.1,0,0.9
E00120926,88,12,0
E00120927,87.7,11.5,0.8
E00120928,99.2,0,0.8
E00120929,51.4,46.8,1.8
E00120930,100,0,0
E00120931,99.2,0,0.8
E00120932,98.4,0.8,0.8
E00120933,100,0,0
E00120934,82.4,16,1.5
E00120935,96.9,3.1,0
E00120936,60.2,39.8,0
E00120938,83.2,16.8,0
E00120939,96,3.2,0.8
E00120941,78.7,21.3,0
E00120942,97.2,2.8,0
E00120943,77.9,22.1,0
E00120945,60.2,39.8,0
E00120946,96.1,3.9,0
E00120947,100,0,0
E00120949,24.6,75.4,0
E00120950,89,10.3,0.7
E00120951,97.5,2.5,0
E00120952,79.5,20.5,0
E00120953,97.5,0.8,1.7
E00120954,88,12,0
E00120955,63,37,0
E00120956,100,0,0
E00120957,98.5,1.5,0
E00120958,86.3,13.7,0
E00120959,95.5,4.5,0
E00120960,91.7,8.3,0
E00120961,87.2,12.8,0
E00120962,50.4,49.6,0
E00120963,79.7,20.3,0
E00120964,93.9,6.1,0
E00120965,81.2,18.8,0
E00120966,100,0,0
E00120967,100,0,0
E00120968,85.6,14.4,0
E00120969,99.4,0.6,0
E00120970,99.2,0.8,0
E00120971,40.2,59.8,0
E00120972,98.5,1.5,0
E00120973,15,85,0
E00120974,100,0,0
E00120975,99.2,0.8,0
E00120976,95.6,4.4,0
E00120977,100,0,0
E00120978,100,0,0
E00120979,60.6,38.6,0.8
E00120980,74.3,25,0.7
E00120981,100,0,0
E00120982,86.3,13.7,0
E00120983,100,0,0
E00120984,84,16,0
E00120985,50.4,49.6,0
E00120986,96.1,3.9,0
E00120987,87.1,12.9,0
E00120988,79.2,15.2,5.6
E00120989,86.2,13.8,0
E00120990,80.6,19.4,0
E00120991,98.3,1.7,0
E00120992,81.5,17.8,0.7
E00120993,65.8,34.2,0
E00120994,65.5,34.5,0
E00120995,100,0,0
E00120996,81.7,18.3,0
E00120997,97.6,2.4,0
E00120998,97.7,1.6,0.8
E00120999,98.6,1.4,0
E00121000,86.5,13.5,0
E00121001,63.5,36.5,0
E00121002,94.7,5.3,0
E00121003,99.2,0.8,0
E00121004,100,0,0
E00121005,97.8,2.2,0
E00121007,73.2,26.8,0
E00121008,97.8,2.2,0
E00121009,45.8,54.2,0
E00121010,99.3,0.7,0
E00121011,88.1,11.9,0
E00121012,81.8,18.2,0
E00121013,79.5,20.5,0
E00121014,23.8,76.2,0
E00121015,100,0,0
E00121016,81.3,18.8,0
E00121017,93.7,6.3,0
E00121018,91.1,8.9,0
E00121019,97.4,2.6,0
E00121020,97.7,2.3,0
E00121023,96.9,3.1,0
E00121025,70.2,29,0.8
E00121026,60.7,39.3,0
E00121027,89,11,0
E00121028,60.5,39.5,0
E00121029,100,0,0
E00121030,81.9,18.1,0
E00121031,100,0,0
E00121032,26.6,73.4,0
E00121033,96.7,3.3,0
E00121034,98.9,1.1,0
E00121036,64.7,34.3,1
E00121037,100,0,0
E00121038,51.3,48.7,0
E00121039,62.8,37.2,0
E00121040,90.8,9.2,0
E00121042,69,31,0
E00121043,98.9,1.1,0
E00121044,94.3,5.7,0
E00121045,41.5,58.5,0
E00121046,81.2,18.8,0
E00121047,99.1,0.9,0
E00121048,89.8,10.2,0
E00121049,96.2,3.8,0
E00121050,63.9,36.1,0
E00121051,100,0,0
E00121052,95.7,3.5,0.7
E00121054,70,29.2,0.8
E00121055,57,43,0
E00121056,98.3,1.7,0
E00121057,86.7,13.3,0
E00121058,82.4,17.6,0
E00121059,98.5,0,1.5
E00121060,100,0,0
E00121061,100,0,0
E00121062,99.2,0.8,0
E00121063,99.2,0.8,0
E00121064,87.6,12.4,0
E00121066,71.1,28.9,0
E00121067,83.3,16.7,0
E00121068,18.8,81.3,0
E00121069,41.8,58.2,0
E00121070,38.9,61.1,0
E00121071,49.7,50.3,0
E00121072,74.2,25.8,0
E00121073,89.6,10.4,0
E00121074,57.6,42.4,0
E00121075,62.8,37.2,0
E00121076,73.3,26.7,0
E00121077,92.2,7.8,0
E00121078,92.5,7.5,0
E00121079,87.8,12.2,0
E00121080,77.6,22.4,0
E00121081,6.7,93.3,0
E00121082,26.8,73.2,0
E00121083,46.6,53.4,0
E00121084,83.6,12.1,4.3
E00121085,81.7,18.3,0
E00121087,95.4,4.6,0
E00121088,97.8,2.2,0
E00121089,100,0,0
E00121090,98.8,1.3,0
E00121092,87.9,5.2,6.9
E00121093,99.2,0,0.8
E00121094,100,0,0
E00121095,78.5,21.5,0
E00121096,97.5,2.5,0
E00121097,80.6,19.4,0
E00121098,83.2,16,0.8
E00121099,93.4,6.6,0
E00121100,75.4,24.6,0
E00121101,80.1,19.9,0
E00121102,61.1,38.9,0
E00121103,92.2,7.8,0
E00121104,91.8,8.2,0
E00121105,96.8,3.2,0
E00121106,26.8,73.2,0
E00121107,41.8,58.2,0
E00121108,51.9,48.1,0
E00121109,34.2,65.8,0
E00121110,38.7,61.3,0
E00121111,41.2,57.4,1.5
E00121112,58.6,22.9,18.6
E00121113,33.3,49.5,17.2
E00121114,100,0,0
E00121115,95.3,4.7,0
E00121116,76.2,19.7,4.1
E00121117,80.5,10.6,8.9
E00121118,86.9,13.1,0
E00121121,55.9,42.4,1.7
E00121122,80.6,19.4,0
E00121123,71.9,27.3,0.8
E00121124,99.2,0.8,0
E00121125,97.6,1.6,0.8
E00121126,84.1,15.9,0
E00121127,99.1,0.9,0
E00121128,51.3,48.7,0
E00121129,96.2,3.8,0
E00121130,98.5,1.5,0
E00121131,99.3,0.7,0
E00121132,89,2.2,8.8
E00121133,76.9,23.1,0
E00121134,94.6,5.4,0
E00121135,99.2,0.8,0
E00121136,99.3,0,0.7
E00121137,100,0,0
E00121138,85.6,14.4,0
E00121139,55.7,44.3,0
E00121140,87.2,12.8,0
E00121141,57.2,42.8,0
E00121142,1.8,98.2,0
E00121143,69.2,30.8,0
E00121144,0,100,0
E00121145,95.9,4.1,0
E00121146,82.4,17.6,0
