areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00072641,94.3,0,5.7,0
E00072642,91,0.2,7.8,0.9
E00072643,89.6,1.1,9.3,0
E00072644,93.6,1.5,4.9,0
E00072645,92.4,0.4,7.1,0
E00072646,92.8,0,7.2,0
E00072647,89.4,1.4,9.1,0
E00072648,92.2,0,7.8,0
E00072649,83.6,0.3,16.1,0
E00072650,92.3,0,7.3,0.4
E00072651,93.8,0,5.8,0.4
E00072652,91.4,0.2,7.6,0.8
E00072653,90.9,1.6,7.3,0.2
E00072654,87.9,0,12.1,0
E00072655,91.5,0,8.2,0.3
E00072656,91.7,0,7.2,1.1
E00072657,88.9,2.4,6.3,2.4
E00072658,92.7,0.7,6.6,0
E00072659,98.1,0,1.5,0.3
E00072660,89.1,0,10.4,0.5
E00072661,94.6,0,5.1,0.4
E00072662,92,0,7.7,0.3
E00072663,91.4,0.3,8.3,0
E00072664,88.3,0,11.7,0
E00072665,94.1,0.8,4.5,0.5
E00072685,94.1,0,5,0.9
E00072686,86.6,0,11.6,1.8
E00072689,88.8,2.9,8.3,0
E00072690,92.6,0,6.1,1.3
E00072691,90.2,0,9.3,0.5
E00072692,93.7,0.3,6.1,0
E00072693,90.4,0.3,8.8,0.5
E00072694,91.3,0,8,0.6
E00072695,97.7,0,2.3,0
E00072696,96.3,0,3.4,0.3
E00072697,89.7,0,10.3,0
E00072698,93.4,1.3,5.3,0
E00072699,88.6,0.2,10.6,0.6
E00072700,93.8,0,6.2,0
E00072701,96.2,0.9,2.8,0
E00072702,93.3,0,5.8,0.9
E00072703,92.8,0.3,6.9,0
E00072714,88.6,0.9,10.2,0.3
E00072830,95.7,0.3,3.2,0.9
E00072831,90.2,0,9.5,0.3
E00072832,83.7,0.3,15.4,0.6
E00072833,96,0,3.4,0.6
E00072834,89.3,0.5,10.2,0
E00072835,90.2,0,9.8,0
E00072836,90.8,0,8.9,0.4
E00072837,88.1,1.3,10,0.6
E00072838,96.4,0.4,3.2,0
E00072839,94.7,0.6,4.4,0.3
E00072840,89.6,1.1,9.3,0
E00072841,93.6,0.3,6.1,0
E00072842,94.7,0,5.3,0
E00072844,90.9,0,8.8,0.3
E00072845,92.7,0.3,5.6,1.4
E00072846,92,0.3,7.7,0
E00072847,89.8,0.4,9.8,0
E00072848,91.1,0,8.9,0
E00072849,96.2,0,3.5,0.3
E00072850,93.8,0,6.3,0
E00072851,94.4,0,5.6,0
E00072852,91.6,0.3,7.1,1.1
E00072853,89.8,0.9,9,0.3
E00072854,89.2,0.7,10.1,0
E00072855,92.6,1.2,6.2,0
E00072856,90.7,2,7.2,0
E00072857,93,1.2,5.8,0
E00072858,95.1,0,4.9,0
E00072859,92.6,0.3,7.1,0
E00072860,94.8,0,5.2,0
E00072861,97.3,0.2,2.5,0
E00072862,94.3,0,5.7,0
E00072864,87.2,0,12.8,0
E00072865,92.6,0,7.4,0
E00072866,92.1,0.3,7.3,0.3
E00072867,93.3,0.8,4.9,1
E00072868,94,0,6,0
E00072869,83.5,0,15.5,1
E00072870,94,1.7,4.3,0
E00072925,96.8,0,3.2,0
E00072926,89.1,0.2,10.4,0.2
E00072927,93.9,0.6,5.5,0
E00072930,90.9,0,9.1,0
E00072931,94.9,0,5.1,0
E00072932,92.2,0,7.4,0.3
E00072933,96,0.4,3.6,0
E00072934,92.6,0.6,6.8,0
E00072935,92.1,0.4,6.8,0.7
E00072936,94.7,0.4,4.3,0.7
E00072937,89.1,0,10.7,0.2
E00072938,92.3,0.4,6.5,0.8
E00072940,96.7,0,3.3,0
E00072941,87.4,1,11.6,0
E00072963,93.1,0,6.9,0
E00072964,93,0,6.7,0.4
E00072965,91.6,0.3,7.7,0.3
E00072966,88.1,0,11.3,0.6
E00073020,93.5,0.9,5.6,0
E00073021,92.9,1.7,5.4,0
E00073022,84,0,13.7,2.3
E00073023,87.8,0.4,10,1.8
E00073024,94.8,1,4.2,0
E00073025,93.6,0.8,5.4,0.3
E00073026,92.4,0,6.8,0.8
E00073027,91.1,0.3,8.3,0.3
E00073028,89.3,0,9.5,1.2
E00073029,91.7,0,8.3,0
E00073071,89.7,0,9.7,0.6
E00073073,95.2,0,4.1,0.6
E00073075,97.2,0,2.8,0
E00073076,93.8,0.3,5.9,0
E00073077,93.2,0,6.8,0
E00073079,95.6,0.3,4.2,0
E00073080,94.3,0,5.7,0
E00073081,94.9,0.2,4.9,0
E00073085,93.4,0.6,5.9,0
E00073086,91.1,0,8.9,0
E00074447,91.1,0,8.9,0
E00074489,86.5,0.8,12.7,0
E00074490,89.5,0,9.8,0.7
E00074491,83.8,0.5,15.7,0
E00074492,92.4,0,6.8,0.8
E00074493,93.3,0,6.7,0
E00074494,94.9,0.4,4.8,0
E00074495,92.5,0,7.5,0
E00074496,92.6,0,6.7,0.7
E00074497,82.1,1.8,15.6,0.5
E00074498,87.4,1.7,10.6,0.3
E00074499,82.2,0.2,16.5,1.1
E00074500,86.4,1.6,12,0
E00074501,85.6,0.3,13.8,0.3
E00074502,94.8,0.6,4.6,0
E00074576,95.6,0.6,3.8,0
E00074577,91.9,0.6,7.5,0
E00074578,90.9,0,7.9,1.1
E00074579,87.6,4.9,7.5,0
E00074580,91.4,0,7.9,0.7
E00074581,91.5,0,8.2,0.3
E00074582,75.6,0.9,23,0.6
E00074583,88.8,2.6,7.6,1
E00074584,83.9,1.7,13.5,1
E00074585,90.6,0.4,6.1,2.9
E00074586,92.1,0.3,6.2,1.4
E00075019,86.1,1.1,12.1,0.7
E00075020,92.3,0,6.9,0.7
E00075021,86.4,0.5,13.1,0
E00075022,92.6,0,7.4,0
E00075023,90.7,0,9.3,0
E00075024,97,0,3,0
E00075025,95.3,1.1,3.4,0.2
E00075026,93.6,1.6,4.8,0
E00075049,92.7,1.2,6.1,0
E00075050,88.4,0,10,1.6
E00075051,93.2,0.4,6.1,0.4
E00075052,91,1.5,7.4,0
E00075053,93.1,0,6.6,0.3
E00075054,87.9,0.4,10.5,1.2
E00075055,93.8,0,3.9,2.3
E00075056,92.4,0.8,5.6,1.1
E00075057,90.3,0.3,7.9,1.6
E00075058,92.3,0.4,7.4,0
E00075059,92.4,0.3,7.3,0
E00075060,90.1,0,9.5,0.4
E00075061,92.3,0,7.7,0
E00075062,96.9,0,3.1,0
E00075063,90.8,0,8.5,0.7
E00075067,94.8,0.3,4.9,0
E00075072,90,0,10,0
E00075083,92.1,0.3,7.6,0
E00075086,94.7,0.4,4.9,0
E00147779,91.2,0,8.8,0
E00147780,92.3,0,7.3,0.3
E00147781,86.4,0,12.4,1.2
E00147782,93.2,0.3,6.5,0
E00147783,94.8,0,4.6,0.6
E00147784,91,0,7.7,1.3
E00147785,89.2,0,9.2,1.5
E00147786,95.1,0.7,4.2,0
E00147796,94.7,0,4.1,1.3
E00147797,88.6,1,9.1,1.3
E00147798,94.4,0,4.6,1.1
E00147799,91.9,0,8.1,0
E00147802,93,0,6.3,0.7
E00147803,86.4,0.8,12.4,0.4
E00147804,94,0.3,5.7,0
E00147814,92.8,0.3,6,0.9
E00147815,95,0.2,4.7,0
E00147816,93.9,0,5.2,0.9
E00147817,90.1,0.2,9.6,0
E00147818,96.3,0.6,2.8,0.3
E00147819,95.4,0,4.6,0
E00147948,94.6,0,5.4,0
E00147949,92,0.4,6.1,1.5
E00147950,97.2,0,2.4,0.3
E00147951,95,0.3,4.7,0
E00147952,92.5,0,7.5,0
E00147953,94.3,0,5.7,0
E00147954,89.1,0.6,10.1,0.2
E00147963,92.1,0,6.6,1.3
E00147973,89.9,0.9,8.9,0.3
E00147974,94.1,0.4,5.1,0.4
E00147975,93,0,7,0
E00147976,88.5,0,10,1.6
E00147977,91.4,0.3,8.1,0.3
E00147978,86.6,0,13.4,0
E00147979,92.4,0,7,0.6
E00147980,91.9,0.9,7.2,0
E00147995,89,0,10.6,0.3
E00147996,94.5,0,5.5,0
E00148002,93,0,7,0
E00148003,82.3,0.3,16.5,0.9
E00148004,89.8,0.3,9.3,0.6
E00148005,89.8,0,10.2,0
E00148006,96.5,0.4,2.7,0.4
E00148007,91.7,0.8,6.4,1.1
E00148008,97.6,0.3,1.8,0.3
E00148009,89.2,0.3,10.5,0
E00148010,91.1,0,7.9,1
E00148012,92.1,0,7.5,0.4
E00148013,93.5,0,5.6,0.8
E00148014,92.4,0.4,6.5,0.6
E00148015,91.1,0,8.1,0.8
E00148016,93.3,0,6.7,0
E00148017,93.4,0,6.6,0
E00148018,75.3,0.3,20.1,4.3
E00148019,84.3,0.4,14.2,1.1
E00148020,92,0,8,0
E00148021,87.2,0.3,11.1,1.3
E00148022,89.7,0.4,9.6,0.2
E00148023,93.2,0.8,6,0
E00148024,92.8,0,7.2,0
E00148026,90.1,0,8,1.9
E00148027,87.3,0,12.3,0.4
E00148028,93.2,0.3,5.1,1.4
E00148029,93,0.6,6.4,0
E00148030,91,0,7.5,1.5
E00148031,91.4,0.3,8.2,0
E00148032,93.9,0,5.3,0.8
E00148033,93.4,0.4,4.8,1.5
E00148034,91.6,0.5,7.4,0.5
E00148035,94.7,0,5.3,0
E00148036,90.9,0,9.1,0
E00148037,91,0,9,0
E00148038,91.7,0,8.3,0
E00148039,92.1,0,7.9,0
E00148040,93.5,0,6.2,0.3
E00148041,95.2,0,4.8,0
E00148042,94.1,0,5.9,0
E00148043,93.4,0.5,5.6,0.5
E00148044,92.5,0.5,6.6,0.5
E00148045,92.4,0.6,7,0
E00148046,93.4,0.9,5.7,0
E00148047,93.8,0,6.2,0
E00148051,88.4,0,9.8,1.8
E00148052,90.5,0.8,8.7,0
E00148095,82.1,0,14.1,3.8
E00148096,91.9,0,7.7,0.3
E00148097,86.8,0,13.2,0
E00148098,96.3,0,3.8,0
E00148099,88.8,0.3,10.1,0.7
E00148100,84.3,0,15.7,0
E00148101,84.4,0,13.6,1.9
E00148103,88.9,0,10.3,0.7
E00148105,87.1,0,12.9,0
E00148106,93.9,0.4,5.7,0
E00148107,90,0,10,0
E00148108,89.6,0,10,0.4
E00148109,89.3,0,10.7,0
E00148110,96.1,0.4,3.5,0
E00148111,91.2,0.4,7.7,0.7
E00148112,80.2,1.4,18.5,0
E00148113,93.5,0,5,1.5
E00148114,92.6,0,7.4,0
E00148115,93.5,0.7,5.8,0
E00148116,87.1,0.4,12.4,0
E00148118,88.1,0,10.6,1.3
E00148119,96.6,0,3.4,0
E00148120,91.8,0.3,7.8,0
E00148121,89.5,0.5,8.7,1.4
E00148122,91.8,0,7.9,0.3
E00148123,93.2,0,6.8,0
E00148124,90,2.9,6.7,0.4
E00148125,95,0.6,4.4,0
E00148126,95.3,0.7,4,0
E00148127,72.1,8.5,12.7,6.7
E00148128,92.1,0,7.9,0
E00148129,95,0,5,0
E00148130,92.7,0,7.3,0
E00148131,87.7,0,10.4,1.9
E00148136,88.8,0.4,10.8,0
E00148348,90.4,0,8.8,0.8
E00148349,90,0,9,0.9
E00148350,89.8,0.2,8.8,1.2
E00148351,94.9,0,5.1,0
E00148352,94.8,0,4.2,1
E00148354,94.6,0.6,4.2,0.6
E00148355,87.7,0,11.6,0.7
E00148356,92.7,0,7.3,0
E00148357,93.2,0.3,5.9,0.6
E00148358,87.7,0.3,11.7,0.3
E00148359,93.5,0,5.8,0.6
E00148360,94.2,0,5.8,0
E00148361,89.1,0,10.9,0
E00148362,90.3,0,8.8,0.9
E00148363,90.1,0,9.9,0
E00148364,90.2,0,8.4,1.4
E00148365,91.4,0,7.8,0.8
E00148366,95,0.3,4.4,0.3
E00148367,94.3,0,5.1,0.6
E00148368,88.9,0,10.8,0.2
E00148469,91.1,0.3,7.8,0.8
E00148470,93.6,0,5.5,0.9
E00148472,85.7,0.4,13.9,0
E00148473,87.4,0,12.6,0
E00148475,90.9,0.6,8.5,0
E00165857,86.3,0,12.1,1.6
E00165858,88.5,0,10.3,1.2
E00165859,93.3,0.3,6.4,0
E00165860,93.5,0.6,5.3,0.6
E00165861,81.3,0.4,17.6,0.7
E00165862,81.8,1.8,12.5,3.9
E00186525,92.9,0,6.2,0.9
E00186582,91.3,0,8.3,0.5
E00186600,89.9,0,9.1,1
E00186602,89.3,0,10.7,0
E00186618,84.9,0.4,14.3,0.4
E00186620,89.5,0,9.6,0.9
E00186629,84.6,0,14.3,1.1
E00186635,87.6,0,11.6,0.8
E00186637,96.7,0,3.3,0
E00186641,86.8,0,11.2,2.1
E00186654,96.9,0,2.6,0.5
E00186658,62.2,0,37.3,0.5
E00189449,90.6,0.4,9,0
E00189450,95.6,0,4.4,0
E00189468,91.9,1.9,6.2,0
E00189474,87.2,0.3,12.5,0
E00189492,96,0.6,3.4,0
E00189502,91.8,0.4,7.9,0
E00189516,87.1,0.4,12.6,0
E00189535,91.2,0.5,8.2,0
E00189545,90.3,0.4,9,0.4
E00189581,83.2,0.3,14.1,2.4
E00189589,91.7,0,7.8,0.5
E00189590,93.4,0.6,5.2,0.9
E00189591,88.6,0,11.1,0.2
E00189601,94.3,0,5.4,0.3
E00189603,85.6,0.2,13.8,0.4
E00189614,93,0,6.7,0.3
