areacd,sex-001,sex-002
E00072641,54.8,45.2
E00072642,49.8,50.2
E00072643,53.5,46.5
E00072644,51.1,48.9
E00072645,49,51
E00072646,52.3,47.7
E00072647,50.7,49.3
E00072648,48.9,51.1
E00072649,52.6,47.4
E00072650,53.8,46.2
E00072651,51.3,48.7
E00072652,48,52
E00072653,52.4,47.6
E00072654,48.2,51.8
E00072655,51,49
E00072656,49.9,50.1
E00072657,47.2,52.8
E00072658,47.1,52.9
E00072659,47.6,52.4
E00072660,50.8,49.2
E00072661,49.5,50.5
E00072662,49.2,50.8
E00072663,50.2,49.8
E00072664,51.6,48.4
E00072665,50.5,49.5
E00072685,50.2,49.8
E00072686,50,50
E00072689,50.7,49.3
E00072690,49.8,50.2
E00072691,52.2,47.8
E00072692,50.1,49.9
E00072693,52.8,47.2
E00072694,49.8,50.2
E00072695,50.7,49.3
E00072696,53.4,46.6
E00072697,50,50
E00072698,52.8,47.2
E00072699,51,49
E00072700,52.3,47.7
E00072701,49.7,50.3
E00072702,51.7,48.3
E00072703,52.6,47.4
E00072714,49.9,50.1
E00072830,48.4,51.6
E00072831,47.3,52.7
E00072832,55.2,44.8
E00072833,51.8,48.2
E00072834,50.5,49.5
E00072835,49,51
E00072836,53.5,46.5
E00072837,50.9,49.1
E00072838,52.1,47.9
E00072839,50.1,49.9
E00072840,54.6,45.4
E00072841,49,51
E00072842,47.9,52.1
E00072844,49.8,50.2
E00072845,54.8,45.2
E00072846,52.1,47.9
E00072847,46.2,53.8
E00072848,52.9,47.1
E00072849,52.4,47.6
E00072850,48.4,51.6
E00072851,53,47
E00072852,48,52
E00072853,53,47
E00072854,48.4,51.6
E00072855,57.1,42.9
E00072856,47,53
E00072857,50.6,49.4
E00072858,55.4,44.6
E00072859,47.6,52.4
E00072860,50.8,49.2
E00072861,50.7,49.3
E00072862,50.6,49.4
E00072864,47.2,52.8
E00072865,49.3,50.8
E00072866,48.6,51.4
E00072867,51.5,48.5
E00072868,51,49
E00072869,50.8,49.2
E00072870,52.3,47.7
E00072925,50.2,49.8
E00072926,49.3,50.7
E00072927,47.1,52.9
E00072930,47.5,52.5
E00072931,50.4,49.6
E00072932,51.8,48.2
E00072933,54,46
E00072934,53.8,46.2
E00072935,52.3,47.7
E00072936,51.6,48.4
E00072937,56.9,43.1
E00072938,51.5,48.5
E00072940,49.5,50.5
E00072941,54.1,45.9
E00072963,52.4,47.6
E00072964,46,54
E00072965,48.6,51.4
E00072966,50.3,49.7
E00073020,54.8,45.2
E00073021,52.1,47.9
E00073022,53.8,46.2
E00073023,53.5,46.5
E00073024,49.5,50.5
E00073025,49.5,50.5
E00073026,50.2,49.8
E00073027,51.1,48.9
E00073028,55.3,44.7
E00073029,47.7,52.3
E00073071,51.3,48.7
E00073073,48.6,51.4
E00073075,56.2,43.8
E00073076,49.2,50.8
E00073077,49.6,50.4
E00073079,49,51
E00073080,49.5,50.5
E00073081,49.9,50.1
E00073085,50.6,49.4
E00073086,52.5,47.5
E00074447,52.8,47.2
E00074489,51.6,48.4
E00074490,52.7,47.3
E00074491,50,50
E00074492,52.6,47.4
E00074493,52.6,47.4
E00074494,49.1,50.9
E00074495,53,47
E00074496,50.4,49.6
E00074497,54,46
E00074498,51.8,48.2
E00074499,54.4,45.6
E00074500,51,49
E00074501,50.3,49.7
E00074502,48.3,51.7
E00074576,52.1,47.9
E00074577,52.9,47.1
E00074578,56.7,43.3
E00074579,57.3,42.7
E00074580,47.4,52.6
E00074581,52.7,47.3
E00074582,52.4,47.6
E00074583,60.1,39.9
E00074584,54.9,45.1
E00074585,51.6,48.4
E00074586,53.1,46.9
E00075019,50,50
E00075020,51.6,48.4
E00075021,47.9,52.1
E00075022,50.6,49.4
E00075023,51.2,48.8
E00075024,49.2,50.8
E00075025,50.3,49.7
E00075026,55,45
E00075049,53.3,46.7
E00075050,54.2,45.8
E00075051,53.4,46.6
E00075052,49.9,50.1
E00075053,48.8,51.2
E00075054,52.7,47.3
E00075055,47.3,52.7
E00075056,52,48
E00075057,53.6,46.4
E00075058,49.3,50.7
E00075059,51.4,48.6
E00075060,52.2,47.8
E00075061,46.2,53.8
E00075062,48.4,51.6
E00075063,49.1,50.9
E00075067,51.7,48.3
E00075072,50.2,49.8
E00075083,50.3,49.7
E00075086,51.6,48.4
E00147779,51.5,48.5
E00147780,51.7,48.3
E00147781,52.6,47.4
E00147782,50.3,49.7
E00147783,51,49
E00147784,46.5,53.5
E00147785,50.2,49.8
E00147786,54.2,45.8
E00147796,54,46
E00147797,48.5,51.5
E00147798,47,53
E00147799,47.9,52.1
E00147802,50.5,49.5
E00147803,49.4,50.6
E00147804,51.8,48.2
E00147814,47.7,52.3
E00147815,49.4,50.6
E00147816,51,49
E00147817,47.8,52.2
E00147818,52.5,47.5
E00147819,49.7,50.3
E00147948,52.5,47.5
E00147949,50.4,49.6
E00147950,51,49
E00147951,52.5,47.5
E00147952,53.6,46.4
E00147953,52.2,47.8
E00147954,54.7,45.3
E00147963,50.4,49.6
E00147973,49.7,50.3
E00147974,50,50
E00147975,52.2,47.8
E00147976,52.8,47.2
E00147977,45,55
E00147978,49.4,50.6
E00147979,55.9,44.1
E00147980,53.5,46.5
E00147995,51.7,48.3
E00147996,52.9,47.1
E00148002,48.4,51.6
E00148003,51.2,48.8
E00148004,49.7,50.3
E00148005,54.8,45.2
