areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00072641,20.7,48.8,13.2,17.4
E00072642,18.6,37.3,20.5,23.6
E00072643,26.1,42.6,12.2,19.1
E00072644,32.2,38.8,11.6,17.4
E00072645,17.9,39.1,16.2,26.8
E00072646,24.5,30.1,16.1,29.4
E00072647,13,37.7,18.8,30.4
E00072648,20.5,37.5,19.3,22.7
E00072649,18.1,42.2,13.8,25.9
E00072650,28.8,36.5,13.5,21.2
E00072651,14.3,45.2,17.9,22.6
E00072652,22.8,26.3,22.8,28.1
E00072653,13.2,41.2,15.4,30.2
E00072654,27.8,38,6.3,27.8
E00072655,28.3,42.8,10.9,18.1
E00072656,18.8,38.9,18.1,24.3
E00072657,22.9,39.6,12.5,25
E00072658,10.5,59.6,19.3,10.5
E00072659,23.1,28.1,19,29.8
E00072660,15.4,40.4,16.7,27.6
E00072661,16.7,40.7,17.6,25
E00072662,18.6,31,21.2,29.2
E00072663,15.6,43.4,18,23
E00072664,15.8,46.7,15.1,22.4
E00072665,22.4,36.5,19.2,21.8
E00072685,18.7,46.3,13.8,21.1
E00072686,18.3,52.5,15.8,13.3
E00072689,24.7,38.2,18,19.1
E00072690,30.7,39.3,13.6,16.4
E00072691,25.3,47.4,12.6,14.7
E00072692,18.9,41.9,18.2,20.9
E00072693,22,44.5,13.4,20.1
E00072694,24.4,38.5,15.6,21.5
E00072695,31.5,30.4,16.3,21.7
E00072696,16.9,42.3,15.5,25.4
E00072697,22.6,28.7,20,28.7
E00072698,24.8,37.6,12.8,24.8
E00072699,18,44.7,18.9,18.4
E00072700,17.4,47,11.4,24.2
E00072701,18.4,40,12.8,28.8
E00072702,20.9,40.3,16.3,22.5
E00072703,20.6,42.1,15.9,21.4
E00072714,17.7,56.5,10.2,15.6
E00072830,32.3,35.5,15.5,16.8
E00072831,16.4,44,17.9,21.6
E00072832,20.6,38.9,20.6,19.8
E00072833,19.1,30.6,24,26.2
E00072834,23.8,36.1,14.3,25.9
E00072835,20.9,45.7,14.7,18.6
E00072836,18.4,40.4,21.9,19.3
E00072837,19.2,45.8,14.5,20.6
E00072838,22.8,42.2,12.6,22.3
E00072839,9.9,32.2,18.2,39.7
E00072840,37.1,34.1,15.9,12.9
E00072841,10.8,44.6,13.1,31.5
E00072842,28.3,31.6,15.8,24.3
E00072844,27.5,43.6,16.1,12.8
E00072845,35.3,36,16.5,12.2
E00072846,20.1,35.1,18.7,26.1
E00072847,46.2,25.4,19.2,9.2
E00072848,42,26.8,21.7,9.4
E00072849,20.8,51.5,15.4,12.3
E00072850,22.6,45.2,14.5,17.7
E00072851,21.7,49.6,16.3,12.4
E00072852,32,35.5,17.8,14.8
E00072853,40.6,33.1,12.5,13.8
E00072854,39.7,31.7,13.6,15.1
E00072855,41.5,28,16.1,14.4
E00072856,23.7,29,21.4,26
E00072857,17.8,36.9,17.3,28
E00072858,25.9,36.2,12.9,25
E00072859,12.1,41.1,21.8,25
E00072860,23.9,52.1,10.6,13.4
E00072861,25.2,43,15.9,15.9
E00072862,22.7,45.4,17.6,14.3
E00072864,43.8,34.7,14.9,6.6
E00072865,31.7,28.7,18.6,21
E00072866,25.8,35.6,11.4,27.3
E00072867,22.2,37.3,15,25.5
E00072868,23.2,38.7,15.5,22.5
E00072869,46.7,24.4,12.6,16.3
E00072870,30.9,36.8,15.4,16.9
E00072925,30,38.5,10,21.5
E00072926,32.4,32.8,15.7,19.1
E00072927,26.9,34.7,13.2,25.1
E00072930,21.1,35.2,18.8,25
E00072931,33.5,33.5,16.2,16.8
E00072932,39.1,28.3,11.6,21
E00072933,47,26.1,13.9,13
E00072934,19.5,33.3,22.8,24.4
E00072935,35.1,37.4,9.9,17.6
E00072936,14.9,32.7,23.8,28.7
E00072937,24.5,30.2,18.7,26.6
E00072938,38.8,32.6,17.1,11.6
E00072940,25.8,41.1,15.3,17.7
E00072941,27.3,47,8.3,17.4
E00072963,29.9,29.9,13.1,27.1
E00072964,12,50.9,13.9,23.1
E00072965,15.3,41.5,17.8,25.4
E00072966,24.6,41.5,10.6,23.2
E00073020,18,47.2,15.7,19.1
E00073021,26.2,40.8,10.7,22.3
E00073022,24.5,41.5,11.3,22.6
E00073023,35.5,39.9,16.7,8
E00073024,32.2,34.5,20.7,12.6
E00073025,17.6,35.9,17.6,28.9
E00073026,40.4,39.5,8.8,11.4
E00073027,29,29.7,18.8,22.5
E00073028,32.5,36.4,14.3,16.9
E00073029,27,47.8,10.4,14.8
E00073071,20.5,37,24.4,18.1
E00073073,32.6,35.5,10.6,21.3
E00073075,38.8,34.7,10.7,15.7
E00073076,21.8,35.5,14.5,28.2
E00073077,27.2,31.6,16.9,24.3
E00073079,30.1,36.8,14.7,18.4
E00073080,16.8,43.7,16,23.5
E00073081,12,30,22,36
E00073085,12.3,43.4,16.4,27.9
E00073086,28.6,37.3,13.7,20.5
E00074447,25,38.6,18.6,17.9
E00074489,21.2,38.5,19.2,21.2
E00074490,27,44.4,11.9,16.7
E00074491,25.3,44,11,19.8
E00074492,16.9,45.3,16.2,21.6
E00074493,35.6,32.2,16.1,16.1
E00074494,19.6,34.3,18.6,27.5
E00074495,18.9,48.4,14.7,17.9
E00074496,21.5,38.3,10.3,29.9
E00074497,26.1,37.9,13.7,22.4
E00074498,15.6,33.6,19.5,31.3
E00074499,25.9,33.5,14.1,26.5
E00074500,19.7,37.6,19.1,23.7
E00074501,18.2,42.1,14,25.6
E00074502,14.8,45.1,13.1,27
E00074576,24.2,43.2,9.8,22.7
E00074577,19,46.3,17.7,17
E00074578,22.5,45,20,12.5
E00074579,30.8,34.6,13.1,21.5
E00074580,12.7,45.5,14.5,27.3
E00074581,21.9,38.4,17.1,22.6
E00074582,10.7,48.9,18.3,22.1
E00074583,33.8,38.1,10.8,17.3
E00074584,37.3,37.8,11.4,13.4
E00074585,34.5,34.5,14.7,16.4
E00074586,25,40,13.3,21.7
E00075019,11.2,43.9,26.2,18.7
E00075020,23.9,41.6,12.4,22.1
E00075021,20.7,42.7,12.7,24
E00075022,25.4,40.1,15.5,19
E00075023,25,35.2,15.6,24.2
E00075024,16.1,41.6,16.1,26.3
E00075025,15.7,34.8,19.7,29.8
E00075026,29.4,33.8,14.4,22.5
E00075049,26.7,37.6,15.8,19.8
E00075050,49.5,28.2,12.6,9.7
E00075051,24.1,42.9,8,25
E00075052,17.6,43.8,13.7,24.8
E00075053,27.5,35.9,15,21.6
E00075054,33.3,36.7,15,15
E00075055,33.3,31.6,19.3,15.8
E00075056,20.3,44.8,14,21
E00075057,24.8,37.6,11.3,26.3
E00075058,31.6,44.4,6.8,17.3
E00075059,26.7,45,10.7,17.6
E00075060,30.1,35,18.4,16.5
E00075061,21.9,39.7,13.7,24.7
E00075062,21.6,40.5,12.2,25.7
E00075063,22.7,43.2,18.9,15.2
E00075067,16.5,46.8,18.7,18
E00075072,23.8,40,17.7,18.5
E00075083,30.1,33.8,9.8,26.3
E00075086,35.7,32.2,14.8,17.4
E00147779,30.8,33.8,18,17.3
