areacd,heating_type_3a-001,heating_type_3a-002
E00072641,0,100
E00072642,1.2,98.8
E00072643,0.9,99.1
E00072644,0.8,99.2
E00072645,2.8,97.2
E00072646,0.7,99.3
E00072647,4.3,95.7
E00072648,0,100
E00072649,0.8,99.2
E00072650,1,99
E00072651,5.7,94.3
E00072652,0.4,99.6
E00072653,0,100
E00072654,2.6,97.4
E00072655,0,100
E00072656,0.7,99.3
E00072657,4.2,95.8
E00072658,1.8,98.2
E00072659,0,100
E00072660,1.3,98.7
E00072661,0,100
E00072662,0.9,99.1
E00072663,0,100
E00072664,0.7,99.3
E00072665,5.2,94.8
E00072685,0.8,99.2
E00072686,0,100
E00072689,2.3,97.7
E00072690,0,100
E00072691,0.5,99.5
E00072692,0.7,99.3
E00072693,1.8,98.2
E00072694,0.7,99.3
E00072695,2.2,97.8
E00072696,1.4,98.6
E00072697,0.9,99.1
E00072698,0,100
E00072699,0.5,99.5
E00072700,0.7,99.3
E00072701,0.8,99.2
E00072702,0,100
E00072703,0.8,99.2
E00072714,0,100
E00072830,1.3,98.7
E00072831,0,100
E00072832,1.6,98.4
E00072833,1.6,98.4
E00072834,0.7,99.3
E00072835,1.6,98.4
E00072836,0.9,99.1
E00072837,0.5,99.5
E00072838,0,100
E00072839,0,100
E00072840,0,100
E00072841,0,100
E00072842,1.3,98.7
E00072844,0,100
E00072845,0.7,99.3
E00072846,0,100
E00072847,0,100
E00072848,0,100
E00072849,0,100
E00072850,0,100
E00072851,1.6,98.4
E00072852,0.6,99.4
E00072853,0,100
E00072854,1,99
E00072855,5,95
E00072856,0.8,99.2
E00072857,0,100
E00072858,0,100
E00072859,0,100
E00072860,0,100
E00072861,0,100
E00072862,0,100
E00072864,0.8,99.2
E00072865,2.4,97.6
E00072866,0.8,99.2
E00072867,0,100
E00072868,0.7,99.3
E00072869,5.2,94.8
E00072870,0,100
E00072925,0,100
E00072926,3.4,96.6
E00072927,0.5,99.5
E00072930,0,100
E00072931,0.6,99.4
E00072932,0.7,99.3
E00072933,0,100
E00072934,0.8,99.2
E00072935,0,100
E00072936,0,100
E00072937,0,100
E00072938,4.6,95.4
E00072940,0,100
E00072941,1.5,98.5
E00072963,0,100
E00072964,0.9,99.1
E00072965,2.5,97.5
E00072966,2.8,97.2
E00073020,0,100
E00073021,1,99
E00073022,3.8,96.2
E00073023,0.7,99.3
E00073024,0,100
E00073025,0.7,99.3
E00073026,0.9,99.1
E00073027,2.2,97.8
E00073028,0.6,99.4
E00073029,0.9,99.1
E00073071,0,100
E00073073,0.7,99.3
E00073075,0,100
E00073076,2.4,97.6
E00073077,2.2,97.8
E00073079,0.6,99.4
E00073080,0.8,99.2
E00073081,1.3,98.7
E00073085,0.8,99.2
E00073086,0,100
E00074447,1.4,98.6
E00074489,1.9,98.1
E00074490,0,100
E00074491,0,100
E00074492,1.3,98.7
E00074493,3.4,96.6
E00074494,1.9,98.1
E00074495,1.1,98.9
E00074496,0,100
E00074497,1.9,98.1
E00074498,2.3,97.7
E00074499,2.2,97.8
E00074500,0,100
E00074501,2.4,97.6
E00074502,0.8,99.2
E00074576,1.5,98.5
E00074577,0.7,99.3
E00074578,0,100
E00074579,2.3,97.7
E00074580,0,100
E00074581,0,100
E00074582,0,100
E00074583,0.7,99.3
E00074584,0,100
E00074585,0,100
E00074586,0,100
E00075019,3.7,96.3
E00075020,0.9,99.1
E00075021,2,98
E00075022,0,100
E00075023,0,100
E00075024,0.7,99.3
E00075025,0,100
E00075026,0.6,99.4
E00075049,3,97
E00075050,0,100
E00075051,0,100
E00075052,1.3,98.7
E00075053,0.6,99.4
E00075054,0.8,99.2
E00075055,0,100
E00075056,1.4,98.6
E00075057,0,100
E00075058,0.8,99.2
E00075059,0.8,99.2
E00075060,0,100
E00075061,0,100
E00075062,0,100
E00075063,0,100
E00075067,0,100
E00075072,0,100
E00075083,0.8,99.2
E00075086,0.9,99.1
E00147779,2.3,97.7
E00147780,3.1,96.9
E00147781,1.2,98.8
E00147782,0,100
E00147783,1.4,98.6
E00147784,0,100
E00147785,0.9,99.1
E00147786,3.1,96.9
E00147796,3.2,96.8
E00147797,1.7,98.3
E00147798,2.4,97.6
E00147799,1.6,98.4
E00147802,0,100
E00147803,0,100
E00147804,1.4,98.6
E00147814,1.4,98.6
E00147815,0,100
E00147816,1.4,98.6
E00147817,0.6,99.4
E00147818,0,100
E00147819,1.2,98.8
E00147948,0.9,99.1
E00147949,0.9,99.1
E00147950,4,96
E00147951,0.7,99.3
E00147952,2.7,97.3
E00147953,1,99
E00147954,1.7,98.3
E00147963,3.2,96.8
E00147973,0.8,99.2
E00147974,5.1,94.9
E00147975,0,100
E00147976,0.6,99.4
E00147977,4,96
E00147978,0.8,99.2
E00147979,0,100
E00147980,0.9,99.1
E00147995,2.2,97.8
E00147996,0,100
E00148002,0.8,99.2
E00148003,2.2,97.8
E00148004,0,100
E00148005,2,98
E00148006,0.9,99.1
E00148007,2.7,97.3
E00148008,0.7,99.3
E00148009,0.7,99.3
E00148010,0,100
E00148012,4.4,95.6
E00148013,0.7,99.3
E00148014,1,99
E00148015,0.7,99.3
E00148016,0,100
E00148017,1.5,98.5
E00148018,4,96
E00148019,1.5,98.5
E00148020,0,100
E00148021,0,100
E00148022,0.5,99.5
E00148023,0,100
E00148024,0.6,99.4
E00148026,4.7,95.3
E00148027,3.3,96.7
E00148028,0,100
E00148029,2,98
E00148030,0,100
E00148031,0,100
E00148032,0,100
E00148033,0,100
