geography_code,disability_3a-001,disability_3a-002
E00077179,14.7,85.3
E00077180,18.2,81.8
E00077181,15,85
E00077183,12.9,87.1
E00077184,21,79
E00077185,14.8,85.2
E00077186,15.6,84.4
E00077187,26.3,73.7
E00077188,19.4,80.6
E00077189,19.8,80.2
E00077190,21.5,78.5
E00077191,17.1,82.9
E00077192,17.9,82.1
E00077193,22,78
E00077194,13,87
E00077195,20.6,79.4
E00077196,13.1,86.9
E00077197,13.4,86.6
E00077198,15.4,84.6
E00077199,18.1,81.9
E00077200,16.8,83.2
E00077201,13.2,86.8
E00077202,30.1,69.9
E00077203,20.7,79.3
E00077204,15.9,84.1
E00077205,17.3,82.7
E00077206,13.4,86.6
E00077207,19.7,80.3
E00077208,17.2,82.8
E00077209,15.8,84.2
E00077210,20.6,79.4
E00077211,24.2,75.8
E00077212,24.3,75.7
E00077213,27.5,72.5
E00077214,20,80
E00077217,17.1,82.9
E00077218,26.6,73.4
E00077220,37.8,62.2
E00077221,13.7,86.3
E00077222,17.2,82.8
E00077223,14.6,85.4
E00077224,21.3,78.7
E00077225,15.2,84.8
E00077226,20.3,79.7
E00077227,24.6,75.4
E00077229,16.4,83.6
E00077230,23.3,76.7
E00077231,21.8,78.2
E00077232,19.1,80.9
E00077233,27,73
E00077234,22.6,77.4
E00077235,40.1,59.9
E00077236,33.5,66.5
E00077237,28.3,71.7
E00077239,17.5,82.5
E00077240,41.8,58.2
E00077241,21.2,78.8
E00077242,27.4,72.6
E00077244,24.7,75.3
E00077245,13.2,86.8
E00077246,27.3,72.7
E00077247,17.6,82.4
E00077248,31.6,68.4
E00077249,13,87
E00077250,21,79
E00077251,13.9,86.1
E00077252,25.3,74.7
E00077255,10.9,89.1
E00077256,19.2,80.8
E00077258,9.7,90.3
E00077259,19.9,80.1
E00077260,8.3,91.7
E00077262,13.8,86.2
E00077264,18.5,81.5
E00077265,14.2,85.8
E00077266,15.9,84.1
E00077267,33.7,66.3
E00077268,16.4,83.6
E00077269,21.1,78.9
E00077270,27.5,72.5
E00077271,18.5,81.5
E00077273,19.2,80.8
E00077274,19.9,80.1
E00077275,6.2,93.8
E00077276,10.5,89.5
E00077277,17.1,82.9
E00077278,23.1,76.9
E00077279,15.1,84.9
E00077280,18,82
E00077281,17.8,82.3
E00077282,16.6,83.4
E00077283,18.1,81.9
E00077284,22.2,77.8
E00077285,16.1,83.9
E00077286,19,81
E00077287,19.4,80.6
E00077288,16.2,83.8
E00077289,20.5,79.5
E00077292,22.9,77.1
E00077293,18.5,81.5
E00077294,16.7,83.3
E00077295,15.4,84.6
E00077296,15,85
E00077297,27.7,72.3
E00077298,37,63
E00077299,15.9,84.1
E00077301,15,85
E00077302,23.8,76.2
E00077303,16.8,83.2
E00077304,17.9,82.1
E00077305,24.9,75.1
E00077306,26.8,73.2
E00077307,15,85
E00077308,17,83
E00077309,17.9,82.1
E00077310,23.3,76.7
E00077311,17.3,82.7
E00077312,16.5,83.5
E00077313,21.2,78.8
E00077314,19.4,80.6
E00077315,25.6,74.4
E00077316,14.3,85.7
E00077317,21.5,78.5
E00077318,22.6,77.4
E00077319,10.8,89.2
E00077320,13.6,86.4
E00077321,18.4,81.6
E00077322,20.1,79.9
E00077323,19.9,80.1
E00077324,32.8,67.2
E00077325,13.8,86.2
E00077326,21,79
E00077327,22.7,77.3
E00077328,14.1,85.9
E00077329,23.5,76.5
E00077330,14.2,85.8
E00077331,25.3,74.7
E00077332,12.3,87.7
E00077333,14.9,85.1
E00077334,14.6,85.4
E00077335,16.6,83.4
E00077336,16.3,83.7
E00077337,22.2,77.8
E00077338,17.9,82.1
E00077339,21.1,78.9
E00077340,12.9,87.1
E00077341,15.7,84.3
E00077342,14.7,85.3
E00077343,18.8,81.2
E00077344,16.8,83.2
E00077345,15.4,84.6
E00077346,20.5,79.5
E00077347,23.1,76.9
E00077437,22.1,77.9
E00077439,12.1,87.9
E00077440,23,77
E00077441,12.9,87.1
E00077442,15.8,84.2
E00077443,21.2,78.8
E00077477,10.9,89.1
E00077478,19.3,80.7
E00077479,16.2,83.8
E00077481,12.2,87.8
E00077482,15.9,84.1
E00077483,15.9,84.1
E00077484,14.6,85.4
E00077485,15.5,84.5
E00077486,14.1,85.9
E00077487,14.5,85.5
E00077488,13.5,86.5
E00077489,19.3,80.7
E00077490,12.3,87.7
E00077491,16.8,83.2
