geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00077179,25.7,12.5,48.6,13.2
E00077180,26.7,22.5,40.8,10
E00077181,36.4,13.6,30.1,19.9
E00077183,36.8,21.6,24.6,17
E00077184,37.2,17.8,28.9,16.1
E00077185,39.2,15.8,24.7,20.3
E00077186,38.5,14.9,31.6,14.9
E00077187,43.1,20.8,23.6,12.5
E00077188,48,10.8,21.1,20.2
E00077189,42.2,14.1,30.3,13.5
E00077190,34.3,18.9,33.6,13.3
E00077191,35.9,17.3,31.4,15.4
E00077192,35.6,17.4,29.2,17.8
E00077193,26.9,16.2,43.8,13.1
E00077194,35.7,17.8,37.6,8.9
E00077195,31.9,10.1,44.9,13
E00077196,20.5,19.7,43.9,15.9
E00077197,36.6,9.4,45,8.9
E00077198,40.7,13.6,31.5,14.2
E00077199,36.6,12.7,32.4,18.3
E00077200,40,12.4,34.5,13.1
E00077201,32.4,16.5,37.4,13.7
E00077202,42.9,16.4,24.9,15.8
E00077203,36.7,15.6,31.3,16.3
E00077204,43.6,13.6,27.2,15.6
E00077205,40.8,7.1,34.2,17.9
E00077206,42.9,11,33.3,12.9
E00077207,44.9,9.6,21.9,23.6
E00077208,36.6,13.1,32,18.3
E00077209,45.5,12.7,28.6,13.2
E00077210,43.5,10.7,22.6,23.2
E00077211,47.3,13.7,21.2,17.8
E00077212,48.6,12,24.6,14.8
E00077213,46.8,13.5,18.3,21.4
E00077214,45.6,16.6,21.8,16.1
E00077217,45.6,15.2,15.8,23.4
E00077218,54.3,8.6,25.1,12
E00077220,56.8,4.1,24.3,14.9
E00077221,47.8,13.3,20,18.9
E00077222,40.7,8.2,28.4,22.7
E00077223,56.4,12.8,18,12.8
E00077224,45.5,13.4,29.5,11.6
E00077225,48.9,14.8,23,13.3
E00077226,44.4,17.9,28.2,9.4
E00077227,39.8,14.3,36,9.9
E00077229,46.5,19.9,20.4,13.3
E00077230,47.4,6.2,19.6,26.8
E00077231,48,14.4,19.2,18.4
E00077232,46.9,17,21.1,15
E00077233,55.1,10.3,16.8,17.8
E00077234,44.2,15.4,20.2,20.2
E00077235,42,16,22,20
E00077236,56.6,11.5,14.8,17.2
E00077237,47.1,21.4,15,16.4
E00077239,41.7,22.5,15.8,20
E00077240,48.6,12.5,16.7,22.2
E00077241,48.3,12.1,22.1,17.4
E00077242,58.4,8.8,13.1,19.7
E00077244,39.8,14.8,35.2,10.2
E00077245,32.7,11.1,42.5,13.7
E00077246,42.2,7.8,31,19
E00077247,35.7,8.2,42.9,13.3
E00077248,39.6,12.9,34.7,12.9
E00077249,45.1,5.2,35.9,13.7
E00077250,43.4,16.3,32.6,7.8
E00077251,37.9,9.3,42.9,10
E00077252,47.1,11.6,26.9,14.5
E00077255,36.6,11.9,43.3,8.2
E00077256,47.8,9.6,30.3,12.4
E00077258,52.5,7,24.4,16.1
E00077259,49.7,6.3,32.5,11.5
E00077260,53.7,10,27.4,9
E00077262,48,10.5,32,9.5
E00077264,54.7,6.5,24.1,14.7
E00077265,54.7,8,21.3,16
E00077266,42,7.4,43.9,6.7
E00077267,56.6,3.8,32.1,7.5
E00077268,57.9,8.1,23.5,10.4
E00077269,42.4,5.9,40,11.8
E00077270,42.3,10.9,35.8,10.9
E00077271,32.9,9.5,44.3,13.3
E00077273,47.7,3.1,39.1,10.2
E00077274,46.6,6.8,32.3,14.3
E00077275,38.3,9.3,40.1,12.3
E00077276,42.9,8.9,34.5,13.7
E00077277,43.1,10.8,21,25.1
E00077278,41.1,14.7,24.2,20
E00077279,54.2,11.3,19,15.5
E00077280,43.5,14.1,33.8,8.6
E00077281,42.8,12,28.4,16.8
E00077282,39.6,12.1,37.4,11
E00077283,42.3,12.3,33.1,12.3
E00077284,39.8,5.1,41.8,13.3
E00077285,46.7,10.6,26.9,15.9
E00077286,45,8.1,30,16.9
E00077287,45.6,16.2,19.1,19.1
E00077288,47.6,13.8,21.4,17.2
E00077289,44.2,7.8,26.7,21.4
E00077292,42.1,11.3,29,17.6
E00077293,54.1,11.2,14.7,20
E00077294,52.1,10.3,22.7,14.9
E00077295,47.4,17.1,17.1,18.5
E00077296,45.2,8.3,20.7,25.8
E00077297,46.8,11.9,24.6,16.7
E00077298,47.5,15,21.3,16.3
E00077299,52.4,8.2,24.7,14.7
E00077301,55.6,7.7,19.4,17.3
E00077302,46.2,11,23.1,19.7
E00077303,48.6,11.5,25.5,14.4
E00077304,44,15.6,26.2,14.2
E00077305,44,8.7,34,13.3
