geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00077179,87,9.3,3.6
E00077180,88.4,5.5,6.2
E00077181,78.6,8.9,12.5
E00077183,69.8,21.2,9
E00077184,70.6,19.8,9.6
E00077185,62.4,26.6,11
E00077186,72.1,19.6,8.4
E00077187,66.8,20.5,12.7
E00077188,51.4,30.3,18.3
E00077189,71.9,15.7,12.4
E00077190,78.6,16.1,5.3
E00077191,80.8,10,9.2
E00077192,68.3,21.9,9.8
E00077193,89.3,6.1,4.6
E00077194,80.6,14,5.4
E00077195,80.3,15.4,4.3
E00077196,78.4,17.5,4.1
E00077197,82.5,13.1,4.4
E00077198,87.2,6.3,6.6
E00077199,75,9.7,15.3
E00077200,85.4,3.6,10.9
E00077201,86.4,7,6.6
E00077202,65.8,14.8,19.5
E00077203,75,11,14
E00077204,68.7,18.2,13.1
E00077205,65,18.6,16.4
E00077206,77.7,11.9,10.4
E00077207,57.1,26.3,16.6
E00077208,80.4,7.3,12.4
E00077209,76.2,12.2,11.7
E00077210,64.3,23.5,12.2
E00077211,67.1,18.3,14.6
E00077212,52.9,33.1,14
E00077213,47.3,32.9,19.8
E00077214,56.5,32.5,10.9
E00077217,51.7,35.7,12.6
E00077218,56.7,30.6,12.7
E00077220,61.4,13.6,25
E00077221,44.6,44.9,10.5
E00077222,47.2,43.4,9.4
E00077223,52.1,39.7,8.2
E00077224,76.7,15.3,8.1
E00077225,50,46.9,3.1
E00077226,70.7,17.6,11.7
E00077227,69.3,19.8,10.9
E00077229,46,39.1,14.8
E00077230,54.9,32,13.1
E00077231,50,32.9,17.1
E00077232,47.6,38.5,14
E00077233,59.7,21,19.3
E00077234,50,36.2,13.8
E00077235,70.8,8,21.2
E00077236,52.7,32.2,15.2
E00077237,45.5,30,24.5
E00077239,30.7,49.4,19.9
E00077240,54.4,24.3,21.3
E00077241,52.9,35.7,11.4
E00077242,43.8,38.2,18
E00077244,81.4,8.7,9.8
E00077245,72.3,18.5,9.2
E00077246,65.2,23,11.8
E00077247,74.1,16.9,9
E00077248,71.4,19.8,8.8
E00077249,59.8,36.1,4.1
E00077250,67.3,17.8,15
E00077251,66.4,26.9,6.7
E00077252,70.1,24.6,5.2
E00077255,50.1,45.8,4.1
E00077256,50,37.5,12.5
E00077258,28.7,66.2,5.1
E00077259,45.5,44.2,10.4
E00077260,28.2,65.1,6.6
E00077262,58.8,37.2,4
E00077264,37.8,47.9,14.3
E00077265,41.5,48,10.5
E00077266,54.8,41,4.2
E00077267,58.6,20.7,20.7
E00077268,44,47.1,8.9
E00077269,73.8,22.6,3.6
E00077270,56.3,30.3,13.4
E00077271,71.4,20.7,8
E00077273,76.9,15.5,7.6
E00077274,63.9,29.9,6.2
E00077275,63.3,28.6,8.1
E00077276,64.1,31.1,4.8
E00077277,58.7,21.9,19.4
E00077278,72.5,13,14.5
E00077279,51.1,35.6,13.2
E00077280,61.1,27.5,11.4
E00077281,48.6,43.9,7.5
E00077282,59.5,26.3,14.2
E00077283,58.1,36.4,5.5
E00077284,74.8,21.5,3.7
E00077285,58.3,25.6,16.1
E00077286,63.3,22.7,14.1
E00077287,64.9,22.7,12.4
E00077288,71.2,21,7.8
E00077289,60.8,21.9,17.3
E00077292,60.1,23,16.9
E00077293,61.1,26.9,12
E00077294,50,36.9,13.1
E00077295,55.3,29.6,15.1
E00077296,59.6,28.8,11.6
E00077297,55.5,33.2,11.3
E00077298,52.6,27.9,19.5
E00077299,57.9,30,12.1
E00077301,43.4,40.1,16.5
E00077302,57.5,29.6,13
E00077303,50.8,36.2,13
E00077304,53.7,30.2,16
E00077305,50.7,33.3,15.9
E00077306,60.5,28.9,10.5
E00077307,61.6,34.4,3.9
E00077308,54.4,37.1,8.6
E00077309,60.3,35,4.7
E00077310,81.3,10,8.7
E00077311,76.1,19.2,4.7
E00077312,59.5,36.1,4.4
E00077313,75.1,15.1,9.9
E00077314,56.1,30.8,13.1
E00077315,74,10.6,15.5
E00077316,92.6,3.6,3.9
E00077317,82,1.1,16.9
E00077318,82.7,4.7,12.6
E00077319,76.4,12.4,11.3
E00077320,89.3,3.2,7.4
E00077321,81.5,11.6,7
E00077322,91.3,1.8,6.9
E00077323,87.1,8,4.9
E00077324,76.9,8.1,15
E00077325,94.9,3,2.1
E00077326,76.2,13.6,10.2
E00077327,81.6,9.4,9
E00077328,93.1,2.9,4
E00077329,80.6,10.3,9.1
E00077330,92.3,1.6,6.1
E00077331,81.2,6.1,12.7
E00077332,87.9,5.1,7
E00077333,88.5,3.4,8.1
E00077334,87.4,5,7.6
E00077335,89.5,4.6,5.9
E00077336,88.4,3.6,8
E00077337,91.3,3.2,5.5
E00077338,88.5,4.3,7.2
E00077339,87.4,2,10.5
E00077340,91.6,1.6,6.8
E00077341,93.1,1.3,5.6
E00077342,92.4,3.8,3.8
E00077343,92.2,1.1,6.7
E00077344,85.4,7.6,7
E00077345,87.4,5.5,7.2
E00077346,85.5,1.5,13
E00077347,84.8,6.5,8.7
E00077437,87.5,5.4,7.2
E00077439,90.4,4.7,5
E00077440,86.7,5.1,8.2
E00077441,77.3,12.5,10.2
E00077442,73.1,19.7,7.2
E00077443,80.3,8.3,11.4
E00077477,74.6,16.5,9
E00077478,62.2,24.7,13
E00077479,67.2,22.1,10.7
E00077481,85.2,6.5,8.2
E00077482,67.3,24.6,8
E00077483,76.8,15.2,7.9
E00077484,70.9,16.8,12.3
E00077485,67.3,21,11.7
E00077486,68.6,24.4,7
E00077487,76.5,14.4,9.1
E00077488,57,30.7,12.4
E00077489,79.6,10.8,9.6
E00077490,79.3,11.8,8.9
E00077491,67.2,24.9,7.8
E00077492,65.3,20.9,13.8
E00077493,66.2,20.5,13.2
E00077494,61.6,25.5,13
E00077495,68.6,19.3,12.2
E00077496,70.5,23.6,5.9
E00077497,73.4,7.9,18.7
E00077498,70.6,20.6,8.7
E00077499,70,18.7,11.3
E00077500,62.1,27.9,10
E00077501,62.2,32.9,4.9
E00077572,74.4,10.7,14.8
E00077573,72,18,10
E00077576,73.7,18.9,7.3
E00077577,75,19.6,5.4
E00077578,72.6,19.4,8
E00077579,75.1,17.5,7.4
E00077580,67.7,25.8,6.5
E00077581,73.1,14.6,12.3
E00077585,86.5,10.6,2.9
E00077589,77.6,17.2,5.2
E00077590,90,6.4,3.6
E00077591,88.4,6.2,5.4
E00077592,85.2,7.2,7.6
E00077593,58.3,32.6,9.1
E00077595,70.6,13.6,15.7
E00077596,79.4,17.7,2.9
E00077597,66.3,11,22.7
E00077598,80.6,15.1,4.3
E00077599,85.8,11.5,2.8
