geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00077179,54,46,0
E00077180,39.7,60.3,0
E00077181,88,12,0
E00077183,55.2,44.8,0
E00077184,39.7,60.3,0
E00077185,9.7,90.3,0
E00077186,61.2,38.8,0
E00077187,44.2,55.8,0
E00077188,42,58,0
E00077189,32.6,67.4,0
E00077190,47.2,52.8,0
E00077191,69.1,30.9,0
E00077192,22.2,77.8,0
E00077193,43.5,56.5,0
E00077194,26.3,73.7,0
E00077195,0.8,99.2,0
E00077196,56.5,43.5,0
E00077197,37.4,62.6,0
E00077198,84.4,15.6,0
E00077199,67.4,32.6,0
E00077200,79.8,20.2,0
E00077201,56.8,43.2,0
E00077202,45.3,54.7,0
E00077203,19.1,80.3,0.6
E00077204,68,32,0
E00077205,57.2,42.8,0
E00077206,73.3,26.7,0
E00077207,21.7,78.3,0
E00077208,57.1,42.9,0
E00077209,16.1,83.9,0
E00077210,57.4,42.6,0
E00077211,49.7,50.3,0
E00077212,6.4,93.6,0
E00077213,1.8,98.2,0
E00077214,14,86,0
E00077217,4.3,95.7,0
E00077218,3.8,96.2,0
E00077220,23.8,76.2,0
E00077221,16.1,83.9,0
E00077222,3.8,96.2,0
E00077223,0,99.2,0.8
E00077224,12.4,87.6,0
E00077225,3.6,95.5,0.9
E00077226,18.7,81.3,0
E00077227,8.3,91.7,0
E00077229,44.2,55.8,0
E00077230,5.4,94.6,0
E00077231,23.9,76.1,0
E00077232,19.3,80.7,0
E00077233,61.4,38.6,0
E00077234,5.9,94.1,0
E00077235,54.7,45.3,0
E00077236,4.1,95.9,0
E00077237,6.7,93.3,0
E00077239,5.4,94.6,0
E00077240,3.2,96.8,0
E00077241,16.6,83.4,0
E00077242,1,99,0
E00077244,18.6,81.4,0
E00077245,19.4,80.6,0
E00077246,0.5,99.5,0
E00077247,5.3,94.7,0
E00077248,27.6,72.4,0
E00077249,8.2,91.8,0
E00077250,15,85,0
E00077251,16.8,83.2,0
E00077252,2.9,97.1,0
E00077255,1.8,98.2,0
E00077256,4.7,95.3,0
E00077258,2.9,97.1,0
E00077259,1,98.4,0.5
E00077260,0,100,0
E00077262,0.6,99.4,0
E00077264,2.3,97.7,0
E00077265,0,100,0
E00077266,0,100,0
E00077267,11,89,0
E00077268,18.5,81.5,0
E00077269,0,100,0
E00077270,4.9,95.1,0
E00077271,6.1,93.9,0
E00077273,15.3,84.7,0
E00077274,18.9,81.1,0
E00077275,9.7,90.3,0
E00077276,9.7,90.3,0
E00077277,50,50,0
E00077278,80,20,0
E00077279,45.9,54.1,0
E00077280,12,88,0
E00077281,3.5,96.5,0
E00077282,1.5,98.5,0
E00077283,4,96,0
E00077284,2,98,0
E00077285,49.7,50.3,0
E00077286,80.5,19.5,0
E00077287,50.4,49.6,0
E00077288,91.3,8.7,0
E00077289,68.6,31.4,0
E00077292,58.4,41.6,0
E00077293,82.4,17.6,0
E00077294,44,56,0
E00077295,79.9,20.1,0
E00077296,68.6,31.4,0
E00077297,6.6,93.4,0
E00077298,12.2,87.8,0
E00077299,34,66,0
E00077301,31.7,68.3,0
E00077302,18.9,81.1,0
E00077303,13.4,86.6,0
E00077304,6.3,93.7,0
E00077305,21.3,78.7,0
E00077306,2.2,97.8,0
E00077307,1.1,98.9,0
E00077308,1.3,98.7,0
E00077309,2.5,97.5,0
E00077310,0.7,99.3,0
E00077311,2.1,97.9,0
E00077312,13.2,86.8,0
E00077313,37.7,62.3,0
E00077314,17.4,82.6,0
E00077315,19.4,80.6,0
E00077316,66,34,0
E00077317,77.5,20,2.5
E00077318,30.2,69.1,0.7
E00077319,27.3,72.7,0
E00077320,98.5,1.5,0
E00077321,34.9,65.1,0
E00077322,98.3,1.7,0
E00077323,7.3,92.7,0
E00077324,37.4,62.6,0
E00077325,96.2,3.8,0
E00077326,1.1,98.9,0
E00077327,17.8,82.2,0
E00077328,69.6,30.4,0
E00077329,7.9,92.1,0
E00077330,74.6,25.4,0
E00077331,15.2,84.8,0
E00077332,84.5,15.5,0
E00077333,99.2,0.8,0
E00077334,74.4,25.6,0
E00077335,87.8,12.2,0
E00077336,93.7,5.6,0.8
E00077337,96.2,3.8,0
E00077338,89,11,0
E00077339,96.4,3.6,0
E00077340,75.2,24.8,0
E00077341,74,26,0
E00077342,94.4,5.6,0
E00077343,99.2,0.8,0
E00077344,54.6,45.4,0
E00077345,86.1,13.9,0
E00077346,98.2,0,1.8
E00077347,6.5,92.9,0.6
E00077437,64.2,35.8,0
E00077439,76.9,23.1,0
E00077440,73.9,26.1,0
E00077441,65.7,34.3,0
E00077442,32.6,67.4,0
E00077443,64,36,0
E00077477,65.5,34.5,0
E00077478,3.5,96.5,0
E00077479,51.3,48.7,0
E00077481,79.8,20.2,0
E00077482,15.1,84.9,0
E00077483,42.1,57.9,0
E00077484,48.1,51.9,0
E00077485,43.7,56.3,0
E00077486,72.7,27.3,0
E00077487,84.7,15.3,0
E00077488,53.7,46.3,0
E00077489,48.1,51.9,0
E00077490,77.3,22.7,0
E00077491,46.1,53.9,0
E00077492,84.1,15.9,0
E00077493,65.1,34.9,0
E00077494,16.8,82.7,0.6
E00077495,81.8,18.2,0
E00077496,38.6,61.4,0
E00077497,1.9,98.1,0
E00077498,34.8,64.5,0.7
E00077499,25.8,74.2,0
E00077500,11,89,0
E00077501,0.6,99.4,0
E00077572,24.2,75.8,0
E00077573,10.3,89.7,0
E00077576,4.5,95.5,0
E00077577,21.1,78.9,0
E00077578,28.1,71.9,0
E00077579,2.4,97.6,0
E00077580,16.7,83.3,0
E00077581,21.3,78.7,0
E00077585,87.2,12.8,0
E00077589,30.1,69.9,0
E00077590,86.2,13.8,0
E00077591,95.7,4.3,0
