geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00077179,58.1,41.9
E00077180,53.6,46.4
E00077181,40.8,59.2
E00077183,28.3,71.7
E00077184,30.3,69.7
E00077185,21.6,78.4
E00077186,46.3,53.7
E00077187,21.7,78.3
E00077188,28.7,71.3
E00077189,29,71
E00077190,30.7,69.3
E00077191,45.3,54.7
E00077192,29.5,70.5
E00077193,51.6,48.4
E00077194,40.6,59.4
E00077195,48.7,51.3
E00077196,56.3,43.7
E00077197,46.3,53.7
E00077198,40.5,59.5
E00077199,37.2,62.8
E00077200,44.5,55.5
E00077201,46.6,53.4
E00077202,24.2,75.8
E00077203,30.1,69.9
E00077204,34.9,65.1
E00077205,42.1,57.9
E00077206,41.1,58.9
E00077207,19.1,80.9
E00077208,37.8,62.2
E00077209,31.1,68.9
E00077210,35.3,64.7
E00077211,23.9,76.1
E00077212,32.6,67.4
E00077213,24.4,75.6
E00077214,27.8,72.2
E00077217,27.3,72.7
E00077218,22.1,77.9
E00077220,23.3,76.7
E00077221,23.9,76.1
E00077222,26.7,73.3
E00077223,18.8,81.2
E00077224,33.8,66.2
E00077225,26.7,73.3
E00077226,35.1,64.9
E00077227,29.1,70.9
E00077229,28.5,71.5
E00077230,23.4,76.6
E00077231,19.8,80.2
E00077232,31,69
E00077233,33.1,66.9
E00077234,16.8,83.2
E00077235,32.3,67.7
E00077236,24.5,75.5
E00077237,21.1,78.9
E00077239,20.4,79.6
E00077240,19.4,80.6
E00077241,18.4,81.6
E00077242,18,82
E00077244,38.2,61.8
E00077245,33.1,66.9
E00077246,26.6,73.4
E00077247,31.9,68.1
E00077248,36.4,63.6
E00077249,43.7,56.3
E00077250,25,75
E00077251,31.3,68.7
E00077252,15.5,84.5
E00077255,29.3,70.7
E00077256,18.1,81.9
E00077258,21.8,78.2
E00077259,23.3,76.7
E00077260,23.2,76.8
E00077262,31.5,68.5
E00077264,21.6,78.4
E00077265,13.2,86.8
E00077266,27.9,72.1
E00077267,23.6,76.4
E00077268,27.4,72.6
E00077269,46.3,53.7
E00077270,31.4,68.6
E00077271,33.3,66.7
E00077273,37.5,62.5
E00077274,33.7,66.3
E00077275,33,67
E00077276,29.2,70.8
E00077277,27.2,72.8
E00077278,34.4,65.6
E00077279,32.2,67.8
E00077280,26.8,73.2
E00077281,36,64
E00077282,37.2,62.8
E00077283,45.2,54.8
E00077284,50.9,49.1
E00077285,30.7,69.3
E00077286,40.3,59.7
E00077287,28.8,71.2
E00077288,38.6,61.4
E00077289,32.2,67.8
E00077292,34.4,65.6
E00077293,30.2,69.8
E00077294,28.4,71.6
E00077295,27.3,72.7
E00077296,36.8,63.2
E00077297,22.6,77.4
E00077298,17.6,82.4
E00077299,25.6,74.4
E00077301,26.6,73.4
E00077302,19.9,80.1
E00077303,27.5,72.5
E00077304,26.8,73.2
E00077305,31.1,68.9
E00077306,24.7,75.3
E00077307,35.6,64.4
E00077308,30.7,69.3
E00077309,36.4,63.6
E00077310,63.3,36.7
E00077311,42.7,57.3
E00077312,41.9,58.1
E00077313,34,66
E00077314,30.2,69.8
E00077315,28.8,71.2
E00077316,49.6,50.4
E00077317,46.8,53.2
E00077318,43.2,56.8
E00077319,40.6,59.4
E00077320,70.7,29.3
E00077321,47.7,52.3
E00077322,67.9,32.1
E00077323,24.2,75.8
E00077324,41.4,58.6
E00077325,63.5,36.5
E00077326,29.7,70.3
E00077327,34.9,65.1
E00077328,61.4,38.6
E00077329,25.2,74.8
E00077330,58.4,41.6
E00077331,34.9,65.1
E00077332,51.9,48.1
E00077333,59.8,40.2
E00077334,51.4,48.6
E00077335,52,48
E00077336,54.4,45.6
E00077337,58.8,41.2
E00077338,53.6,46.4
E00077339,64.1,35.9
E00077340,52.7,47.3
E00077341,48.6,51.4
E00077342,62.7,37.3
E00077343,72.2,27.8
E00077344,48.8,51.2
E00077345,53.5,46.5
E00077346,65.9,34.1
E00077347,34.3,65.7
E00077437,59.6,40.4
E00077439,54.9,45.1
E00077440,48.7,51.3
E00077441,40,60
E00077442,38.6,61.4
E00077443,46.8,53.2
E00077477,37.3,62.7
E00077478,29.7,70.3
E00077479,36.6,63.4
E00077481,62.8,37.2
E00077482,29.1,70.9
E00077483,36.1,63.9
E00077484,33.5,66.5
E00077485,31,69
E00077486,28.6,71.4
E00077487,34.8,65.2
E00077488,32,68
E00077489,38.7,61.3
E00077490,35.4,64.6
E00077491,33.3,66.7
E00077492,29.8,70.2
E00077493,28.5,71.5
E00077494,26.8,73.2
E00077495,30.1,69.9
E00077496,33.3,66.7
E00077497,25,75
E00077498,35.8,64.2
E00077499,27.7,72.3
E00077500,26.4,73.6
E00077501,31.9,68.1
E00077572,35.2,64.8
E00077573,27.9,72.1
E00077576,37.4,62.6
E00077577,35.2,64.8
E00077578,43.1,56.9
E00077579,28.2,71.8
E00077580,25.2,74.8
E00077581,33.3,66.7
E00077585,63.7,36.3
E00077589,22.7,77.3
E00077590,65.8,34.2
E00077591,70.1,29.9
E00077592,39.3,60.7
E00077593,31.8,68.2
E00077595,32.9,67.1
E00077596,33.7,66.3
E00077597,31.1,68.9
E00077598,55.9,44.1
E00077599,55.3,44.7
E00077600,33.8,66.2
E00077662,32.1,67.9
E00077663,46.2,53.8
E00077664,54.4,45.6
E00077665,22.9,77.1
E00077666,29.1,70.9
E00077667,32,68
E00077668,37,63
E00077669,34.3,65.7
E00077670,24.1,75.9
E00077671,34.9,65.1
E00077672,36.7,63.3
E00077673,41.5,58.5
E00077674,49.4,50.6
E00077675,42.2,57.8
E00077676,43.5,56.5
E00077677,47.7,52.3
E00077678,35.9,64.1
E00077679,41.7,58.3
E00077680,66.1,33.9
E00077681,48.4,51.6
E00077682,47.4,52.6
E00077683,41,59
E00077684,63.7,36.3
E00077685,49.6,50.4
E00077686,36.7,63.3
E00077687,45.4,54.6
E00077688,60.9,39.1
E00077689,53.5,46.5
E00077690,44.3,55.7
E00077691,22.4,77.6
E00077692,45.7,54.3
E00077693,26.4,73.6
E00077694,36.5,63.5
E00077695,15.5,84.5
E00077696,22.6,77.4
E00077697,39,61
E00077698,43,57
E00077699,30,70
E00077700,51.8,48.2
E00077701,46.5,53.5
E00077702,45.2,54.8
E00077703,42.3,57.7
E00077704,37,63
E00077705,34.6,65.4
E00077706,26.5,73.5
E00077707,20.8,79.2
E00077708,29.6,70.4
E00077709,37,63
E00077710,24.9,75.1
E00077711,30.8,69.2
E00077712,38.7,61.3
E00077713,22.4,77.6
E00077714,25.1,74.9
E00077715,42.7,57.3
E00077716,34.9,65.1
E00077717,29.5,70.5
E00077719,29.3,70.7
E00077720,39.5,60.5
E00077721,46.1,53.9
E00077722,30.8,69.2
E00077723,37,63
E00077725,17.8,82.2
E00077726,42,58
E00077727,22.3,77.7
E00077782,39.5,60.5
E00077794,39.8,60.2
E00077795,28,72
E00077796,44.4,55.6
E00077797,41,59
E00077798,30,70
E00077799,38.1,61.9
E00077800,38.4,61.6
E00077801,29.7,70.3
E00077802,41.2,58.8
E00077810,55,45
E00077812,48.2,51.8
E00077813,52.9,47.1
E00077814,37,63
E00077815,42.8,57.2
E00077816,35,65
E00077817,28.8,71.2
E00077818,55.6,44.4
E00077819,43,57
E00077820,52.8,47.2
E00077821,42.3,57.7
E00077822,53.3,46.7
E00077823,39.7,60.3
E00077824,31.3,68.7
E00077825,45.3,54.7
E00077826,37.9,62.1
E00077827,45.3,54.7
E00077828,47.6,52.4
E00077829,44,56
E00077830,52.5,47.5
E00077831,39.7,60.3
E00077832,47.1,52.9
E00077833,40.3,59.7
E00077834,49.2,50.8
E00077835,50.6,49.4
E00077836,48.8,51.2
E00077837,48,52
E00077871,60.1,39.9
E00077872,30.3,69.7
E00077873,34.8,65.2
E00077874,44.4,55.6
E00077875,55.2,44.8
E00077876,63.6,36.4
E00077877,51.3,48.7
E00077878,69.1,30.9
E00077879,57.9,42.1
E00077880,53.4,46.6
E00077881,39.2,60.8
E00077882,49.6,50.4
E00077883,68.4,31.6
E00077884,46.1,53.9
E00077885,68.6,31.4
E00077886,63.6,36.4
E00077887,72.4,27.6
E00077888,54.8,45.2
E00077889,49,51
E00077890,61.7,38.3
E00077891,66.4,33.6
E00077892,63,37
E00077893,53.7,46.3
E00077894,47.9,52.1
E00077895,46.9,53.1
E00077896,44.2,55.8
E00077897,55.3,44.7
E00077898,49.3,50.7
E00077899,24,76
E00077900,49.1,50.9
E00077901,47,53
E00077979,43.8,56.2
E00077980,59,41
E00077981,51.5,48.5
E00077982,42.6,57.4
E00077983,53.4,46.6
E00077984,47.2,52.8
E00077985,39.2,60.8
E00077986,37.3,62.7
E00077987,35.1,64.9
E00077989,33.9,66.1
E00077990,58.1,41.9
E00077991,46.7,53.3
E00077992,45.3,54.7
E00077993,53.1,46.9
E00077994,53,47
E00077995,41.4,58.6
E00077996,44.4,55.6
E00077997,59.4,40.6
E00077998,52.8,47.2
E00077999,36,64
E00078000,45.6,54.4
E00078001,55.6,44.4
E00078002,45,55
E00078003,42.5,57.5
E00078004,38.5,61.5
E00078005,35.6,64.4
E00078006,36.2,63.8
E00078007,36,64
E00078008,31.9,68.1
E00078009,29.2,70.8
E00078010,31.7,68.3
E00078011,48.3,51.7
E00078012,47,53
E00078013,57.2,42.8
E00078014,35.2,64.8
E00078015,51.7,48.3
E00078016,61,39
E00078017,46.6,53.4
E00078052,47.8,52.2
E00078053,44.7,55.3
E00078054,48.5,51.5
E00078055,44.2,55.8
E00078056,53.1,46.9
E00078058,40.8,59.2
E00078059,34,66
E00078060,54.4,45.6
E00078061,45.6,54.4
E00078062,48.6,51.4
E00078063,35.5,64.5
E00078064,55.3,44.7
E00078065,45,55
E00078066,42.1,57.9
E00078067,33.7,66.3
E00078068,40,60
E00078069,39.2,60.8
E00078085,43.6,56.4
E00078086,54.4,45.6
E00078087,49.4,50.6
E00078088,40.9,59.1
E00078090,65.2,34.8
E00078091,57.2,42.8
E00078092,53.9,46.1
E00078093,50,50
E00078094,50,50
E00078095,53.4,46.6
E00078096,49.6,50.4
E00078100,58.7,41.3
E00078101,48.9,51.1
E00078103,31.6,68.4
E00078104,60.1,39.9
E00078106,53.5,46.5
E00078107,44.7,55.3
E00078108,59.6,40.4
E00078109,44.7,55.3
E00078110,43,57
E00078111,52.8,47.2
E00078112,56,44
E00078113,54.8,45.2
E00078114,53.8,46.2
E00078115,30.9,69.1
E00078116,52.1,47.9
E00078117,66,34
E00078118,45.9,54.1
E00078119,26.9,73.1
E00078120,58,42
E00078121,47.1,52.9
E00078122,48.2,51.8
E00078123,47.2,52.8
E00078124,50.7,49.3
E00078125,46.8,53.2
E00078126,53.7,46.3
E00078127,65.5,34.5
E00078128,55.1,44.9
E00078129,53.7,46.3
E00078130,53.5,46.5
E00078131,35.2,64.8
E00078132,32.8,67.2
E00078133,48.5,51.5
E00078134,33.1,66.9
E00078135,69.4,30.6
E00078136,41.4,58.6
E00078137,44.3,55.7
E00078138,41.3,58.7
E00078139,47.3,52.7
E00078140,33.3,66.7
E00078141,39.9,60.1
E00078142,53.9,46.1
E00078143,59.6,40.4
E00078144,30.6,69.4
E00078145,64.2,35.8
E00078146,64.2,35.8
E00078147,66.7,33.3
E00078148,52.2,47.8
E00078149,29.4,70.6
E00078150,47.4,52.6
E00078151,47.8,52.2
E00078152,29.4,70.6
E00078153,40.3,59.7
E00078154,40.5,59.5
E00078155,24.1,75.9
E00078156,31.5,68.5
E00078157,48.8,51.2
E00078158,11.2,88.8
E00078159,26.5,73.5
E00078160,17.7,82.3
E00078161,34.4,65.6
E00078163,54.7,45.3
E00078164,56.6,43.4
E00078165,36.4,63.6
E00078166,55.6,44.4
E00078167,62.1,37.9
E00078168,39.5,60.5
E00078169,52.6,47.4
E00078170,47,53
E00078171,62.3,37.7
E00078172,57.9,42.1
E00078173,51.3,48.7
E00078174,66.2,33.8
E00078175,69.6,30.4
E00078176,48.6,51.4
E00078177,67.3,32.7
E00078178,60.5,39.5
E00078179,51.3,48.7
E00078180,69.6,30.4
E00078181,74.5,25.5
E00078182,65.3,34.7
E00078183,62.2,37.8
E00078184,65.6,34.4
E00078185,57.7,42.3
E00078186,33.7,66.3
E00078187,40.9,59.1
E00078188,32.3,67.7
E00078189,50,50
E00078190,35.7,64.3
E00078191,51.7,48.3
E00078192,47.4,52.6
E00078193,30.9,69.1
E00078194,34.5,65.5
E00078195,29.9,70.1
E00078196,27,73
E00078197,34.8,65.2
E00078198,46.2,53.8
E00078199,30.6,69.4
E00078200,49.4,50.6
E00078201,39.3,60.7
E00078202,31.9,68.1
E00078203,32.1,67.9
E00078204,27.7,72.3
E00078205,36,64
E00078207,19.3,80.7
E00078208,26.1,73.9
E00078210,32.6,67.4
E00078211,34.1,65.9
E00078212,43.5,56.5
