geography_code,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00049242,7,0.3,0,92.7,0
E00049243,4.4,0.6,0.9,92.5,1.6
E00049244,6.9,4.5,4.5,73.6,10.5
E00049245,5.7,5,3.6,84.3,1.4
E00049246,3,1.5,1.5,85.2,8.9
E00049247,5.3,1.1,2.3,82.8,8.4
E00049248,3,1,1,95,0
E00049249,7.9,2.4,4.1,83.4,2.1
E00049250,4.8,0.7,0.7,93.7,0
E00049251,4,1.9,1.6,80.7,11.8
E00049252,2.1,1.8,4,85.3,6.7
E00049253,7.6,3.5,2.8,79.9,6.2
E00049254,6.1,0.3,3.8,78,11.8
E00049255,6.1,0.3,3.4,87.4,2.7
E00049256,6.8,1.1,1.4,90.7,0
E00049257,10.8,2.4,2,81.8,3
E00049258,4.2,3.5,3.2,86,3.2
E00049259,9.2,6.9,3.8,62.9,17.1
E00049260,5.4,1.6,3.8,83.9,5.4
E00049261,13.6,0.8,4,70.2,11.4
E00049262,9.9,12.4,7.4,59.4,10.9
E00049263,1.8,7.7,1.8,81.6,7
E00049264,6.1,5.8,5.2,73.8,9
E00049265,11.4,0.3,1.7,71.8,14.8
E00049266,2.5,8,4.5,78,7
E00049267,6.3,1.5,2.9,75.6,13.7
E00049268,4.1,0,2.5,93,0.3
E00049269,7.7,3.1,4.5,84.5,0.2
E00049270,2.4,1,2.1,93.8,0.7
E00049271,1.5,0,2.3,96.2,0
E00049272,1.4,2.2,0,95.7,0.7
E00049273,1.7,0.7,1.7,95.9,0
E00049274,1.7,2.6,2.6,93,0
E00049275,2,2.8,3.9,91.3,0
E00049276,5.8,0.4,1.8,92,0
E00049277,1.5,1.9,0.8,95.8,0
E00049278,0,0,0,100,0
E00049279,4.9,0,2.8,92.3,0
E00049280,4,1.2,4.6,89.4,0.9
E00049281,7.1,1.2,2.4,89.4,0
E00049282,1.7,0.3,3,83,12
E00049538,13.4,0.6,4.6,79.1,2.3
E00049539,13.2,0.7,0.7,85.3,0
E00049540,13.7,1.4,3.9,80.6,0.4
E00049542,30.9,1.2,3,54.6,10.2
E00049543,24.9,2.5,4.9,65.5,2.2
E00049545,16.7,2.9,7.6,64.5,8.3
E00049547,13.9,1.2,3.3,81.3,0.3
E00049548,12.8,1.2,2.1,83,0.9
E00049549,8.4,3.3,4.3,84,0
E00049551,10.9,5.1,2.4,79.3,2.4
E00049552,8.3,3.2,4.8,77.7,6.1
E00049553,7.8,2.4,3.6,84.9,1.2
E00049554,11.6,4.9,3.6,77.1,2.8
E00049556,16.9,3.6,7.3,70.9,1.3
E00049558,12.4,4.4,4,76.2,3
E00049559,28.4,4.4,3.8,59.8,3.6
E00049560,21.9,1.5,0.4,71,5.2
E00049561,12.4,2.9,5.7,67.3,11.7
E00049562,17.6,5.2,5.2,68.9,3.2
E00049563,17,1.2,3,78.6,0.3
E00049564,22.3,2.8,7.4,62.5,5
E00049565,4.6,3.8,1.6,89.9,0
E00049566,10.7,1.8,3.9,83.6,0
E00049567,17.7,3.6,7.2,60.6,10.8
E00049569,13.2,4.9,4.1,75.6,2.3
E00049570,18.8,0.6,4.3,76.4,0
E00049572,5.1,10.6,5.9,74.7,3.7
E00049573,24.1,1.2,2.1,72.3,0.3
E00049574,7.2,5.6,2.6,83,1.6
E00049575,25.4,1.8,9,58.7,5.2
E00049577,11.3,3.6,0.8,84.3,0
E00049578,1.9,3,0.8,93.6,0.8
E00049579,3,0,1.5,95.1,0.4
E00049580,8,0.6,0.9,90.6,0
E00049581,7.8,1.6,0.7,89.6,0.3
E00049583,6.3,1.1,2.9,89.7,0
E00049584,5.5,0.3,0.6,92.2,1.3
E00049585,5.2,2.6,2.6,89.5,0
E00049586,14.3,1.7,0.3,80.6,3.1
E00049587,3.5,2.1,3.9,90.5,0
E00049588,9,1,3,87,0
E00049589,6.5,0,5.1,86,2.4
E00049590,10.6,0.8,2,85.6,1
E00049591,1.9,0,2.9,95.2,0
E00049592,5.1,0.6,3.7,90.4,0.3
E00049593,3,1.2,2.8,93,0
E00049594,3.6,2,0,94.4,0
E00049595,4.3,0.4,2,92.9,0.4
E00049596,1,0,3.7,95.3,0
E00049597,2,2.3,2,93.8,0
E00049598,2.1,0.4,0,97,0.4
E00049599,5,0,1.2,91.3,2.5
E00049601,11.3,5.4,2.7,78.6,2.1
E00049603,10.4,2.2,2.8,82.6,2
E00049604,3.5,1.4,1.8,90.5,2.8
E00049606,3.3,28.2,2.1,64.9,1.6
E00049611,10.7,2.5,3.3,80.2,3.3
E00049612,12.6,2,2.9,79.6,2.9
E00049616,1.5,0.4,0.4,96.7,1.1
E00049617,5.1,0,1.6,91.6,1.6
E00049618,2.7,1.7,2,93.6,0
E00049619,0.9,0.6,0.9,97.5,0
E00049620,3.9,0.6,3.2,91,1.3
E00049621,3.2,3,4.1,78.6,11.1
E00049622,5.8,2.7,2.4,86.9,2.1
E00049623,9.7,1.6,1,85.5,2.3
E00049624,9.3,2.8,2.6,75.8,9.5
E00049625,6.3,1.6,7.1,79.3,5.7
E00049626,4.4,2.7,0,92.9,0
E00049627,2.3,0,1.3,96,0.3
E00049628,0,0.4,0.4,99.3,0
E00049629,4.2,2.3,0,93.4,0
E00049630,1.2,0,0.9,97.9,0
E00049631,4.3,0.3,5.2,87.4,2.8
E00049632,3.4,0.3,1,95.2,0
E00049633,1.7,1,1.7,95.6,0
E00049634,8.8,1,3.8,80.5,6
E00049635,2.9,0.8,2.9,93.4,0
E00049636,2.7,0.4,1.1,89.3,6.5
E00049637,3.6,0.6,2,92.7,1.1
E00049638,2.2,1.6,2.9,92,1.3
E00049639,0.4,0.8,2.8,95.2,0.8
E00049640,5.5,0.3,0,93.5,0.7
E00049641,0.5,0.5,2.3,96.8,0
E00049642,0.3,2.4,2.9,92.6,1.8
E00049643,3,0.9,4.6,90,1.5
E00049644,0,6.3,6.8,85.9,1
E00049645,17.5,0,1,81.5,0
E00049646,5.3,0,1.7,92.7,0.3
E00049647,1.2,0.4,1.2,96.9,0.4
E00049648,7.5,1.5,3.8,84.6,2.6
E00049649,6.4,0.3,2.4,81,9.8
E00049650,5.2,0.4,4.4,85.7,4.4
E00049651,7.5,6,7.5,75,4
E00049652,10.9,3.5,8.4,66.1,11.1
E00049735,32.2,2.4,2.8,62.6,0
E00049744,32.9,3,1.9,60.4,1.9
E00049745,54.7,0.5,2.2,39.8,2.7
E00049746,12.1,0,4.4,83.5,0
E00049747,18.6,0.9,0.6,78.1,1.8
E00049749,10.4,0,3.7,86,0
E00049751,8.3,0.3,3.6,87.6,0.3
E00049763,53.5,1.5,1.1,41.7,2.2
E00049771,51.2,1,1,42.3,4.4
E00049773,57.8,0,1.5,39,1.7
E00049886,2,0,2.9,95.1,0
E00049887,1.5,0,1.2,97.2,0
E00049888,1.5,1.8,3.3,93.1,0.4
