geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00049242,5.3,18,68.4,8.3
E00049243,7,17.5,63.2,12.3
E00049244,12.8,24.8,52.8,9.6
E00049245,11,19.7,60.6,8.7
E00049246,11.5,20.2,64.4,3.8
E00049247,6,24.1,63.9,6
E00049248,9.7,19.4,64.6,6.3
E00049249,9.4,21.6,61.2,7.9
E00049250,7.4,24.4,54.1,14.1
E00049251,7.1,22,66.1,4.8
E00049252,10.1,22.5,58.1,9.3
E00049253,7.9,21.1,63.2,7.9
E00049254,7.3,24,60.7,8
E00049255,9.6,18.5,63.7,8.2
E00049256,8.7,19.8,66.3,5.2
E00049257,9,20.8,63.9,6.3
E00049258,8.3,20.8,63.3,7.5
E00049259,11.5,28.5,54.6,5.4
E00049260,8.6,18.7,64.2,8.6
E00049261,6.8,25.7,60.1,7.4
E00049262,19.2,34.6,39.1,7.1
E00049263,7.5,17.2,62.4,12.9
E00049264,7.8,24,59.9,8.4
E00049265,17.1,16.4,60,6.4
E00049266,14.3,24.5,53.1,8.2
E00049267,9.6,26.7,52.6,11.1
E00049268,5.3,25.8,57.6,11.3
E00049269,7.6,15.6,64.4,12.4
E00049270,8.9,18.4,65.8,7
E00049271,4.1,21.1,64.2,10.6
E00049272,9,20.1,61.8,9
E00049273,6.6,21.2,66.2,6
E00049274,9.4,15.7,66.7,8.2
E00049275,10,18.9,63.2,7.9
E00049276,10.2,17.3,62.2,10.2
E00049277,7.8,15.7,68.6,7.8
E00049278,3.2,17.5,77.8,1.6
E00049279,10.4,18.8,63.6,7.1
E00049280,10.7,15.1,62.3,11.9
E00049281,3.2,20.2,67.6,9
E00049282,10.3,24.3,58.1,7.4
E00049538,7.4,19.3,67.1,6.2
E00049539,2.7,22.3,66.2,8.8
E00049540,5.4,22.3,60.8,11.5
E00049542,11.6,24.7,56.8,6.8
E00049543,5.5,20.5,66.4,7.5
E00049545,6.5,25.3,60,8.2
E00049547,7.7,17.9,65.5,8.9
E00049548,8,23,63.1,5.9
E00049549,7.2,16.4,67.2,9.2
E00049551,6.1,22.7,62.1,9.1
E00049552,8.2,26.1,56.7,9
E00049553,9.6,19.2,61.5,9.6
E00049554,11.4,19.9,62.1,6.6
E00049556,8.4,19,59.8,12.8
E00049558,4.3,20.1,69.1,6.5
E00049559,11.8,25.7,55.1,7.4
E00049560,11.5,15.9,64.6,8
