areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00103353,95.9,0.5,3.7
E00116922,95.5,1.1,3.4
E00116927,96.8,1.5,1.7
E00116928,95.1,0.7,4.2
E00116930,95,4.6,0.5
E00163064,93.5,1.5,4.9
E00163065,94.5,1,4.5
E00163067,96.6,0.8,2.7
E00163068,94.5,1,4.5
E00163069,95.5,0.4,4.1
E00163073,95,2.5,2.5
E00163074,97.4,1,1.6
E00163075,94.5,2.1,3.5
E00163076,97.7,0.4,1.9
E00163077,95,1.1,3.9
E00163078,94.4,1.8,3.8
E00163079,96.6,0.4,3.1
E00163080,96.2,0.3,3.6
E00163081,97.1,1.1,1.8
E00163082,93.1,1.5,5.4
E00163083,99.6,0,0.4
E00163084,95.3,1,3.7
E00163085,97.8,0.4,1.8
E00163087,96.3,0.3,3.4
E00163088,92.8,1.6,5.6
E00163089,96.4,0,3.6
E00163090,97,0.4,2.7
E00163092,93.7,0.7,5.6
E00163093,95.5,0.8,3.7
E00163094,95,0,5
E00163095,96,1.8,2.2
E00163096,96.5,0.8,2.7
E00163097,94.8,0,5.2
E00163098,94.8,0.3,4.9
E00163099,89.9,2.8,7.3
E00163100,93.3,2.9,3.8
E00163101,97,0,3
E00163102,97.5,0,2.5
E00163105,93.2,2.6,4.1
E00163106,95.8,0.4,3.9
E00163107,89.4,4.3,6.4
E00163108,95.6,0,4.4
E00163109,93,3.1,3.9
E00163110,92,1,7
E00163111,94.9,1.4,3.7
E00163112,98.4,0.3,1.3
E00163113,89.7,1.3,9
E00163114,93.7,0.3,6
E00163115,90.2,2.4,7.3
E00163116,94.1,0.4,5.5
E00163117,93,1.8,5.3
E00163118,95.5,0.5,4.1
E00163119,90.1,2.7,7.2
E00163120,95.4,0.8,3.9
E00163121,94.5,2.6,2.9
E00163122,94.5,2.6,2.9
E00163123,97.6,0.3,2.1
E00163124,93.6,2.4,4
E00163125,95.9,0.5,3.6
E00163127,94.2,2.6,3.2
