geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00073143,7.3,28.1,4.5,59.1,1
E00073145,13.1,37.9,0.9,44.9,3.2
E00073147,17.2,36.6,6.1,37.5,2.7
E00073148,8.9,27.1,1.5,60.6,1.9
E00073150,12.4,31.9,4,50.7,1
E00073152,8.3,29.8,0.9,61,0
E00073153,6.7,26.2,0,66.9,0.2
E00073154,5.8,25.5,3.1,65.3,0.3
E00073155,2.9,20.3,3.2,72.6,1
E00073156,5.9,31.8,2.1,60.2,0
E00073157,2,33.5,2,61.5,1.1
E00073158,13.3,26.2,1,55.6,3.8
E00073159,3.5,22.1,0.4,72.9,1.2
E00073160,4,22.3,1.1,71.3,1.1
E00073161,17.5,27.5,2.6,51.8,0.6
E00073162,2.5,31.5,1.1,64.8,0
E00073163,3.2,27.1,2.2,67.5,0
E00073164,8.3,25.9,1.5,64.3,0
E00073165,2.8,40.8,0.3,56,0
E00073166,4.5,26.6,2.9,66,0
E00073167,3.6,25.3,0.8,69.3,1
E00073168,12.2,33.1,2.9,49.8,1.9
E00073169,6.8,23,1.9,66.3,1.9
E00073170,2.4,45.8,0.7,50.5,0.6
E00073171,7.7,34,2.3,54.2,1.8
E00073172,13,26,2,58.1,0.8
E00073173,8.6,21.6,2.2,67.2,0.4
E00073174,6.1,24.8,2.2,64.7,2.2
E00073176,13.2,33.5,2.5,48.6,2.2
E00073177,5.9,35.8,2.1,56.3,0
E00073178,4.2,31.8,1.9,60.5,1.6
E00073179,11.5,30.4,0,57.1,1
E00073181,15.2,42.4,2.7,36,3.7
E00073182,10.5,37.8,2,48.8,1
E00073263,3.5,30.7,2.1,61.9,1.8
E00073264,7.3,35.4,3,53,1.3
E00073266,2.5,31.5,1.8,64.1,0
E00073267,6.1,31.6,3.9,57.1,1.3
E00073268,2.9,32.8,1.1,62.1,1.1
E00073269,5.9,31.8,0.9,59.7,1.8
E00073270,3.4,34.4,1.2,60.7,0.3
E00073271,3,31.5,2.5,62.3,0.8
E00073272,6.5,32.2,2.4,57.9,1
E00073273,5.6,25.1,2.2,65.4,1.7
E00073274,14.6,40.5,2.5,40.3,2.1
E00073276,9.7,42.4,0,46.9,1
E00073277,1.1,29.9,3.4,65.5,0
E00073278,4,18.1,0.7,77.2,0
E00073280,2.6,27.7,0,69.4,0.4
E00073281,2.1,33.6,0.9,63,0.3
E00073282,1.3,33.4,1.6,62,1.6
E00073283,5.7,20.8,1.5,72.1,0
E00073284,22.8,29.3,4.3,39.7,3.8
E00073285,5.6,28.8,2.2,63.2,0.3
E00073286,2.9,23.8,1.8,70.3,1.1
E00073287,6.5,19.8,0.9,69.8,3
E00073288,6.6,24.9,1.8,66.7,0
E00073289,4.8,25.3,1.4,68.3,0.3
E00073290,1.7,19,2.5,76.4,0.4
E00073291,4.5,22.3,1.9,71.4,0
E00073292,4.5,33.2,1.6,59.9,0.9
E00073293,6.3,30.5,2.2,60.1,0.9
E00073294,6.9,38.5,0,54,0.6
E00073295,3.6,26.1,2.8,65.2,2.4
E00073296,2.8,33.6,0,63.2,0.4
E00073297,3.4,32.2,2.7,58.7,3
E00073298,5.5,34.1,2.6,57,0.8
E00073299,5.7,25.3,2.3,65.3,1.3
E00073300,3.3,19.6,0,76.6,0.5
E00073414,11.3,44,2,41,1.7
E00073415,2,28.2,0.7,67,2
E00073416,2.6,33.9,0.4,62.4,0.7
E00073419,2.8,27.6,1.1,67.5,1.1
E00073420,5.5,47.2,2.5,44.2,0.5
E00073421,1.7,63.1,0.5,33.2,1.5
E00073422,25.7,37.4,5,28.5,3.4
E00073423,7.1,31,3.3,57.3,1.3
E00073424,25.9,38.3,2.5,30.3,3
E00073425,2.4,60.5,1.1,36.1,0
E00073426,1.7,60.8,0,34.7,2.8
E00073431,0.8,57.3,0.8,40,1
E00073433,3.7,58.4,0.6,36.1,1.2
E00073439,0.4,14.4,0.8,83.5,0.8
E00073440,5.4,32.8,1.7,60.2,0
E00073441,15,45.6,4.7,31.6,3.1
E00073442,1.3,30.6,2.1,64.4,1.6
E00073443,2.1,21.4,0,75.6,0.9
E00073444,4.5,33,0.9,61.5,0
E00073445,1.2,34.4,1.6,61.1,1.6
E00073446,1,43.2,0.2,54.4,1.2
E00073449,2,17.3,0,80.7,0
E00073450,3.6,28.8,1.6,65.6,0.4
E00073451,4.3,23,1.6,70.7,0.4
E00073452,1.5,22.7,0.4,73.5,1.9
E00073472,2.5,20.2,2.1,74.4,0.8
E00073473,14.1,52.2,1.6,25.3,6.7
E00073474,2.6,24.5,0.6,71.6,0.6
E00073476,1.2,30,0.4,65.6,2.8
E00073477,2,26.8,2,66.7,2.4
E00073478,1.4,21.8,1.4,75.5,0
E00073479,1.3,33.3,1.3,61.4,2.6
E00073480,6.5,19.2,0,72.7,1.5
E00073481,1.8,31.5,2,64,0.7
E00073482,2.7,34,2.2,60.1,1.1
E00073483,2.1,41,0.6,55.4,0.9
E00073484,1.9,17.7,1.9,78.1,0.5
E00073485,5.5,47.2,0,46.8,0.5
E00073486,8.1,36.9,1.5,51.7,1.7
E00073487,1.8,45.3,0.4,52.5,0
E00073488,1.9,45.4,2.3,50,0.4
E00073489,1.5,18.3,1.5,76.2,2.5
E00073490,5.9,34.4,1.6,56.3,2
E00073491,1.9,26.4,0,69.9,1.9
E00073492,2.5,21.3,0.7,75.1,0.4
E00073493,4.7,27,1.6,66.5,0.3
E00073494,2.3,51.7,0,44.5,1.4
E00073495,3.8,67.3,0.7,26.8,1.4
E00073497,3.2,32,0.4,64.4,0
E00073498,2.8,19.2,2.8,74.8,0.5
E00073499,2.9,23.9,2.4,70.8,0
E00073500,2.7,49.1,2.2,44.9,1
E00073501,0.6,42.8,1,54.7,1
E00073502,2.8,36.1,0.9,59.7,0.6
E00073503,2.7,22.2,1.4,73.3,0.5
E00073504,1.9,45,0,52.1,1
E00073505,3.4,37,0,59.6,0
E00073506,3,27.9,0.7,67.7,0.7
E00073507,7,31.6,1.9,57,2.5
E00073508,0.4,33.6,0.4,65.1,0.4
E00073509,3.5,27.9,0.7,67.9,0
E00073510,0.7,33.7,0.7,63.7,1.1
E00073511,4.1,31.4,0.4,62.8,1.2
E00073512,0.7,36.5,0.3,61.8,0.7
E00073513,1.1,24.9,1.8,72.2,0
E00073514,0.9,56.8,1.2,40.3,0.9
E00073515,3.2,29.9,0.4,65.5,1.1
E00073516,1.4,40.3,2,55.7,0.6
E00073517,3.4,34.7,1.5,60.4,0
E00073518,2.7,22,1.8,70.9,2.7
E00073519,2.1,50.8,0.9,45.6,0.6
E00073520,1.4,25.5,0,73.1,0
E00073521,2.1,48.5,0,47.5,1.8
E00073522,4.6,37.9,0.7,56.8,0
E00073523,2.5,23.6,1.3,72.6,0
E00073524,1.5,37.9,0.7,59.6,0.4
