geography_code,disability_3a-001,disability_3a-002
E00089506,10.2,89.8
E00089507,10.1,89.9
E00089508,9.1,90.9
E00089509,11.1,88.9
E00089510,14.3,85.7
E00089511,13.3,86.7
E00089512,12.3,87.7
E00089513,8.9,91.1
E00089514,18.6,81.4
E00089515,6.9,93.1
E00089516,10.8,89.2
E00089517,17.6,82.4
E00089518,29,71
E00089519,13,87
E00089520,19.3,80.7
E00089521,11.6,88.4
E00089522,18.8,81.2
E00089523,8.2,91.8
E00089524,11.9,88.1
E00089525,12.4,87.6
E00089526,11.8,88.2
E00089527,14.3,85.7
E00089528,23.3,76.7
E00089529,19.5,80.5
E00089530,12.5,87.5
E00089531,16.1,83.9
E00089532,10.3,89.7
E00089533,15.3,84.7
E00089534,9.7,90.3
E00089535,9.6,90.4
E00089536,9,91
E00089537,11.3,88.7
E00089538,8.7,91.3
E00089539,13.9,86.1
E00089540,7.1,92.9
E00089541,7.8,92.2
E00089542,11.7,88.3
E00089543,10.1,89.9
E00089544,13.1,86.9
E00089545,20.4,79.6
E00089546,17,83
E00089547,11.6,88.4
E00089548,8.6,91.4
E00089549,14.4,85.6
E00089550,12.8,87.2
E00089551,11.3,88.7
E00089552,11.7,88.3
E00089553,10.2,89.8
E00089554,7.1,92.9
E00089555,32.6,67.4
E00089556,27,73
E00089557,12.3,87.7
E00089558,9.9,90.1
E00089559,19.9,80.1
E00089563,10.1,89.9
E00089564,8.8,91.2
E00089565,13.2,86.8
E00089566,14.3,85.7
E00089567,21.1,78.9
E00089574,11.1,88.9
E00089575,16,84
E00089576,9.8,90.2
E00089577,25,75
E00089578,21.4,78.6
E00089579,12.1,87.9
E00089580,11.7,88.3
E00089581,7.6,92.4
E00089595,11.1,88.9
E00089597,10.5,89.5
E00089602,11.4,88.6
E00089603,27.2,72.8
E00089604,24.2,75.8
E00089606,10.8,89.2
E00089607,12.1,87.9
E00089609,10.7,89.3
E00089610,12.2,87.8
E00089611,14.2,85.8
E00089612,8.1,91.9
E00089613,10.9,89.1
E00089614,12.1,87.9
E00089615,20.5,79.5
E00089616,13.3,86.7
E00089617,13.8,86.2
E00089619,7.5,92.5
E00089620,12,88
E00089621,9.9,90.1
E00089622,13.5,86.5
E00089623,10.3,89.7
E00089624,19.7,80.3
E00089625,12.4,87.6
E00089626,13.8,86.2
E00089627,10.3,89.7
E00089628,9.9,90.1
E00089629,9.6,90.4
E00089630,14.6,85.4
E00089631,7.8,92.2
E00089632,12.3,87.7
E00089633,14.3,85.7
E00089634,7.4,92.6
E00089635,11.2,88.8
E00089636,11.1,88.9
E00089637,8.7,91.3
E00089638,9,91
E00089639,9.4,90.6
E00089640,14.5,85.5
E00089641,12.8,87.2
E00089642,8.8,91.2
E00089657,17.5,82.5
E00089665,8.2,91.8
E00089666,10.2,89.8
E00089667,16.9,83.1
E00089668,10.9,89.1
E00089669,11,89
E00089670,25.3,74.7
E00089671,14.4,85.6
E00089672,19,81
E00089673,16.6,83.4
E00089674,17,83
E00089675,15.3,84.7
E00089676,9.3,90.7
E00089677,13.8,86.2
E00089678,11.6,88.4
E00089679,16.4,83.6
E00089680,13.8,86.2
E00089681,18.6,81.4
E00089682,10.9,89.1
E00089683,15.1,84.9
E00089685,16.2,83.8
E00089686,17.3,82.7
E00089687,15.4,84.6
E00089688,16.8,83.2
E00089689,29.4,70.6
E00089691,15.6,84.4
E00089693,12.2,87.8
E00089694,9,91
E00089696,8.6,91.4
E00089697,14.8,85.2
E00089698,15.7,84.3
E00089699,12.8,87.2
E00089700,5.3,94.7
E00089701,21.1,78.9
E00089702,11.2,88.8
E00089703,12.7,87.3
E00089704,14.7,85.3
E00089705,12.6,87.4
E00089706,13.8,86.2
E00089707,12.1,87.9
E00089709,9.4,90.6
E00089710,11.6,88.4
E00089711,19.2,80.8
E00089712,17.4,82.6
E00089713,9.4,90.6
E00089714,8.8,91.2
E00089715,9,91
E00089716,10.7,89.3
E00089717,14.2,85.8
E00089718,10.2,89.8
E00089719,12.8,87.2
E00089720,10.9,89.1
E00089721,15.1,84.9
E00089722,22.8,77.2
E00089723,6.9,93.1
E00089724,12.3,87.7
E00089725,12.9,87.1
E00089726,10.7,89.3
E00089727,16.3,83.7
E00089728,7.8,92.2
E00089729,7.9,92.1
E00089730,9.8,90.2
E00089731,7.5,92.5
E00089733,7,93
E00089734,11.5,88.5
E00089735,9.4,90.6
E00089736,15.5,84.5
E00089758,18.9,81.1
E00089759,15.4,84.6
E00089760,16.6,83.4
E00089761,18.7,81.3
E00089762,11.2,88.8
