areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00039835,24.2,75.8
E00040307,44.3,55.7
E00040309,25.9,74.1
E00040310,36.7,63.3
E00040311,26.2,73.8
E00040313,48.7,51.3
E00040314,24.8,75.2
E00040462,41.7,58.3
E00040463,34.7,65.3
E00040464,33,67
E00040465,54.6,45.4
E00040466,50.8,49.2
E00040467,32.4,67.6
E00040468,35.4,64.6
E00040469,41.1,58.9
E00040470,46.8,53.2
E00040471,51.2,48.8
E00040472,38.2,61.8
E00040473,26.3,73.7
E00040474,51.7,48.3
E00040475,58.1,41.9
E00040476,56.2,43.8
E00040477,58.5,41.5
E00040478,36.1,63.9
E00040479,35,65
E00040480,40.2,59.8
E00040481,38.9,61.1
E00040482,37.7,62.3
E00040483,36.2,63.8
E00040484,45,55
E00040485,40.5,59.5
E00040486,53.4,46.6
E00040487,39.7,60.3
E00040488,32,68
E00040489,42.4,57.6
E00040490,47,53
E00040491,40.4,59.6
E00040492,38,62
E00040493,41.2,58.8
E00040494,31.7,68.3
E00040495,42.3,57.7
E00040496,50.2,49.8
E00040497,26.3,73.7
E00040498,47.8,52.2
E00040499,25,75
E00040500,46.5,53.5
E00040501,56.1,43.9
E00040502,48.4,51.6
E00040503,41.6,58.4
E00040504,27.5,72.5
E00040505,46.8,53.2
E00040506,6.9,93.1
E00040507,50.3,49.7
E00040508,60.5,39.5
E00040509,63.5,36.5
E00040510,56.4,43.6
E00040511,52.2,47.8
E00040512,68.9,31.1
E00040513,50,50
E00040514,59.8,40.2
E00040515,50.7,49.3
E00040516,45.3,54.7
E00040517,47.4,52.6
E00040518,48.7,51.3
E00040519,47.6,52.4
E00040520,57.7,42.3
E00040521,33.3,66.7
E00040522,32.8,67.2
E00040523,44.6,55.4
E00040524,33.8,66.2
E00040856,27,73
E00040857,27.4,72.6
E00040858,29.6,70.4
E00040859,30.6,69.4
E00040860,14.5,85.5
E00040861,22.2,77.8
E00040862,19.4,80.6
E00040863,11.5,88.5
E00040864,9.8,90.2
E00040865,4.3,95.7
E00040867,22,78
E00040879,33,67
E00040884,27.8,72.2
E00040885,31.8,68.2
E00040890,23.8,76.2
E00040892,28.2,71.8
E00040893,11.3,88.7
E00040895,5.7,94.3
E00040896,23.7,76.3
E00040898,21.7,78.3
E00040899,17.8,82.2
E00040901,0.9,99.1
E00040902,14.2,85.8
E00040903,11.2,88.8
E00040905,15.7,84.3
E00040968,34,66
E00040971,26,74
E00040973,61.6,38.4
E00040974,39.6,60.4
E00040975,27.2,72.8
E00040977,35,65
E00040978,50.8,49.2
E00040980,29.9,70.1
E00040981,34.4,65.6
E00040982,23.5,76.5
E00040983,23,77
E00040984,18.1,81.9
E00040985,29,71
E00040986,37,63
E00040987,45.9,54.1
E00040988,34.7,65.3
E00040989,35.4,64.6
E00040990,47.2,52.8
E00040991,30.5,69.5
E00040992,39.6,60.4
E00040993,48.2,51.8
E00040995,38.7,61.3
E00040996,42.7,57.3
E00040997,28.6,71.4
E00040998,38.7,61.3
E00041001,31,69
E00041005,47.7,52.3
E00041007,36.3,63.7
E00041009,30.8,69.2
E00041010,32.5,67.5
E00041016,27.3,72.7
E00041017,32.8,67.2
E00041018,36.6,63.4
E00041019,30.5,69.5
E00041172,62.9,37.1
E00041173,56.5,43.5
E00041175,61,39
E00041176,48.8,51.2
E00041177,59.6,40.4
E00041179,58.1,41.9
E00041180,47.3,52.7
E00041181,63.9,36.1
E00041182,52.2,47.8
E00041184,42.3,57.7
E00041185,62.5,37.5
E00041186,50.5,49.5
E00041187,70.9,29.1
E00041188,29.8,70.2
E00041189,63.3,36.7
E00041190,54.2,45.8
E00041192,60.7,39.3
E00041193,55.7,44.3
E00041196,39.8,60.2
E00041197,57.3,42.7
E00041198,55.4,44.6
E00041200,61.8,38.2
E00041201,63.1,36.9
E00041202,53.8,46.2
E00041203,55.5,44.5
E00041204,64.1,35.9
E00041205,56,44
E00041206,64.1,35.9
E00041207,65.6,34.4
E00041208,45.7,54.3
E00041209,56.3,43.7
E00041210,50,50
E00041211,59,41
E00041212,32.5,67.5
E00041213,48.9,51.1
E00041214,59.5,40.5
E00041229,56,44
E00041298,25.6,74.4
E00041299,54.1,45.9
E00041300,43.1,56.9
E00041301,27.9,72.1
E00041302,51.7,48.3
E00041303,23,77
E00041304,42.6,57.4
E00041305,43.6,56.4
E00041306,52.3,47.7
E00041307,32.5,67.5
E00041308,31.9,68.1
E00041309,24.9,75.1
E00041310,39.8,60.2
E00041311,32.4,67.6
E00041312,34.4,65.6
E00041313,33.7,66.3
E00041314,41.9,58.1
E00041315,52.3,47.7
E00041316,38.6,61.4
E00041317,56.6,43.4
E00041318,15.4,84.6
E00041319,28.3,71.7
E00041320,33.7,66.3
E00041321,45.9,54.1
E00041322,41.3,58.8
E00041323,25.2,74.8
E00041324,39,61
E00041325,64.7,35.3
E00041326,63.4,36.6
E00041327,22.3,77.7
E00041328,28.5,71.5
E00041329,46.5,53.5
E00041330,41.1,58.9
E00041332,26.8,73.2
E00041333,30,70
E00041334,50,50
E00041335,30.2,69.8
E00041336,36.7,63.3
E00041337,52.6,47.4
E00041338,35.8,64.2
E00041339,37,63
E00041340,34.2,65.8
E00041341,55.1,44.9
E00041342,53.2,46.8
E00041343,34.4,65.6
E00041345,26.8,73.2
E00041346,24.3,75.7
E00041347,35.9,64.1
E00041348,38.6,61.4
