areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00039835,10.3,9.3,26.2,54.2
E00040307,0,14.9,71.3,13.9
E00040309,14.7,24.2,40,21.1
E00040310,2.3,35.2,48.9,13.6
E00040311,0.8,14.8,72.1,12.3
E00040313,2.3,9,80.5,8.3
E00040314,61.5,26.2,9,3.3
E00040462,2.1,13,79.5,5.5
E00040463,4.7,15.1,66,14.2
E00040464,1.7,17.6,66.4,14.3
E00040465,5.3,12.9,56.1,25.8
E00040466,2.3,18,67.7,12
E00040467,26.2,22.4,44.9,6.5
E00040468,8.1,19.8,68.5,3.6
E00040469,0,17.1,75.2,7.6
E00040470,3.5,13.4,66.2,16.9
E00040471,0.7,26.3,66.4,6.6
E00040472,21.1,18.6,51.8,8.5
E00040473,13.7,35.9,45.8,4.6
E00040474,5.2,19.1,60,15.7
E00040475,0,14.2,55.5,30.3
E00040476,0,25.2,58.5,16.3
E00040477,0,1.9,67.3,30.8
E00040478,0,18.4,79.6,2
E00040479,42.8,13.8,35.2,8.3
E00040480,0.6,9.7,81.2,8.4
E00040481,5.5,19.1,71.8,3.6
E00040482,11.4,40.9,42.4,5.3
E00040483,4.6,9.2,79.2,6.9
E00040484,0,8.6,85.3,6
E00040485,14.2,9,68.7,8.2
E00040486,0.8,7.5,78.3,13.3
E00040487,16.9,12.7,68.6,1.7
E00040488,2.9,21.2,73.1,2.9
E00040489,8,8.8,70.4,12.8
E00040490,1.8,7.2,78.4,12.6
E00040491,1.7,27.7,63.9,6.7
E00040492,13.9,25.5,51.1,9.5
E00040493,2.2,16.4,74.6,6.7
E00040494,13.8,28.9,44,13.2
E00040495,3.6,10.8,79.3,6.3
E00040496,0.9,9.8,77.7,11.6
E00040497,9.7,35.5,47.1,7.7
E00040498,0.8,13.3,73.3,12.5
E00040499,7.3,39.1,52.3,1.3
E00040500,0.8,31.8,58.3,9.1
E00040501,0,4.2,72.3,23.5
E00040502,0,10.7,77.1,12.2
E00040503,46.1,3.9,36.7,13.3
E00040504,92.2,6.8,1,0
E00040505,2,9.5,80.3,8.2
E00040506,97.1,2.9,0,0
E00040507,0,6.2,80.4,13.4
E00040508,0.9,6,60.3,32.8
E00040509,1,2.9,66.7,29.5
E00040510,4.2,12.6,56.6,26.6
E00040511,7.8,11.7,32,48.5
E00040512,0,1.7,56,42.2
E00040513,0,13.9,51.6,34.4
E00040514,2.7,8.9,73.2,15.2
E00040515,4,10.7,67.8,17.4
E00040516,10.5,14,65,10.5
E00040517,24.5,19.5,50.3,5.7
E00040518,0,8.7,80.9,10.4
E00040519,26.8,19.6,25.6,28
E00040520,6.2,21.2,52.1,20.5
E00040521,13.7,45,34.4,6.9
E00040522,3.6,47.4,45.3,3.6
E00040523,1,10.7,75.7,12.6
E00040524,9.7,8.8,69.9,11.5
E00040856,24.1,24.1,25.5,26.3
E00040857,5,14.9,43.8,36.4
E00040858,0,14.4,49.5,36
E00040859,19.7,26.8,17.3,36.2
E00040860,10.1,21.7,31.8,36.4
E00040861,4.7,10.9,45.7,38.8
E00040862,19,17.1,35.2,28.6
E00040863,1,36.4,41.4,21.2
E00040864,14.2,9.4,17,59.4
E00040865,32.8,8.8,10.2,48.2
E00040867,2.2,22.4,49.3,26.1
E00040879,0.9,11.3,57.5,30.2
E00040884,1.9,26.2,60.2,11.7
E00040885,14.7,19.6,45.1,20.6
E00040890,1.3,7.5,66.3,25
E00040892,8.5,22.6,45.3,23.6
E00040893,14.6,11.4,29.3,44.7
E00040895,7.1,11.5,20.4,61.1
E00040896,4.4,55.9,22.1,17.6
E00040898,0,10.7,54.4,35
E00040899,2.1,34.9,47.3,15.8
E00040901,18.1,11.4,15.2,55.2
E00040902,2.9,5.8,35,56.3
E00040903,19.5,12.5,12.5,55.5
E00040905,6.3,25.2,32.3,36.2
E00040968,22.5,38.2,34.6,4.7
E00040971,7.9,31.6,58.8,1.7
E00040973,3.6,8.8,73,14.6
E00040974,3.5,27.5,62.7,6.3
E00040975,22,48.9,28.4,0.7
E00040977,13,26.7,48.1,12.2
E00040978,7.6,27.5,61.1,3.8
E00040980,13.2,14,69.3,3.5
E00040981,0.8,39.5,57.1,2.5
E00040982,8.4,53.3,36.4,1.9
E00040983,29.4,39.5,23.5,7.6
E00040984,8.8,45.6,38.2,7.4
E00040985,1.5,13.8,79.2,5.4
E00040986,1.5,43.4,44.1,11
E00040987,10.8,10.8,70.3,8.1
E00040988,2.2,54,39.4,4.4
E00040989,0.8,43,46.3,9.9
E00040990,9.9,14.9,60.3,14.9
E00040991,0.8,59.3,32.2,7.6
E00040992,2.6,14.3,76.6,6.5
E00040993,0,9,80.3,10.7
E00040995,0,23.6,68.9,7.5
E00040996,1.7,17.1,70.1,11.1
E00040997,15.4,47.5,34,3.1
E00040998,6.7,10.4,71.9,11.1
E00041001,0,7.8,87.4,4.9
E00041005,5.6,17.6,68.8,8
E00041007,2.6,10.3,84.6,2.6
E00041009,7.9,26.4,60,5.7
E00041010,2.9,11.5,83.7,1.9
E00041016,11.2,44.8,36,8
E00041017,29.9,54,16,0
E00041018,19.4,22.2,52.8,5.6
E00041019,10.3,19.5,57.3,13
E00041172,0,9.5,50.7,39.9
E00041173,0.6,18.5,44.6,36.3
E00041175,4.9,19.5,43.2,32.4
E00041176,5.7,42.2,30.4,21.7
E00041177,0,7.9,65.1,27
E00041179,5.2,14.3,53.2,27.3
E00041180,7.4,33.1,57.9,1.7
E00041181,1.2,12.3,59.3,27.2
E00041182,3.6,13.8,53.6,29
E00041184,3.5,39.1,40,17.4
E00041185,1.7,5.8,22.3,70.2
E00041186,21.4,13.7,51.9,13
E00041187,1.5,3,74.6,20.9
E00041188,12.4,49.5,30.5,7.6
E00041189,0.8,20.5,46.5,32.3
E00041190,0.8,8.3,52.5,38.3
E00041192,0.8,14.8,57.4,27
E00041193,1.7,19.3,39.5,39.5
E00041196,2.7,21.4,62.5,13.4
E00041197,1.2,12.2,35.4,51.2
E00041198,2.6,19,35.9,42.6
E00041200,0.8,12.3,61.5,25.4
E00041201,1.5,6.6,51.8,40.1
E00041202,11.9,16.3,40,31.9
E00041203,0,16.5,54.5,28.9
E00041204,0,8.8,61.6,29.6
E00041205,4.4,23.4,50.4,21.9
E00041206,0.8,12.3,42.6,44.3
E00041207,0.7,6.6,57.4,35.3
E00041208,5.8,43.2,36,15.1
E00041209,17.4,23.5,28.9,30.2
E00041210,3.1,46.6,35.1,15.3
E00041211,2.2,39.3,37.8,20.7
E00041212,31.7,46.7,15.6,6
E00041213,1.2,16.7,63,19.1
E00041214,1.8,26.4,44.8,27
E00041229,8.9,14.5,48.4,28.2
E00041298,30.5,51.1,17.6,0.8
E00041299,0.7,20.9,63.5,14.9
E00041300,2.9,15.1,74.8,7.2
E00041301,30.2,20.1,35.2,14.5
E00041302,2.9,7.9,72.7,16.5
E00041303,8.1,32.3,52.4,7.3
E00041304,8.9,22.8,53.7,14.6
E00041305,32.5,8.7,46,12.7
E00041306,0.8,11.8,73.2,14.2
E00041307,9.2,18.5,65.4,6.9
E00041308,3.2,24.8,61.6,10.4
E00041309,3.8,27.6,55.2,13.3
E00041310,3.9,28.1,58.6,9.4
E00041311,12.3,25.6,47.4,14.7
E00041312,5.2,35.3,52.9,6.5
E00041313,48.8,24.4,24.4,2.4
E00041314,0.9,10.3,80.4,8.4
E00041315,1.5,11.2,80.6,6.7
E00041316,27.9,27.9,43.4,0.8
E00041317,0.7,10.5,70.4,18.4
E00041318,13.1,62.1,22.8,2.1
E00041319,0.8,37.4,54.5,7.3
E00041320,2.9,55.2,37.6,4.3
E00041321,7.2,37.1,42.3,13.4
E00041322,22.4,28.6,44.9,4.1
E00041323,9.4,47.9,40.6,2.1
E00041324,4.6,12,76.9,6.5
E00041325,0,13,45.5,41.6
E00041326,8.5,35.4,35.4,20.7
E00041327,11.7,47.4,34.3,6.6
E00041328,1.8,51.5,42.5,4.2
E00041329,0,30.2,54.7,15.1
E00041330,1.5,15.3,78.6,4.6
E00041332,26.5,34.6,33,5.9
E00041333,9.4,28.1,47.7,14.8
E00041334,2.4,19.3,62.7,15.7
E00041335,0.8,19.4,77.4,2.4
E00041336,1.3,7.9,81.6,9.2
E00041337,1.8,22.5,60.4,15.3
E00041338,0,6.4,87.3,6.4
E00041339,0.7,9.2,85.1,5
E00041340,6.5,40.6,47.1,5.9
E00041341,1,33,59,7
E00041342,2.2,23.7,57,17.2
E00041343,26.5,17.9,40.4,15.2
E00041345,3.9,30.7,60.6,4.7
E00041346,6.9,33.7,52.5,6.9
E00041347,10.7,23.5,56.4,9.4
E00041348,27.8,22.6,40,9.6
E00041349,7.9,44.2,44.8,3
E00041352,12.2,23.8,51.2,12.8
E00041355,11.3,18.4,58.9,11.3
E00041356,8.5,21.2,55.1,15.3
E00041357,3.5,16.8,67.3,12.4
E00041358,0,24.1,62.9,12.9
E00041359,22.6,15.1,54.1,8.2
E00041360,0.9,19.3,67.9,11.9
E00041361,9.6,24.3,47,19.1
E00041362,3.7,74.1,22.2,0
E00172455,4.1,17.1,37,41.8
E00172456,22.2,23,34.1,20.7
E00172457,3,28.9,34.8,33.3
E00172518,15.8,48.2,20.2,15.8
E00172519,3,12.8,23.3,60.9
E00172520,0.8,22.7,28.6,47.9
E00172521,13,39.7,22.1,25.2
E00172522,0,3.4,53.4,43.2
E00172523,5.2,25.9,34.8,34.1
