areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00039835,18.7,51.4,21.5,8.4
E00040307,16.8,49.5,26.7,6.9
E00040309,27.4,50.5,20,2.1
E00040310,22,51.6,23.1,3.3
E00040311,26.8,44.7,21.1,7.3
E00040313,14.9,48.5,31.3,5.2
E00040314,58.7,34.7,6.6,0
E00040462,27.4,46.6,19.9,6.2
E00040463,32.1,50,14.2,3.8
E00040464,35.3,41.2,17.6,5.9
E00040465,20.5,43.2,25.8,10.6
E00040466,19.4,39.6,35.1,6
E00040467,43.8,41.9,10.5,3.8
E00040468,34.3,45.4,19.4,0.9
E00040469,19.6,57.8,17.6,4.9
E00040470,27.1,45.1,23.6,4.2
E00040471,22.6,56.2,18.2,2.9
E00040472,41.6,33.5,19.3,5.6
E00040473,43.8,41.2,13.7,1.3
E00040474,14,55.3,21.9,8.8
E00040475,7.1,45.2,39.4,8.4
E00040476,13.3,54.8,24.4,7.4
E00040477,9.7,34.2,41.9,14.2
E00040478,38.6,45.1,13.1,3.3
E00040479,43.4,33.8,13.1,9.7
E00040480,18.2,55.2,21.4,5.2
E00040481,30.4,44.6,21.4,3.6
E00040482,36.9,40.8,15.4,6.9
E00040483,25.4,54.6,13.8,6.2
E00040484,20.5,40.2,35,4.3
E00040485,30.9,47.1,19.1,2.9
E00040486,11.7,46.7,28.3,13.3
E00040487,39.3,37.6,18.8,4.3
E00040488,21.9,53.3,20,4.8
E00040489,21.6,50.4,20.8,7.2
E00040490,9.9,53.2,27.9,9
E00040491,17.8,44.9,31.4,5.9
E00040492,36.7,51.8,10.8,0.7
E00040493,24.6,43.3,26.9,5.2
E00040494,41.9,42.5,13.1,2.5
E00040495,18.9,53.2,23.4,4.5
E00040496,17,58,21.4,3.6
E00040497,33.5,51,12.9,2.6
E00040498,20.7,53.7,19.8,5.8
E00040499,29.4,49,19.6,2
E00040500,29.5,41.7,26.5,2.3
E00040501,13.2,36.4,41.3,9.1
E00040502,13,44.3,33.6,9.2
E00040503,37.5,32,22.7,7.8
E00040504,74.8,25.2,0,0
E00040505,24.5,44.2,24.5,6.8
E00040506,74.3,21.4,4.3,0
E00040507,18.4,55.1,21.4,5.1
E00040508,16.8,46.2,26.9,10.1
E00040509,6.7,44.8,37.1,11.4
E00040510,15.1,39,36.3,9.6
E00040511,17.5,43.7,29.1,9.7
E00040512,8.5,36.8,43.6,11.1
E00040513,10.6,54.5,31.7,3.3
E00040514,9,52.3,29.7,9
E00040515,22.4,49,23.8,4.8
E00040516,26.6,46.2,21,6.3
E00040517,30.2,44,22.6,3.1
E00040518,14.9,57,25.4,2.6
E00040519,25.7,46.7,22.2,5.4
E00040520,20.7,47.6,15.2,16.6
E00040521,33.8,40,19.2,6.9
E00040522,31.6,47.8,16.9,3.7
E00040523,18.3,45.2,26.9,9.6
E00040524,20.7,61.2,17.2,0.9
E00040856,46.3,37.5,14,2.2
E00040857,17.6,58.8,16.8,6.7
E00040858,13.5,52.3,27,7.2
E00040859,30.2,42.1,22.2,5.6
E00040860,34.9,41.1,16.3,7.8
E00040861,26.4,38.8,25.6,9.3
E00040862,39.8,36.9,21.4,1.9
E00040863,23.5,52,19.4,5.1
E00040864,25.5,35.8,18.9,19.8
E00040865,41.8,34.3,13.4,10.4
E00040867,34.1,40.9,18.9,6.1
E00040879,18.9,49.1,25.5,6.6
E00040884,21.4,45.6,26.2,6.8
E00040885,25,47,20,8
E00040890,10.1,51.9,30.4,7.6
E00040892,23.6,46.2,24.5,5.7
E00040893,36.3,37.9,15.3,10.5
E00040895,37.7,36,15.8,10.5
E00040896,33.3,43.7,22.2,0.7
E00040898,15.8,41.6,33.7,8.9
E00040899,29.5,51.7,16.1,2.7
E00040901,36.2,44.8,13.3,5.7
E00040902,23.8,48.6,14.3,13.3
E00040903,39.4,33.9,17.3,9.4
E00040905,25.2,44.1,23.6,7.1
E00040968,33.5,48.2,17.8,0.5
E00040971,51.1,39.3,8.4,1.1
E00040973,8.1,44.4,33.3,14.1
E00040974,32.4,48.6,14.8,4.2
E00040975,47.9,41.5,8.5,2.1
E00040977,22.9,48.1,24.4,4.6
E00040978,20,55.4,21.5,3.1
E00040980,37.7,40.4,16.7,5.3
E00040981,31,46.6,19.8,2.6
E00040982,43.5,38,15.7,2.8
E00040983,47.9,40.3,9.2,2.5
E00040984,58.6,35.7,2.9,2.9
E00040985,31.5,39.2,25.4,3.8
E00040986,27.2,41.2,22.8,8.8
E00040987,14.5,47.3,30.9,7.3
E00040988,34.8,44.2,15.9,5.1
E00040989,25.6,48.8,19,6.6
E00040990,30.6,39.7,23.1,6.6
E00040991,35.3,50,12.9,1.7
E00040992,18.2,51.9,24.7,5.2
E00040993,16.5,37,37,9.4
E00040995,28.6,45.7,20,5.7
E00040996,13.7,50.4,31.6,4.3
E00040997,33.3,48.1,16,2.5
E00040998,40,38.5,14.1,7.4
E00041001,32.4,49,15.7,2.9
E00041005,30.6,37.9,25.8,5.6
E00041007,27.1,49.2,22,1.7
E00041009,35.3,47.5,15.1,2.2
E00041010,22.8,56.4,19.8,1
E00041016,40.3,47.6,10.5,1.6
E00041017,52.4,41.2,5.3,1.1
E00041018,41.3,44.1,14,0.7
E00041019,35.7,49.7,11.4,3.2
E00041172,8.8,36.1,37.4,17.7
E00041173,11.8,34.3,42,11.8
E00041175,2.2,31.1,38.8,27.9
E00041176,7.8,54.3,32.6,5.2
E00041177,2.3,41.4,44.5,11.7
E00041179,11.1,36.6,37.9,14.4
E00041180,27,50.8,17.2,4.9
E00041181,8.6,42,41.4,8
E00041182,8.7,37.7,42.8,10.9
E00041184,14.8,48.7,31.3,5.2
E00041185,0.8,32.2,48.8,18.2
E00041186,20.2,40.3,35.7,3.9
E00041187,6,50.7,32.8,10.4
E00041188,31.7,49,16.3,2.9
E00041189,14.2,37,41.7,7.1
E00041190,8.3,30.6,49.6,11.6
E00041192,9.8,31.1,42.6,16.4
E00041193,11.5,38.5,31.1,18.9
E00041196,17.9,45.5,28.6,8
E00041197,7.3,30.3,43,19.4
E00041198,6.2,31.8,42.1,20
E00041200,13.1,45.4,33.1,8.5
E00041201,11.3,31,39.4,18.3
E00041202,11.9,47.4,29.6,11.1
E00041203,13.9,38.5,40.2,7.4
E00041204,5.6,36,41.6,16.8
E00041205,18.4,42.6,25,14
E00041206,8.2,44.3,34.4,13.1
E00041207,3.6,39.4,43.1,13.9
E00041208,24.3,38.2,30.1,7.4
E00041209,28.2,26.2,32.9,12.8
E00041210,19.8,45,25.2,9.9
E00041211,11.8,50.7,27.2,10.3
E00041212,55.8,35.8,5.5,3
E00041213,16,43.8,35.2,4.9
E00041214,10.3,43,34.5,12.1
E00041229,8.1,38.7,37.1,16.1
E00041298,49.6,35.9,9.9,4.6
E00041299,15.1,46.6,30.1,8.2
E00041300,16.2,61.8,19.1,2.9
E00041301,36.7,51.3,10.1,1.9
E00041302,21.7,44.8,25.2,8.4
E00041303,35.2,48,13.6,3.2
E00041304,18.2,54.5,22.3,5
E00041305,28.3,52,18.1,1.6
E00041306,15,46.5,29.9,8.7
E00041307,29.2,57.7,9.2,3.8
E00041308,21.4,50.8,27.8,0
E00041309,21.9,55.2,21,1.9
E00041310,31.5,43.3,19.7,5.5
E00041311,24.9,53.5,19.2,2.3
E00041312,26.1,53.6,17.6,2.6
E00041313,60,28.5,11.5,0
E00041314,17.3,57.7,22.1,2.9
E00041315,21.6,53,18.7,6.7
E00041316,48.8,40.3,9.3,1.6
E00041317,16.2,47.4,26,10.4
E00041318,26.2,51.7,20,2.1
E00041319,26.2,48.4,14.8,10.7
E00041320,31.4,47.6,20,1
E00041321,20.8,51,25,3.1
E00041322,45.9,42.9,7.1,4.1
E00041323,47.9,39.6,9.4,3.1
E00041324,27.1,46.7,16.8,9.3
E00041325,11.7,53.2,29.9,5.2
E00041326,8.5,45.1,36.6,9.8
E00041327,38.5,44.4,16.3,0.7
E00041328,20.8,60.1,17.3,1.8
E00041329,30.2,46.5,23.3,0
E00041330,28.5,53.8,14.6,3.1
E00041332,40.9,44.6,13.4,1.1
E00041333,40,40.8,13.8,5.4
E00041334,27.9,38.4,26.7,7
E00041335,29.8,53.2,12.9,4
E00041336,22.7,54.7,22.7,0
E00041337,18.2,50,25.5,6.4
E00041338,20.4,50.9,22.2,6.5
E00041339,21.4,60.7,13.8,4.1
E00041340,23.5,47.1,24.7,4.7
E00041341,17,54,26,3
E00041342,13.8,46.8,29.8,9.6
E00041343,35.8,40.4,17.2,6.6
E00041345,23.6,48.8,23.6,3.9
E00041346,26.2,50.5,19.4,3.9
E00041347,28.5,47.7,20.5,3.3
E00041348,38.3,35.7,23.5,2.6
E00041349,39.2,42.2,16.3,2.4
E00041352,23,50.3,20.6,6.1
E00041355,29.8,51.8,16.3,2.1
E00041356,21.4,37.6,31.6,9.4
E00041357,23.6,52.7,21.8,1.8
E00041358,23.1,46.2,26.5,4.3
E00041359,36.3,45.9,14.4,3.4
E00041360,12.8,56,25.7,5.5
E00041361,19.3,64,13.2,3.5
E00041362,49.1,34.3,12,4.6
E00172455,3.4,39.7,45.9,11
E00172456,33.8,40.6,18,7.5
E00172457,8.1,49.6,34.8,7.4
E00172518,10.6,58.4,24.8,6.2
E00172519,9.7,35.1,44.8,10.4
E00172520,5.9,48.7,34.5,10.9
E00172521,8.5,52.7,30.2,8.5
E00172522,5.9,45.8,35.6,12.7
E00172523,17.2,47.8,26.9,8.2
