areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00014858,84.1,15.9
E00154778,73.6,26.4
E00154974,71.6,28.4
E00154976,77.6,22.4
E00154979,72.6,27.4
E00154981,72.8,27.2
E00154982,71,29
E00154983,62.2,37.8
E00155074,83.2,16.8
E00155075,79.5,20.5
E00155076,80.2,19.8
E00155077,89.2,10.8
E00155078,88.8,11.2
E00155079,89.2,10.8
E00155080,88.6,11.4
E00155081,75.6,24.4
E00155082,87.2,12.8
E00155083,83.8,16.2
E00155084,84.2,15.8
E00155085,89.1,10.9
E00155086,84.1,15.9
E00155087,91,9
E00155088,81.7,18.3
E00155090,85.2,14.8
E00155091,77.7,22.3
E00155092,76.9,23.1
E00155109,68.4,31.6
E00155110,62.9,37.1
E00155112,70.3,29.7
E00155116,58,42
E00155117,77,23
E00155118,63.4,36.6
E00155122,71.7,28.3
E00155126,79,21
E00155127,79.5,20.5
E00155145,87.2,12.8
E00155146,76.8,23.2
E00155147,73.2,26.8
E00155148,85.4,14.6
E00155149,84.8,15.2
E00155150,77.9,22.1
E00155151,85.5,14.5
E00155152,83.8,16.2
E00155153,85,15
E00155154,87.8,12.2
E00155156,86.9,13.1
E00155157,79.1,20.9
E00155158,73.2,26.8
E00155159,80.2,19.8
E00155160,85.6,14.4
E00155161,80.4,19.6
E00155590,89.3,10.7
E00155591,93.6,6.4
E00155592,91.9,8.1
E00155593,93.2,6.8
E00155594,84.9,15.1
E00155595,87.5,12.5
E00155596,85.7,14.3
E00155597,89,11
E00155598,89.9,10.1
E00155599,87.9,12.1
E00155600,79.5,20.5
E00155601,85.3,14.7
E00155602,89.7,10.3
E00155603,83.6,16.4
E00155604,78.4,21.6
E00155605,85.3,14.7
E00155606,84.4,15.6
E00155608,87.1,12.9
E00155609,90.1,9.9
E00155610,79.1,20.9
E00155611,83.9,16.1
E00155612,87.3,12.7
E00155613,86.5,13.5
E00155614,84.9,15.1
E00155615,82.9,17.1
E00155616,92,8
E00155617,86.9,13.1
E00155618,92.7,7.3
E00155619,87.8,12.2
E00155620,81.5,18.5
E00155621,87.8,12.2
E00155622,84.3,15.7
E00155623,85.9,14.1
E00155624,89,11
E00155625,80.2,19.8
E00155626,86.8,13.2
E00155627,87.7,12.3
E00155628,93.1,6.9
E00155629,90.1,9.9
E00155630,89.5,10.5
E00155631,86.5,13.5
E00155632,91.4,8.6
E00155760,86.1,13.9
E00155761,88.5,11.5
E00155762,93.6,6.4
E00155763,87.9,12.1
E00155764,88.2,11.8
E00155765,83.4,16.6
E00155802,85.3,14.7
E00155803,81,19
E00155804,81.8,18.2
E00155805,82.8,17.2
E00155806,87.9,12.1
E00155807,85.5,14.5
E00155808,75,25
E00155809,84.1,15.9
E00155810,85,15
E00155811,82.2,17.8
E00155812,87.4,12.6
E00155815,87,13
E00155816,79.3,20.7
E00155817,83.8,16.2
E00155818,77.2,22.8
E00155819,70.6,29.4
E00155820,84.3,15.7
E00155821,72.5,27.5
E00155822,67.6,32.4
E00155823,76.9,23.1
E00155825,92.2,7.8
E00155826,84.7,15.3
E00155827,85.5,14.5
E00155828,87.9,12.1
E00155829,84.4,15.6
E00155831,84.9,15.1
E00155834,78.6,21.4
E00155835,77.4,22.6
E00155836,70.7,29.3
E00155837,84.6,15.4
E00155838,67.2,32.8
E00166055,73.4,26.6
E00166057,83.9,16.1
E00166058,62.8,37.2
E00166062,80,20
E00166063,62.3,37.7
E00166065,52.6,47.4
E00166102,78.8,21.2
E00166104,78.3,21.7
E00170378,76.8,23.2
E00170379,68.7,31.3
E00170380,86.3,13.7
E00170381,73.9,26.1
E00170382,81.2,18.8
E00180581,78,22
E00180582,84.6,15.4
E00180591,76.6,23.4
E00180592,79.6,20.4
E00180623,62.8,37.2
E00180638,62.5,37.5
E00190501,89.9,10.1
E00190502,82.6,17.4
