areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00014858,84.9,11.4,3.7
E00154778,96.7,3,0.3
E00154974,92.2,5.7,2.1
E00154976,71,22.6,6.4
E00154979,80.8,12.5,6.7
E00154981,90.3,7.3,2.3
E00154982,78.8,12.8,8.4
E00154983,91.1,5.7,3.2
E00155074,86,10.4,3.6
E00155075,91.7,7.4,0.9
E00155076,90.6,7.1,2.2
E00155077,88.1,9.3,2.6
E00155078,93.7,5.5,0.8
E00155079,92.9,4.3,2.9
E00155080,90.2,8.1,1.6
E00155081,83.1,12.2,4.7
E00155082,89.2,8,2.8
E00155083,89.9,8.4,1.7
E00155084,82,14.2,3.7
E00155085,85.9,10.5,3.6
E00155086,83.2,13.2,3.6
E00155087,90.4,9.1,0.6
E00155088,85.9,10.6,3.5
E00155090,86.9,9.4,3.7
E00155091,88.4,9.4,2.2
E00155092,92.1,7.9,0
E00155109,76.9,16.8,6.3
E00155110,89.3,8.2,2.5
E00155112,85.8,11.1,3.1
E00155116,82.7,13.6,3.7
E00155117,85.4,11.9,2.6
E00155118,89.6,8.5,1.8
E00155122,85.8,9.9,4.2
E00155126,89.5,8.4,2.1
E00155127,73.4,18.3,8.3
E00155145,91.4,7.4,1.2
E00155146,85.8,9.7,4.5
E00155147,90.6,9,0.4
E00155148,91.4,5.6,2.9
E00155149,88.1,9.4,2.4
E00155150,77.3,15.9,6.8
E00155151,91.5,6,2.5
E00155152,91.9,5.5,2.6
E00155153,89,9.1,1.9
E00155154,88.4,6.4,5.2
E00155156,89.2,7.7,3.1
E00155157,87.9,10.9,1.2
E00155158,82.8,12.9,4.3
E00155159,88.2,9.1,2.7
E00155160,83,10,7
E00155161,81.9,14.8,3.2
E00155590,88.6,10.4,1
E00155591,93.9,5.8,0.3
E00155592,89.2,8.1,2.7
E00155593,87.2,8.7,4.1
E00155594,88.7,9.6,1.7
E00155595,89.7,7.3,3
E00155596,86.1,10.7,3.3
E00155597,89.8,7.4,2.8
E00155598,89.3,8.6,2.1
E00155599,85.2,10.1,4.8
E00155600,72.5,16.2,11.3
E00155601,87.6,9.7,2.7
E00155602,88.4,10.1,1.6
E00155603,87.3,11.2,1.6
E00155604,89.2,7.8,3.1
E00155605,91.7,6.4,1.8
E00155606,82.7,12.6,4.7
E00155608,83.2,10.8,5.9
E00155609,95.1,3.8,1.2
E00155610,89.8,8.7,1.6
E00155611,90.7,7.7,1.5
E00155612,83,11.9,5.1
E00155613,89.1,8.8,2.1
E00155614,82.8,10.2,7
E00155615,83.8,10.6,5.6
E00155616,82.7,11.7,5.7
E00155617,79.6,12.8,7.6
E00155618,82.2,15,2.8
E00155619,88.9,8.8,2.4
E00155620,85.1,12.7,2.2
E00155621,88.8,7.8,3.4
E00155622,87.8,8.2,4.1
E00155623,80.1,12.2,7.8
E00155624,79.3,11,9.8
E00155625,88.6,7.3,4.1
E00155626,90.6,7.2,2.2
E00155627,90.8,7.5,1.7
E00155628,85.8,8.1,6.1
E00155629,83.9,13.7,2.4
E00155630,91.2,5.4,3.4
E00155631,90.8,7.8,1.4
E00155632,87.8,9.8,2.4
E00155760,82.3,13.1,4.6
E00155761,85.7,12.9,1.4
E00155762,88.9,8.5,2.7
E00155763,87.6,10.1,2.4
E00155764,89.3,8,2.8
E00155765,86.1,9.8,4.2
E00155802,82.4,14.6,3
E00155803,71.6,18,10.3
E00155804,82.9,11.2,5.9
E00155805,84.7,10.5,4.8
E00155806,65.2,22.1,12.7
E00155807,83.7,12.6,3.7
E00155808,85.5,11,3.5
E00155809,86.7,12.2,1.1
E00155810,85.4,11.4,3.2
E00155811,85.4,9.7,5
E00155812,90,9.2,0.8
E00155815,79,17,4
E00155816,90.3,8.3,1.4
E00155817,87.1,9,3.9
E00155818,85.3,10.6,4.1
E00155819,86.6,9.8,3.6
E00155820,69.2,19.4,11.4
E00155821,83.3,12.2,4.5
E00155822,89.8,6.8,3.4
E00155823,81.9,12.8,5.3
E00155825,78.7,10.1,11.2
E00155826,92.2,6.8,1
E00155827,76.6,16.7,6.7
E00155828,82.4,14,3.6
E00155829,80.5,16.4,3.1
E00155831,84,13.1,2.9
E00155834,83,11.7,5.2
E00155835,80.4,15.6,4
E00155836,82.3,15.1,2.6
E00155837,80.5,14,5.5
E00155838,86.4,8.8,4.8
E00166055,91,7,2.1
E00166057,88.9,8.2,3
E00166058,92.1,6.3,1.7
E00166062,88.4,7.5,4.1
E00166063,89.8,8.9,1.2
E00166065,89.6,8.3,2.1
E00166102,93.9,4.7,1.4
E00166104,85.3,11.3,3.5
E00170378,79.2,16.9,4
E00170379,89.7,7.2,3.1
E00170380,84.3,11.8,3.8
E00170381,83.8,13.1,3
E00170382,84.9,11.5,3.6
E00180581,90,5.3,4.7
E00180582,85.4,8.5,6
E00180591,95,4.4,0.6
E00180592,84.1,12.2,3.7
E00180623,86,10.6,3.4
E00180638,87.9,10.1,2
E00190501,87.4,8.3,4.3
E00190502,84.5,12.8,2.6
