areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00071777,21.4,78.6
E00071778,27.3,72.7
E00071779,36.2,63.8
E00071785,24,76
E00071786,26.9,73.1
E00071787,29.2,70.8
E00071808,27.1,72.9
E00071811,30.1,69.9
E00071812,33.9,66.1
E00071813,27.7,72.3
E00071814,29.5,70.5
E00071815,17.2,82.8
E00071816,32.3,67.7
E00071817,26.2,73.8
E00071818,28.8,71.2
E00071827,26.9,73.1
E00071828,36.4,63.6
E00071829,28.7,71.3
E00071836,31.6,68.4
E00071840,30,70
E00071841,34.3,65.7
E00071842,23.9,76.1
E00071843,27,73
E00071844,29.2,70.8
E00071845,28,72
E00071846,24.7,75.3
E00071859,29.1,70.9
E00071860,26.3,73.7
E00071861,21.9,78.1
E00071862,30.3,69.7
E00071863,34.4,65.6
E00071864,27,73
E00071865,30.3,69.7
E00071866,47.8,52.2
E00071867,26.6,73.4
E00071868,20,80
E00071869,33,67
E00071870,27.8,72.2
E00071871,24.4,75.6
E00071872,35.2,64.8
E00071873,27.3,72.7
E00071874,27.9,72.1
E00071875,22.9,77.1
E00071876,21.1,78.9
E00071877,25.6,74.4
E00071878,28.2,71.8
E00071879,23.1,76.9
E00071880,26.1,73.9
E00071881,26.1,73.9
E00071882,15.5,84.5
E00071883,31.9,68.1
E00071884,26,74
E00071885,26.7,73.3
E00071886,31.1,68.9
E00071887,30.4,69.6
E00071888,29.2,70.8
E00071889,26.6,73.4
E00071890,30.9,69.1
E00071891,26.7,73.3
E00071892,24.4,75.6
E00071893,28.7,71.3
E00071894,34,66
E00071895,32.8,67.2
E00071896,20,80
E00071897,30.4,69.6
E00071898,29.2,70.8
E00072063,18.8,81.3
E00072064,28.1,71.9
E00072065,30.3,69.7
E00072066,22.1,77.9
E00072067,30.5,69.5
E00072068,25.7,74.3
E00072069,24.6,75.4
E00072070,28.3,71.7
E00072071,26.6,73.4
E00072072,27.3,72.7
E00072073,23.6,76.4
E00072074,28.5,71.5
E00072075,24.4,75.6
E00072076,35,65
E00072077,20.7,79.3
E00072078,25.4,74.6
E00072079,27.3,72.7
E00072080,27.1,72.9
E00072081,25.7,74.3
E00072082,27.8,72.2
E00072083,24.2,75.8
E00072084,24,76
E00072085,23.9,76.1
E00072086,26.8,73.2
E00072087,32.1,67.9
E00072088,31.7,68.3
E00072089,30.8,69.2
E00072090,28.3,71.7
E00072091,23.9,76.1
E00072092,34.8,65.2
E00072093,25.9,74.1
E00072094,35.2,64.8
E00072095,22.2,77.8
E00072096,25.4,74.6
E00072097,19.6,80.4
E00072098,34.5,65.5
E00072099,24.2,75.8
E00072100,28.1,71.9
E00072101,23.3,76.7
E00072102,29.6,70.4
E00072103,26.4,73.6
E00072104,25.6,74.4
E00072105,19.4,80.6
E00072106,29.7,70.3
E00072110,68.3,31.7
E00072112,45.8,54.2
