areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00071777,83.2,12.2,4.6
E00071778,86.8,9.8,3.4
E00071779,93.8,5,1.2
E00071785,85.2,13.4,1.4
E00071786,92.5,7.2,0.3
E00071787,94.3,5.7,0
E00071808,93.4,5.5,1.1
E00071811,89.8,9.5,0.7
E00071812,89.1,10.5,0.3
E00071813,93,4.3,2.7
E00071814,90.2,8.4,1.4
E00071815,81,14.9,4.1
E00071816,87.6,9.9,2.6
E00071817,87,9,4
E00071818,89.2,9.1,1.6
E00071827,97.8,0.6,1.7
E00071828,96.3,3.7,0
E00071829,92.1,7.1,0.8
E00071836,68.3,24.6,7.1
E00071840,96.5,2.7,0.8
E00071841,99.1,0.9,0
E00071842,99.1,0.9,0
E00071843,99.3,0.7,0
E00071844,93.5,5.3,1.2
E00071845,93.8,5.1,1
E00071846,96.3,3.7,0
E00071859,96.9,2.8,0.3
E00071860,93.3,5.7,1
E00071861,95.3,4.1,0.6
E00071862,96.9,2.6,0.4
E00071863,96.2,3,0.8
E00071864,93.8,6.2,0
E00071865,97.3,2.7,0
E00071866,97.2,2.2,0.7
E00071867,93.4,5.6,1
E00071868,95.5,4.5,0
E00071869,95,4.7,0.3
E00071870,93.9,5.7,0.4
E00071871,98.1,1.4,0.5
E00071872,99.6,0.4,0
E00071873,96.4,1.8,1.8
E00071874,94,4.9,1.1
E00071875,94.9,4.3,0.8
E00071876,97.1,1.8,1.1
E00071877,96.2,3.5,0.3
E00071878,96.7,3,0.3
E00071879,95,3.6,1.5
E00071880,98.7,1.3,0
E00071881,93.4,4.5,2.1
E00071882,94.8,4.9,0.3
E00071883,96.3,3.3,0.3
E00071884,88.7,11.3,0
E00071885,98.6,1.4,0
E00071886,94.1,5.2,0.7
E00071887,100,0,0
E00071888,98.6,0.5,0.9
E00071889,95.6,3.2,1.3
E00071890,93.4,6,0.6
E00071891,97.1,2.6,0.3
E00071892,96.7,3.3,0
E00071893,95.4,3.1,1.5
E00071894,96.1,3.9,0
E00071895,97.6,2.1,0.3
