areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00071777,80.1,19.9
E00071778,79.1,20.9
E00071779,89,11
E00071785,83.4,16.6
E00071786,91,9
E00071787,93.8,6.3
E00071808,86.7,13.3
E00071811,88.2,11.8
E00071812,85.5,14.5
E00071813,90.1,9.9
E00071814,87.7,12.3
E00071815,77.4,22.6
E00071816,85,15
E00071817,83.7,16.3
E00071818,85.5,14.5
E00071827,94.5,5.5
E00071828,90.9,9.1
E00071829,89.2,10.8
E00071836,59.9,40.1
E00071840,94.6,5.4
E00071841,97.9,2.1
E00071842,97,3
E00071843,97.2,2.8
E00071844,92.2,7.8
E00071845,89.2,10.8
E00071846,95.3,4.7
E00071859,90.6,9.4
E00071860,91.8,8.2
E00071861,85.2,14.8
E00071862,94.4,5.6
E00071863,93.5,6.5
E00071864,91.1,8.9
E00071865,94.8,5.2
E00071866,96.8,3.2
E00071867,92.5,7.5
E00071868,95.6,4.4
E00071869,92,8
E00071870,88.8,11.2
E00071871,94.8,5.2
E00071872,99.3,0.7
E00071873,94.1,5.9
E00071874,91.2,8.8
E00071875,93.2,6.8
E00071876,94.3,5.7
E00071877,93.2,6.8
E00071878,94.3,5.7
E00071879,89.3,10.7
E00071880,97.4,2.6
E00071881,90.5,9.5
E00071882,93.2,6.8
E00071883,95.2,4.8
E00071884,83.9,16.1
E00071885,96.8,3.2
E00071886,90,10
E00071887,99.6,0.4
E00071888,96.7,3.3
E00071889,92.9,7.1
E00071890,89.1,10.9
E00071891,93.7,6.3
E00071892,89.2,10.8
E00071893,94.1,5.9
E00071894,93.3,6.7
E00071895,91.9,8.1
E00071896,90.8,9.2
E00071897,90.6,9.4
E00071898,89.8,10.2
E00072063,78.2,21.8
E00072064,80.1,19.9
E00072065,79.7,20.3
E00072066,93.4,6.6
E00072067,93.8,6.2
E00072068,89.3,10.7
E00072069,84.7,15.3
E00072070,91.2,8.8
E00072071,90.7,9.3
E00072072,83.5,16.5
E00072073,84.9,15.1
E00072074,96.8,3.2
E00072075,98.2,1.8
E00072076,90.2,9.8
E00072077,81.4,18.6
E00072078,95.7,4.3
E00072079,88.3,11.7
E00072080,95.2,4.8
E00072081,83.9,16.1
E00072082,98.6,1.4
E00072083,97.4,2.6
E00072084,85.8,14.2
E00072085,86.8,13.2
E00072086,97.5,2.5
E00072087,88.9,11.1
E00072088,88.9,11.1
E00072089,77.5,22.5
E00072090,86.4,13.6
E00072091,97.2,2.8
E00072092,92.6,7.4
E00072093,88.7,11.3
E00072094,96.4,3.6
E00072095,91.5,8.5
E00072096,95.1,4.9
E00072097,89.9,10.1
E00072098,84.4,15.6
E00072099,90,10
E00072100,87.2,12.8
E00072101,94,6
E00072102,85.9,14.1
E00072103,95.7,4.3
E00072104,88.9,11.1
E00072105,69.8,30.2
E00072106,73.6,26.4
E00072110,71.3,28.7
E00072112,59.8,40.2
E00072114,61.4,38.6
E00072117,69.7,30.3
E00072118,59.8,40.2
E00072120,67.1,32.9
E00072121,65,35
E00072122,70.1,29.9
E00072123,65.2,34.8
E00072138,65.3,34.7
E00072139,82.8,17.2
E00072140,75,25
E00072141,85.3,14.7
E00072142,75.7,24.3
E00072143,88.4,11.6
E00072144,93.9,6.1
E00072145,90.2,9.8
E00072146,90.3,9.7
E00072147,81.8,18.2
E00072148,89.8,10.2
E00072149,96.3,3.7
E00072150,91.3,8.7
E00072155,75.4,24.6
E00072156,79.8,20.2
E00072157,74.8,25.2
E00072158,80.5,19.5
E00072159,92.1,7.9
E00072160,86.4,13.6
E00072161,80.1,19.9
E00072162,69.3,30.7
E00072163,77.6,22.4
E00072164,62.6,37.4
E00072165,77.5,22.5
E00072166,72.1,27.9
E00072167,72.9,27.1
E00072168,79.4,20.6
E00072169,70.2,29.8
E00072170,84.4,15.6
E00072171,82.1,17.9
E00072172,88.5,11.5
E00072173,85.5,14.5
E00072174,86.8,13.2
E00072175,89,11
E00072176,89.7,10.3
E00072177,79,21
E00072178,80.9,19.1
E00072179,80.8,19.2
E00072180,77,23
E00072181,96.3,3.7
E00072182,100,0
E00072183,92.8,7.2
E00072184,96.9,3.1
E00072185,99.2,0.8
E00072186,98.9,1.1
E00072187,97,3
E00072188,96.9,3.1
E00072189,96.7,3.3
E00072190,94.4,5.6
E00072191,95.7,4.3
E00072192,92.2,7.8
E00072193,95.6,4.4
E00072194,93.3,6.7
E00072195,94.3,5.7
E00072196,97.1,2.9
E00072197,95.3,4.7
E00072198,92.1,7.9
E00072199,96.9,3.1
E00072200,93.7,6.3
E00072201,94.4,5.6
E00072202,91.7,8.3
E00072203,93.3,6.7
E00072205,92.9,7.1
E00072206,93,7
E00072207,92.9,7.1
E00072208,97.2,2.8
E00072209,87.3,12.7
E00072210,92.4,7.6
E00072211,98.5,1.5
E00072212,96.1,3.9
E00072213,98,2
E00072214,97.2,2.8
E00072215,97.7,2.3
E00072216,97.3,2.7
E00072217,94.8,5.2
E00072218,85.1,14.9
E00072219,95.3,4.7
E00072220,96.3,3.7
E00072221,95.4,4.6
E00072222,95.6,4.4
E00072223,95.6,4.4
E00072224,98.6,1.4
E00072225,91.6,8.4
E00072226,90.8,9.2
E00072228,99.1,0.9
E00072229,99.6,0.4
E00072230,54.4,45.6
E00072231,92.1,7.9
E00072232,92.1,7.9
E00072233,95.4,4.6
E00072234,73,27
E00072235,98.2,1.8
E00072236,82.4,17.6
E00072237,75.3,24.7
E00072238,75,25
E00072239,68.2,31.8
E00072240,51.6,48.4
E00072241,63.2,36.8
E00072242,72.5,27.5
E00072243,78.9,21.1
E00072244,78.3,21.7
E00072245,85.1,14.9
E00072246,92,8
E00072247,89.6,10.4
E00072248,85.8,14.2
E00072249,67.4,32.6
E00072250,92.8,7.2
E00072251,93.6,6.4
E00072252,88.5,11.5
E00072253,94.3,5.7
E00072254,92.1,7.9
E00072255,91.6,8.4
E00072256,96.9,3.1
E00072257,92.9,7.1
E00072258,91.2,8.8
E00072259,91.3,8.7
E00072260,98,2
E00072261,91.3,8.7
E00072262,95,5
E00072263,89,11
E00072264,67.4,32.6
E00072265,97.5,2.5
E00072266,99.3,0.7
E00072267,66.1,33.9
E00072268,93,7
E00072269,55.6,44.4
E00072270,77.4,22.6
E00072271,91,9
E00072275,97,3
E00072279,83,17
E00072295,78.8,21.2
E00072296,88.3,11.7
E00072297,88.5,11.5
E00072301,95.8,4.2
E00072305,90.4,9.6
E00072309,95.2,4.8
E00072310,96.2,3.8
E00072397,73.4,26.6
E00072398,86.4,13.6
E00072399,77.5,22.5
E00072400,85.6,14.4
E00072401,81.4,18.6
E00072402,81.5,18.5
E00072403,81.6,18.4
E00072404,80.6,19.4
E00072406,93.9,6.1
E00072407,82.2,17.8
E00072408,89.8,10.2
E00072409,87,13
E00072410,79.9,20.1
E00072411,79.2,20.8
E00072412,78.8,21.2
E00072413,77.9,22.1
E00072414,81.2,18.8
E00072415,70,30
E00072416,65.7,34.3
E00072417,73.8,26.2
E00072418,80.5,19.5
E00072419,79,21
E00072420,82.5,17.5
E00072421,75.2,24.8
E00072422,82.7,17.3
E00072423,68.1,31.9
E00072424,69.7,30.3
E00072425,76,24
E00072426,78.8,21.2
E00072427,86.4,13.6
E00072428,76.9,23.1
