geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00077348,3.8,33.1,63.1
E00077349,3.2,24.6,72.2
E00077350,6.1,38.9,55
E00077351,8.5,21.4,70.1
E00077352,1.6,24.8,73.6
E00077353,2.3,30,67.7
E00077354,8.1,25.8,66.1
E00077355,6.9,24.1,69
E00077356,6.8,27.3,65.9
E00077357,13.2,21.1,65.8
E00077359,3.7,29.9,66.4
E00077360,5.5,29.6,64.8
E00077361,9.1,25.6,65.3
E00077362,3.3,31.3,65.3
E00077363,5.6,42.4,52
E00077364,12.8,28.2,59.1
E00077365,7.6,31,61.4
E00077367,6.4,31.4,62.1
E00077368,5.5,32.4,62.1
E00077369,12.6,25.2,62.2
E00077370,5,30.7,64.3
E00077371,11.1,28.1,60.7
E00077372,4.8,31,64.3
E00077373,10.7,19.6,69.6
E00077374,6,38.8,55.2
E00077375,9.6,30.9,59.6
E00077376,12,37.6,50.4
E00077377,4.9,32,63.1
E00077378,4.6,36.9,58.5
E00077379,6.4,37.6,56
E00077380,2.8,38.3,58.9
E00077381,7,19.5,73.5
E00077382,5.4,25.4,69.2
E00077383,10.5,21,68.6
E00077384,9.7,27.6,62.7
E00077385,6.3,25.2,68.5
E00077386,2.8,35.2,62.1
E00077387,2.4,26,71.7
E00077388,7.5,39.8,52.6
E00077389,6.8,31.1,62.1
E00077390,8.3,27.6,64.1
E00077391,6.7,16.3,77
E00077392,5.4,34.6,60
E00077393,7,31.3,61.7
E00077394,8.6,41.4,50
E00077395,6,33.6,60.3
E00077396,11.1,30.8,58.1
E00077397,11.5,11.5,76.9
E00077398,7.5,19.8,72.6
E00077399,10,31.8,58.2
E00077400,14.8,21.9,63.3
E00077401,7.1,29.1,63.8
E00077402,9.9,24.4,65.6
E00077403,13.3,13.3,73.5
E00077404,7.9,17.5,74.6
E00077405,7.9,31.1,61.1
E00077406,13.1,18,68.9
E00077407,6.8,21.4,71.8
E00077408,9.4,29.1,61.5
E00077409,7.6,22,70.3
E00077410,12.5,33.6,53.9
E00077411,2,56.1,41.8
E00077412,2,27.9,70.1
E00077413,2.7,30.4,66.9
E00077414,13.2,28.6,58.2
E00077415,7.2,21,71.7
E00077417,7.4,21.5,71.1
E00077418,4.9,26.8,68.3
E00077419,10.9,21.7,67.4
E00077420,3.9,29.1,66.9
E00077421,8.6,21.1,70.3
E00077422,6,16.2,77.8
E00077423,2.5,25.2,72.3
E00077424,8.6,15.5,75.9
E00077425,9.2,14.7,76.1
E00077426,2.9,19.9,77.2
E00077427,4.6,34.4,61
E00077428,9.2,16.2,74.6
E00077429,5.3,18.4,76.3
E00077430,9.8,16.3,74
E00077431,6.5,23.7,69.8
E00077432,6.7,27.4,65.9
E00077433,8.4,32.9,58.7
E00077434,7,24.6,68.3
E00077435,5.7,27.1,67.1
E00077436,5.7,19.7,74.6
E00077438,6.6,22.1,71.3
E00077444,7.5,30.8,61.7
E00077445,12,25.9,62
E00077446,4.1,24.8,71
E00077447,8.7,23.6,67.7
E00077448,14.2,15,70.9
E00077449,12.6,21.8,65.5
E00077450,8.2,65.3,26.5
E00077451,8.7,24.6,66.7
E00077452,17.1,24.8,58.1
E00077453,9.2,23.8,66.9
E00077454,12.8,33.3,53.8
E00077455,7.1,21.4,71.4
E00077456,14.7,25.7,59.6
E00077457,3.8,32.1,64.1
E00077458,18.1,10.2,71.7
E00077459,14.8,24.2,61.1
E00077460,11.3,22.7,66
E00077461,10.2,22.8,66.9
E00077462,5.1,22.1,72.8
E00077463,4.7,23,72.3
E00077464,7.2,19.6,73.2
E00077465,7.2,14.4,78.4
E00077466,10.1,18,71.9
E00077467,6.8,19.7,73.5
E00077468,7.3,26.5,66.2
E00077469,5.8,25.6,68.6
E00077470,7.9,19,73
E00077471,9.6,16,74.4
E00077472,11.3,15.3,73.4
E00077473,10.6,19.5,69.9
E00077474,6.6,19.9,73.5
E00077475,7.7,38.8,53.6
E00077480,7.5,50.7,41.8
E00077502,5.1,22.6,72.3
E00077503,11.8,27.8,60.4
E00077504,2.5,47.5,50
E00077505,8.7,44.9,46.4
E00077506,14.5,20.9,64.5
E00077507,8.9,35.6,55.6
E00077508,14,26.4,59.5
E00077509,3.9,27.9,68.2
E00077510,4.2,14.6,81.3
E00077511,9.2,23.5,67.2
E00077512,7.9,29.5,62.6
E00077513,5.4,30,64.5
E00077514,14.5,24.2,61.3
E00077515,2.8,27.7,69.5
E00077516,4.6,33.6,61.8
E00077517,8.2,22.4,69.4
E00077518,5.6,28,66.4
E00077519,5.2,27.6,67.2
E00077520,5.5,26.7,67.8
E00077521,4.6,19.8,75.6
E00077522,5.3,28,66.7
E00077523,7.4,20.7,71.9
E00077524,8,33.8,58.2
E00077525,10,25.7,64.3
E00077526,2.7,40.7,56.6
E00077528,6.7,20.2,73.1
E00077529,3.9,26.8,69.3
E00077530,10.5,21.7,67.8
E00077531,5.5,27.6,66.9
E00077532,8.5,20.9,70.5
E00077533,5.8,25.4,68.8
E00077534,8.6,33.1,58.3
E00077535,10.3,30.3,59.4
E00077536,7,24.2,68.8
E00077538,1.8,62.5,35.7
E00077539,4.5,31.8,63.6
E00077540,5.8,21.5,72.7
E00077541,10.2,18.4,71.4
E00077542,12.9,20.2,66.9
E00077543,4.1,27.6,68.3
E00077544,5,15,80
E00077545,5,18.2,76.9
E00077546,5.8,23.3,70.8
E00077547,10,15.4,74.6
E00077548,10.3,24.6,65.1
E00077549,9.7,23.9,66.4
E00077550,15.2,10.9,73.9
E00077551,1.5,50.4,48.1
E00077552,10.9,19.4,69.8
E00077553,2.2,16.2,81.6
E00077554,12.4,21.6,66
E00077555,9.3,27.1,63.6
E00077556,7.6,34.2,58.2
E00077557,1.7,63,35.3
E00077558,3.5,48.5,48
E00077559,9.1,29.8,61.2
E00077560,9.7,21.2,69
E00077561,9.5,36.5,54
E00077562,5,20.2,74.8
E00077563,9.8,34.4,55.7
E00077564,6.8,19.7,73.5
