areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00007029,7,37.8,31.5,23.8
E00007030,6.9,31,39.7,22.4
E00007032,15.9,36.3,29.2,18.6
E00118415,2.2,29,39.9,29
E00118431,5.6,16.7,42.4,35.4
E00118436,9.1,40.1,36.9,13.9
E00118437,5.1,33.3,35.9,25.6
E00118439,3.6,34.5,35.5,26.4
E00118440,8.5,36.4,34.9,20.2
E00118443,7,35.9,33.8,23.2
E00118446,5.9,39.8,35.6,18.6
E00118447,7.9,35.7,35.7,20.7
E00118452,7.1,34.1,43.7,15.1
E00119717,11.5,38.8,32.4,17.3
E00119718,10.5,33.1,44.4,12.1
E00119722,24.8,50.4,19.7,5.1
E00119724,10.9,39.1,29.7,20.3
E00119725,17.2,43,26.5,13.2
E00119726,12.2,37.4,41.7,8.7
E00119727,12.1,41.4,37.1,9.5
E00119728,12.1,32.3,40.3,15.3
E00119729,6.2,34.6,39.2,20
E00119731,7.3,42.3,35,15.4
E00119732,23.7,52.5,16.9,6.8
E00119733,15.1,33.3,33.3,18.3
E00119734,16.9,39.5,32.3,11.3
E00119735,27.3,43.4,22.4,7
E00119736,27.4,44.4,20.7,7.4
E00119737,30.2,48.8,15.5,5.4
E00119738,19.1,41.2,27.5,12.2
E00121399,7.9,50.9,35.2,6.1
E00121403,12.2,29.3,29.3,29.3
E00121593,4.1,15.7,45.5,34.7
E00121594,4.8,28,40.8,26.4
E00121595,5.8,33.3,42.8,18.1
E00121596,0,35.8,44,20.1
E00121597,5.5,28.9,35.9,29.7
E00121598,0.7,22.1,49.3,27.9
E00121599,0,20,46.7,33.3
E00121600,6.1,30.5,38.9,24.4
E00121601,0,36.6,30.4,33
E00121602,11.3,35.5,34,19.1
E00121603,20.8,57.9,19.1,2.2
E00121604,7.4,29.4,43.4,19.9
E00121605,6.3,35.2,43.8,14.8
E00121606,13.8,43.1,28.4,14.7
E00121607,26.4,43.6,23.6,6.4
E00121608,4.5,35.5,37.3,22.7
E00121609,7.4,31.4,38.8,22.3
