areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00007029,17.9,40.3,3.6,38.3,0
E00007030,19.5,40.5,6.5,30.5,3.1
E00007032,29.2,32.3,7.5,28.3,2.7
E00118415,11.8,49.7,6.7,29.6,2.2
E00118431,11.1,49,4.5,33.7,1.7
E00118436,18,43.9,7.4,29.4,1.4
E00118437,15.1,46.1,4.7,31,3.1
E00118439,17.6,44.3,5.7,29.1,3.3
E00118440,17.9,45.2,6.1,28,2.9
E00118443,16.2,38.7,9.3,34.4,1.3
E00118446,15.6,46.7,8.6,24.6,4.5
E00118447,19.3,37.8,4.4,33.8,4.7
E00118452,16.5,45.7,5.4,29.1,3.2
E00119717,12.4,41.9,4,38.6,3
E00119718,17,44.3,6.6,29.8,2.4
E00119722,24,43.6,6.7,23.5,2.2
E00119724,15.1,40.5,5.4,35.5,3.6
E00119725,17.9,37.8,3.8,37.1,3.4
E00119726,20.3,36.9,5.5,33.1,4.2
E00119727,22.7,28.9,4.8,36.1,7.6
E00119728,14.5,42.7,4.1,36.5,2.1
E00119729,11.7,42.4,4.8,37.9,3.1
E00119731,11.8,48.5,4.2,33.6,1.9
E00119732,19.9,47.6,5.2,25.1,2.1
E00119733,15.1,34.2,4.8,43.4,2.6
E00119734,17,43,4,31.8,4
E00119735,22.8,42.6,5.1,24.6,4.8
E00119736,26.7,39.9,3.3,28.2,1.8
E00119737,24.2,47,5.1,22.8,0.9
E00119738,24.2,43.5,4.4,23.8,4
E00121399,10.2,41,4.2,42.4,2.1
E00121403,8.9,49,1.9,40.1,0
E00121593,13.9,41.3,4.9,39.2,0.7
E00121594,14,37.1,5.8,41.7,1.4
E00121595,17.8,36,5.1,37.3,3.8
E00121596,13.3,38.6,3.5,42.1,2.5
E00121597,11,33.5,6.8,47.3,1.4
E00121598,7.7,36.9,4,48.9,2.5
E00121599,6.4,45.4,2.4,43.3,2.4
E00121600,14.8,41.2,2.1,40.2,1.7
E00121601,11.9,48.3,3.1,34.5,2.3
E00121602,19.7,35.7,6,36.3,2.3
E00121603,15.5,42.8,3.2,36.7,1.8
E00121604,17.4,41.6,5.8,33.4,1.7
E00121605,17.3,40.8,5.9,31.4,4.6
E00121606,23,38.7,5.1,30.4,2.8
E00121607,24.9,35.4,8.8,28.2,2.8
E00121608,10.7,51.7,4.5,31,2.1
E00121609,17.3,41.9,5.4,32.7,2.7
