areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00007029,90.3,9.7,0
E00007030,97.4,2.6,0
E00007032,78.3,4.3,17.4
E00118415,97.8,2.2,0
E00118431,92.5,7.5,0
E00118436,87,13,0
E00118437,100,0,0
E00118439,97.2,2.8,0
E00118440,95.3,4.7,0
E00118443,100,0,0
E00118446,100,0,0
E00118447,99.3,0.7,0
E00118452,99.2,0.8,0
E00119717,79.9,20.1,0
E00119718,93.5,6.5,0
E00119722,67,33,0
E00119724,94.5,5.5,0
E00119725,66,34,0
E00119726,74.1,25.9,0
E00119727,68.1,31.9,0
E00119728,92.7,7.3,0
E00119729,99.2,0,0.8
E00119731,98.4,1.6,0
E00119732,83.8,16.2,0
E00119733,79.5,20.5,0
E00119734,76,24,0
E00119735,60.8,39.2,0
E00119736,58.1,41.9,0
E00119737,51.2,48.8,0
E00119738,94.7,5.3,0
E00121399,73.3,26.7,0
E00121403,78,22,0
E00121593,99.2,0.8,0
E00121594,99.2,0.8,0
E00121595,98.6,1.4,0
E00121596,99.2,0.8,0
E00121597,94.6,5.4,0
E00121598,99.3,0.7,0
E00121599,99.3,0.7,0
E00121600,98.5,0.8,0.8
E00121601,92.9,7.1,0
E00121602,86.5,13.5,0
E00121603,9.1,90.9,0
E00121604,99.3,0.7,0
E00121605,91.5,8.5,0
E00121606,85,15,0
E00121607,78.2,21.8,0
E00121608,100,0,0
E00121609,99.2,0.8,0
