areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00053355,10.4,16.6,60.1,12.9
E00053390,13.6,20.3,60.2,5.9
E00053394,9.5,19.7,61.9,8.8
E00053395,10.1,17.4,55.1,17.4
E00053396,12.2,20.9,56.4,10.5
E00053905,13.7,21.9,51.4,13
E00054305,18.4,17,52.5,12.1
E00054306,5.8,26.6,59.1,8.4
E00054307,13.2,19.4,55.6,11.8
E00054309,7.8,25.7,49.7,16.8
E00054310,8.5,23.7,55.9,11.9
E00054311,13.9,19.1,52.2,14.8
E00054312,8.2,19.2,61,11.6
E00054313,13.2,22.8,54.5,9.6
E00054315,14,20.4,58,7.6
E00054317,8.3,25.6,59.5,6.5
E00054318,7.5,21.7,59.4,11.3
E00054319,9,18.6,58.3,14.1
E00054320,8.8,15.5,56.1,19.6
E00054321,5.2,20.2,64.2,10.4
E00054322,8.9,18.5,62.4,10.2
E00054323,12.3,17.2,65.6,4.9
E00054324,9.2,23.4,56,11.4
E00054325,9.5,11.7,70.9,7.8
E00054326,11,16,59.1,13.8
E00054327,10.3,22.8,55.9,11
E00054328,5.9,25.4,57.1,11.7
E00054329,16.5,19.1,48.7,15.7
E00054331,8.1,25.8,54.8,11.3
E00054332,9.4,21.1,60,9.4
E00054333,9.2,24.3,61.3,5.2
E00054334,14.8,20,55.7,9.6
E00054335,9.6,20.2,61.7,8.5
E00054336,9.7,21.3,53.5,15.5
E00054337,3.9,12.4,66.7,17.1
E00054338,9.5,22.3,54.7,13.5
E00054339,11.1,22.2,54.1,12.6
E00054340,7.3,20.9,57.3,14.5
E00054341,9.6,27,53.9,9.6
E00054342,9.1,30.3,59.1,1.5
E00056750,6.7,20.9,63.8,8.6
E00056751,7.2,17.8,69.7,5.3
E00056752,7.8,23.4,55.9,12.9
E00056753,2.6,18.4,75,3.9
E00056754,10.1,24.9,55.6,9.5
E00056755,12.5,16.7,64.9,6
E00056756,9.1,26.6,58,6.3
E00056757,5.6,14.7,67,12.7
E00056758,9.4,15.7,62.4,12.5
E00056759,6.8,16.9,67.6,8.8
E00056760,10.4,22.1,54.5,13
E00056761,10,18,60,12
E00056762,10,21,53.7,15.3
E00056763,9,15.7,62,13.3
E00056764,7.9,20.6,54.5,17
E00056765,12,21.7,53,13.3
E00056766,6.4,18.5,67.1,8.1
E00056767,10.8,20.7,52.3,16.2
E00056768,7.8,21.8,59.6,10.9
E00056769,5.5,27.4,60.3,6.8
E00056770,13,18.5,62.3,6.2
E00056771,7.2,23.7,59,10.1
E00056772,7.5,15.6,64.3,12.7
E00056773,10.2,17.4,65.3,7.2
E00056775,8.1,17.6,68.2,6.1
E00056776,8.1,13.5,68.5,9.9
E00056777,10.2,19,61.9,8.8
E00056778,18.4,22.4,59.2,0
E00056779,11.3,18.7,55.2,14.8
E00056780,11.6,20.3,53.6,14.5
E00056781,9,23.2,58.1,9.7
E00056782,9.8,20.9,50.3,19
E00056783,7.6,17.2,66.2,8.9
E00056784,2.7,14.2,73.6,9.5
E00056787,8,21,53,18
E00056788,11.3,24.8,60.2,3.8
E00056789,6.5,17.3,67.6,8.6
E00056790,10.4,18.4,61.2,10
