areacd,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
W00000005,66.5,1.7,31.8
W00000006,71.2,1,27.9
W00000008,68.5,0.4,31
W00000009,65.4,0.7,33.9
W00000010,84.8,1.4,13.8
W00000011,69.6,0.4,30
W00000012,77.6,2.7,19.7
W00000013,63,0.5,36.5
W00000084,77.2,0,22.8
W00000086,74.1,0.5,25.4
W00000087,84.2,0.6,15.3
W00000088,74,0.4,25.6
W00000090,78.6,0.6,20.8
W00000100,81.1,1.5,17.4
W00000101,76.2,0.3,23.5
W00000102,83.3,2.3,14.4
W00000103,70.6,2.5,26.9
W00000104,68.6,0,31.4
W00000105,71.5,3,25.5
W00000106,63.6,1.9,34.5
W00000107,77,0.8,22.2
W00000108,69.5,0.6,29.9
W00000111,78.7,1.6,19.7
W00000112,71.5,1.7,26.8
W00000138,65.3,0.6,34.1
W00000141,61.7,0,38.3
W00000142,68.6,0.3,31
W00000156,73.3,3.6,23.1
W00000157,70.3,0.5,29.1
W00000158,67.1,0.3,32.6
W00000159,61.8,0,38.2
W00000160,70.3,0.7,29
W00000161,83.2,0.6,16.1
W00000162,63.5,0.4,36.1
W00000163,75.7,1.6,22.7
W00000164,82.9,1.1,16
W00009977,72.7,2,25.3
W00009978,66.5,3.8,29.6
W00009979,79.4,0,20.6
W00009980,62.9,2.4,34.8
W00009981,77,1.3,21.7
