areacd,heating_type_3a-001,heating_type_3a-002
W00000005,1,99
W00000006,3.2,96.8
W00000008,0,100
W00000009,3.8,96.2
W00000010,0.7,99.3
W00000011,2.4,97.6
W00000012,0.8,99.2
W00000013,2.2,97.8
W00000084,5.3,94.7
W00000086,2.1,97.9
W00000087,2.4,97.6
W00000088,0,100
W00000090,6.5,93.5
W00000100,0.8,99.2
W00000101,2.1,97.9
W00000102,0.8,99.2
W00000103,3.9,96.1
W00000104,4.8,95.2
W00000105,3.8,96.2
W00000106,4.3,95.7
W00000107,3.7,96.3
W00000108,4.2,95.8
W00000111,4.6,95.4
W00000112,4.8,95.2
W00000138,2.9,97.1
W00000141,3.7,96.3
W00000142,7.4,92.6
W00000156,3,97
W00000157,4.5,95.5
W00000158,6.8,93.2
W00000159,1.4,98.6
W00000160,3.7,96.3
W00000161,0,100
W00000162,2.6,97.4
W00000163,3.9,96.1
W00000164,1.1,98.9
W00009977,11,89
W00009978,3.2,96.8
W00009979,3.3,96.7
W00009980,4.4,95.6
W00009981,1.6,98.4
