areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
W00000005,97.6,0.4,1.9
W00000006,98.7,0,1.3
W00000008,98.4,0.8,0.8
W00000009,98.8,0.9,0.2
W00000010,97.9,0,2.1
W00000011,99.2,0,0.8
W00000012,96.9,1,2
W00000013,97.3,1.2,1.5
W00000084,98.4,0.8,0.8
W00000086,100,0,0
W00000087,99.4,0,0.6
W00000088,99,0.7,0.3
W00000090,94.8,4.6,0.7
W00000100,98.1,0.4,1.6
W00000101,99.4,0,0.6
W00000102,97.4,1,1.7
W00000103,97.2,0.6,2.2
W00000104,99.3,0.7,0
W00000105,95.9,1.9,2.2
W00000106,97.8,1,1.3
W00000107,98.1,0.5,1.4
W00000108,98.8,0.4,0.8
W00000111,96.1,0.8,3.1
W00000112,97.6,0.3,2
W00000138,99.4,0,0.6
W00000141,99,0.7,0.3
W00000142,98.3,0,1.7
W00000156,93.6,0.8,5.6
W00000157,96.4,1.9,1.7
W00000158,99.1,0.9,0
W00000159,99.1,0.6,0.3
W00000160,96.4,2.5,1.1
W00000161,98.7,0.6,0.6
W00000162,99.3,0,0.7
W00000163,96.4,1.6,1.9
W00000164,99.4,0,0.6
W00009977,98,0.4,1.6
W00009978,92,0,8
W00009979,99.2,0,0.8
W00009980,96.2,0,3.8
W00009981,98.7,0.4,0.9
