areacd,sex-001,sex-002
W00000005,49.5,50.5
W00000006,53.4,46.6
W00000008,53.2,46.8
W00000009,49.7,50.3
W00000010,52.1,47.9
W00000011,53.7,46.3
W00000012,50.8,49.2
W00000013,52.2,47.8
W00000084,51.6,48.4
W00000086,51.7,48.3
W00000087,47.5,52.5
W00000088,53.5,46.5
W00000090,49.4,50.6
W00000100,51.5,48.5
W00000101,49.2,50.8
W00000102,45.2,54.8
W00000103,53.2,46.8
W00000104,48.8,51.2
W00000105,52.3,47.7
W00000106,51.3,48.7
W00000107,47.7,52.3
W00000108,49.4,50.6
W00000111,49.2,50.8
W00000112,48.5,51.5
W00000138,50.5,49.5
W00000141,50.2,49.8
W00000142,48.2,51.8
W00000156,45.8,54.2
W00000157,49.6,50.4
W00000158,52.3,47.7
W00000159,52.1,47.9
W00000160,50,50
W00000161,51,49
W00000162,57,43
W00000163,51.9,48.1
W00000164,52,48
W00009977,44.7,55.3
W00009978,49.4,50.6
W00009979,50.6,49.4
W00009980,47.6,52.4
W00009981,51.3,48.7
