geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00054534,2.3,27.1,46.6,24.1
E00056843,12.9,51.4,30.7,5
E00056845,34.5,40.5,21.6,3.4
E00056846,53.8,34,9.4,2.8
E00056847,53.3,38.5,7.7,0.5
E00056848,51.2,31.7,12.2,4.9
E00056878,18.8,45.3,28.2,7.7
E00056879,44.9,39,15.3,0.8
E00056880,38.9,46,12.4,2.7
E00056881,75.7,19.1,4.3,0.9
E00056882,44.5,48.6,6.9,0
E00056883,63.8,29.5,5.7,1
E00056884,43.2,43.2,11,2.7
E00056885,48.4,39.8,10.2,1.6
E00056886,62.7,35.5,1.8,0
E00056887,8.1,46,34.2,11.8
E00056888,52.9,42.3,4.8,0
E00056889,56,36.5,5,2.5
E00056890,13.2,51.5,27.2,8.1
E00056891,52.2,32.6,12,3.3
E00056893,47.3,34.9,12.4,5.3
E00056894,56.1,32.3,8.1,3.5
E00056895,54.7,37.9,6.8,0.6
E00056898,37.2,46.7,13.9,2.2
E00056899,53.3,37.9,5.9,3
E00056900,69.9,20.3,7,2.8
E00056901,68.6,28.9,1.3,1.3
E00056902,62.9,27.2,7.3,2.6
E00056903,49.5,35.6,13.4,1.5
E00056992,48.9,39.7,8.5,2.8
E00057000,47.6,43.8,5.7,2.9
E00057030,51.6,44,4.4,0
E00057033,59.3,33.8,5.5,1.4
E00057042,43.6,37.6,12.8,6
E00057045,36.7,47.5,14.2,1.7
E00057315,39.2,45,13.3,2.5
E00057316,32.6,55.3,11.4,0.8
E00058043,30.5,42.7,22.6,4.3
E00058044,7.9,51.8,31.7,8.6
E00058045,31.7,44.7,18.7,4.9
E00058048,10.8,38.5,37.8,12.8
E00058049,22.4,50.9,21.6,5.2
E00058050,28.1,43.9,25.2,2.9
E00058051,12.8,48,28,11.2
E00058052,13.8,42.2,33,11
E00058053,16.9,35.5,40.3,7.3
E00058054,13.3,54,23,9.7
E00058055,14.9,48.1,24.7,12.3
E00058057,12.5,40.6,37,9.9
E00058058,10.9,27.7,41.6,19.8
E00058059,7.7,30.8,46.2,15.4
