geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00003110,2.6,23.7,53.5,20.2
E00003111,2.3,6.9,8.5,82.3
E00003112,40.6,14.7,10.5,34.3
E00003113,5,20,26.7,48.3
E00003114,25.9,9.5,23.3,41.4
E00003115,2.4,8.3,46.4,42.9
E00003124,0.8,23,30.2,46
E00003125,0.8,17.5,48.3,33.3
E00003146,0,16.1,16.5,67.4
E00003147,8.8,20.2,36.8,34.2
E00003148,19.7,11.7,33.6,35
E00003149,7.6,41.7,26.5,24.2
E00003150,12.4,14.9,35.5,37.2
E00003151,0.8,21,52.9,25.2
E00003152,1.8,8,52.2,38.1
E00003153,4.4,6.1,38.6,50.9
E00003154,4.2,7.6,12.5,75.7
E00003155,2.1,30.1,32.2,35.6
E00003156,0,23.8,50,26.2
E00003157,0,25.2,37.8,37.1
E00003158,12.8,28.7,21,37.4
E00003159,1.6,6.3,24.6,67.5
E00003160,0,11,41.5,47.5
E00003161,7.1,62.4,17,13.5
E00003162,39.7,35.5,20.7,4.1
E00003163,0,2.3,50,47.7
E00003164,0.7,19.1,31.9,48.2
E00003165,1.6,4.8,61.3,32.3
E00003166,0.7,10.1,41.9,47.3
E00003167,1.5,8.1,37.5,52.9
E00003168,12.5,25.6,34.4,27.5
E00003169,0,10.4,52.6,37
E00003170,30.6,58.9,5.6,4.8
E00003171,0,3.5,50.4,46.1
E00003172,3.9,14.8,46.1,35.2
E00003173,0,5.5,66.1,28.3
E00003174,0,13.4,43.7,42.9
E00003176,1.5,10.6,68.9,18.9
E00003177,1.7,12.6,68.9,16.8
E00003178,0,11,72.9,16.1
E00003179,1.7,15.4,62.4,20.5
E00003180,0.8,5,66.9,27.3
E00003181,1.9,7.4,45.7,45.1
E00003182,0,12.2,43.5,44.2
E00003183,1.4,12.7,53.5,32.4
E00003184,1.4,32.2,43.4,23.1
E00003185,0,1.5,11.5,86.9
E00003186,5,18.5,15.1,61.3
E00003187,2.3,1.5,15.8,80.5
E00003188,3.2,34.7,25.5,36.6
E00003189,10.1,33.5,45.3,11.2
E00003190,11.4,44,31.3,13.3
E00003191,14.3,34.6,36.9,14.3
E00003192,0.8,44.4,46,8.7
E00003194,0.8,17.8,48.1,33.3
E00003195,1.3,31.1,55,12.6
E00003196,16.7,34.7,39.3,9.3
E00003197,2,4,78.7,15.3
E00003198,3.2,11.2,70.4,15.2
E00003199,2.4,16.1,72.6,8.9
E00003200,17.7,23.2,45.7,13.4
E00003201,6.7,40.8,35,17.5
E00003202,0,6.3,58.7,34.9
E00003203,15.1,12.7,39.7,32.5
E00003204,0,6,69.2,24.8
E00003206,8.5,53.1,37.7,0.8
E00003207,1.6,21,60.5,16.9
E00003208,1.7,41.4,50,6.9
E00003209,27.5,31.5,33.6,7.4
E00003210,1.6,16.3,71.5,10.6
E00003211,1.4,19.9,64.5,14.2
E00003212,17.7,16.2,58.5,7.7
E00003213,0,7.8,67.8,24.3
E00003214,0,26.7,56.2,17.1
E00003215,8.5,33.3,45.8,12.4
E00003216,2.9,1.9,38.1,57.1
E00003217,2.4,31.7,41.5,24.4
E00003218,0.8,4.9,69.1,25.2
E00003219,2.3,25.8,39.8,32
E00003220,1.9,8.7,61.2,28.2
E00003221,0.8,24.4,34.4,40.5
E00003222,0,0,67.7,32.3
E00003223,0,8.6,50,41.4
E00003224,0,5.8,60.8,33.3
E00003225,0,16.5,48.8,34.7
E00003226,2.4,28.2,35.5,33.9
E00003227,0,13.1,22.4,64.5
E00003228,2.5,25.6,33.9,38
E00003229,12.1,30.3,43.9,13.6
E00003230,0.7,27.1,42.9,29.3
E00003231,1.1,32.2,54.4,12.2
E00003237,7.2,62.6,23,7.2
E00003238,21.7,24.8,8.3,45.2
E00003239,14,35.7,7,43.3
E00003240,39.4,21.9,12.9,25.8
E00003267,0,30.7,51.4,17.9
E00003268,0,17.5,47.4,35.1
E00003269,1.6,33.3,47.2,17.9
E00003270,20,41.5,13.8,24.6
E00003271,12.9,41.9,38.7,6.5
E00003272,3.9,24.5,47.1,24.5
E00003273,18.3,27.5,42,12.2
E00003275,56.7,20.7,9.3,13.3
E00003276,18.8,57.3,17.9,6
E00003277,1.6,20.3,57,21.1
E00003278,0,6.1,10.6,83.3
E00003279,30.3,23.8,18,27.9
E00003285,2.5,38.3,29.2,30
E00003286,0,5.5,43.8,50.8
E00003287,1.4,8,22.5,68.1
E00003288,0.8,8.5,39.2,51.5
E00003289,0,13.9,37.7,48.4
E00003290,0,4.2,45.8,50
E00003291,1.7,18.2,38,42.1
E00003292,58.5,18.7,17.1,5.7
E00003293,0.8,12.5,67.5,19.2
E00003294,3.4,17.1,43.6,35.9
E00003295,0,12.1,62.9,25
E00003296,0,2.5,41.8,55.7
E00003297,0,18.7,44.7,36.6
E00003298,0.7,7.5,23.1,68.7
E00003299,5.8,31.1,35.9,27.2
E00003300,0.8,4.6,78.6,16
E00003301,0.8,7.6,28.6,63
E00003302,0,2.5,12.4,85.1
E00003303,0.8,9.9,41.3,47.9
E00003304,10.2,35.4,33.9,20.5
E00003305,4.4,21.3,35.3,39
E00003306,3.4,42.8,39.3,14.5
E00003307,0,17.1,44.7,38.2
E00003308,1.4,17.7,36.2,44.7
E00003309,2.4,23.2,25.6,48.8
E00003310,5.7,19.9,25.5,48.9
E00003311,25.6,16.5,30.6,27.3
E00003312,0.7,14.5,55.8,29
E00003313,0.8,5.6,69.4,24.2
E00003314,0,2.4,77.4,20.2
E00003315,0,11.1,47.6,41.3
E00003316,28.7,29.2,34.9,7.2
E00003318,0,36.7,44.5,18.8
E00003319,0,0,60,40
E00003320,1.5,37.9,48.5,12.1
E00003321,17.3,11,46.5,25.2
E00003322,0.8,14.2,66.1,18.9
E00003323,0.9,18.1,45.7,35.3
E00003324,0,8.7,55.1,36.2
E00003325,0,13.1,70.8,16.2
E00003326,0,1.6,58.1,40.3
E00003327,1.5,27.8,45.1,25.6
E00003328,0,14.4,56.1,29.5
E00003331,0,10.3,23.3,66.4
E00003332,0,6,26,68
E00003345,1,2.9,27.9,68.3
E00003493,40.6,20,36.1,3.2
E00003494,25.4,13.4,59,2.2
E00003495,30.3,40.2,23,6.6
E00003496,0.8,32.3,62.4,4.5
E00003497,0,9.3,70.4,20.4
E00003498,15.9,44.5,30.8,8.8
E00003499,1.5,48.9,31.6,18
E00003500,25.6,32.3,27.1,15
E00003501,1.7,57.5,35.8,5
E00003502,13,49.6,37.4,0
E00003503,3.4,51.7,42.2,2.7
E00003504,8.7,37,36.2,18.1
E00003505,33.1,33.8,27.9,5.1
E00003506,33.3,39.7,24.8,2.1
E00003507,29.4,44,22,4.6
E00003508,20,49.8,24.3,6
E00003509,10.9,57.2,22.5,9.4
E00003510,2.4,44.7,30.1,22.8
E00003512,5.4,58.5,33.1,3.1
E00003513,0.8,7.2,82.4,9.6
E00003514,0,17.7,67.7,14.5
E00003516,0,20.2,69.7,10.1
E00003517,0.8,31.7,60.2,7.3
E00003518,10.7,49,32.9,7.4
E00003519,22.6,44.5,29.9,2.9
E00003520,2.9,32.8,32.8,31.4
E00003521,1.7,25.9,62.9,9.5
E00003522,0.6,42.8,38.6,18.1
E00003523,10.3,46.8,38.1,4.8
E00003524,2.7,27.7,55.4,14.1
E00003525,16.5,38.6,33.9,11
E00003526,11.1,46.7,37.8,4.4
E00003527,1,12.6,54.4,32
E00003528,5.3,52.3,33.1,9.3
E00003529,16.9,47.9,28.2,7
E00003530,70,30,0,0
E00003531,13.9,41.2,41.7,3.2
E00003532,5.9,53.4,31.4,9.3
E00003533,19.7,16.2,49.6,14.5
E00003534,0,21.5,57,21.5
E00003535,3.7,8.3,53.7,34.3
E00003536,6.1,29.8,41.2,22.8
E00003537,0,2.6,71.9,25.4
E00003538,0,51.1,34,14.9
E00003539,2.9,40,41,16.2
E00003543,11.5,34.4,45.9,8.2
E00003545,2.6,5.3,73.7,18.4
