geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00003110,13.9,72.2,13.9
E00003111,9.6,66.7,23.7
E00003112,13.3,67.4,19.3
E00003113,5.5,79.4,15.1
E00003114,7.6,74.8,17.6
E00003115,21.3,60,18.7
E00003124,13.8,80.9,5.3
E00003125,18.9,62.2,18.9
E00003146,12.4,67.7,19.9
E00003147,10.3,69.1,20.6
E00003148,11.1,71.1,17.8
E00003149,6.6,81.8,11.7
E00003150,7.5,62.4,30.1
E00003151,6.9,76.7,16.4
E00003152,12.9,67.7,19.4
E00003153,10.7,69.3,20
E00003154,6.1,68.2,25.8
E00003155,15.6,65.6,18.9
E00003156,12.8,68.1,19.1
E00003157,12,65,23
E00003158,10.4,72.1,17.5
E00003159,20,65.9,14.1
E00003160,5.2,79.1,15.7
E00003161,12.9,69.9,17.2
E00003162,13.2,65.8,21.1
E00003163,15.2,62.9,21.9
E00003164,8.4,74.7,16.9
E00003165,13.3,69.9,16.9
E00003166,17.3,58.7,24
E00003167,19.3,58,22.7
E00003168,3.6,84.5,11.9
E00003169,8,81.6,10.4
E00003170,8.3,72.9,18.8
E00003171,6.7,71.7,21.7
E00003172,11.2,70.1,18.7
E00003173,9.5,57.9,32.6
E00003174,12.7,73.7,13.6
E00003176,15.2,59.5,25.3
E00003177,15.9,59.8,24.4
E00003178,9,75.6,15.4
E00003179,13.9,63.9,22.2
E00003180,9.4,75,15.6
E00003181,15.8,66.4,17.8
E00003182,18.1,62.9,19
E00003183,9,77.9,13.1
E00003184,10.9,77.5,11.6
E00003185,5.6,64.3,30.2
E00003186,9.8,77.2,13
E00003187,17.8,53.5,28.7
E00003188,12.3,73.9,13.7
E00003189,12.5,67.3,20.2
E00003190,14.9,59.8,25.3
E00003191,14.3,59.7,26.1
E00003192,13.3,56.7,30
E00003194,14.7,62.7,22.5
E00003195,16.1,65.5,18.4
E00003196,10.8,51.7,37.5
E00003197,10.7,54.5,34.8
E00003198,16.8,47.7,35.5
E00003199,10.1,48.5,41.4
E00003200,11.6,64,24.4
E00003201,6,63.1,31
E00003202,9,58.4,32.6
E00003203,9.2,61.3,29.4
E00003204,19.6,52.6,27.8
E00003206,11.9,61.4,26.7
E00003207,13,55.4,31.5
E00003208,10.1,48.6,41.3
E00003209,11.3,56.5,32.3
E00003210,8.5,64.2,27.4
E00003211,8.3,64.8,26.9
E00003212,6.7,56.7,36.6
E00003213,10.6,64.9,24.5
E00003214,15,50.5,34.6
E00003215,8.9,57.3,33.9
E00003216,11,54.9,34.1
E00003217,15.6,61,23.4
E00003218,15.2,63.8,21
E00003219,12,64.1,23.9
E00003220,18.1,58.3,23.6
E00003221,9.2,74.3,16.5
E00003222,17.2,73.8,9
E00003223,10.4,75.7,13.9
E00003224,5.7,71.3,23
E00003225,7.7,81,11.3
E00003226,7.7,77.9,14.4
E00003227,15.3,72.1,12.6
E00003228,15.2,68.4,16.5
E00003229,19.7,64.8,15.5
E00003230,10.7,70.7,18.7
E00003231,14.1,70.3,15.6
E00003237,17.4,61.2,21.5
E00003238,10,67.5,22.5
E00003239,10.3,64.7,25
E00003240,8.2,64.5,27.3
E00003267,15.1,62.4,22.6
E00003268,14,71.1,14.9
E00003269,16.9,52.5,30.5
E00003270,13.8,59.3,26.8
E00003271,29.4,51.8,18.8
E00003272,11,61.5,27.5
E00003273,13.5,58.1,28.4
E00003275,11.6,63.2,25.3
E00003276,24.8,58.4,16.8
E00003277,20.3,59.5,20.3
E00003278,10.3,69.1,20.6
E00003279,17.5,65,17.5
E00003285,6.8,73.8,19.4
E00003286,10,80,10
E00003287,9.6,71.2,19.2
E00003288,10.3,72.6,17.1
E00003289,4.5,79.3,16.2
E00003290,9.5,74.7,15.8
