geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00003110,90,7.9,0.4,1.7
E00003111,93.7,5.1,0.3,0.9
E00003112,88.3,7.4,1.6,2.7
E00003113,94.1,4.4,0.7,0.7
E00003114,93.4,4.5,0.4,1.6
E00003115,89.5,7.9,0.4,2.2
E00003124,92.3,4.2,0.7,2.8
E00003125,93.2,4.7,0.7,1.4
E00003146,90,6.3,1.7,2.1
E00003147,90.5,7.3,1.1,1.1
E00003148,92.4,5.3,1.2,1.2
E00003149,91.5,5.3,2.1,1.2
E00003150,92.3,3.3,1.5,2.9
E00003151,92.1,4.5,0.8,2.6
E00003152,93.7,4.6,0.7,1.1
E00003153,88.9,6.4,1.4,3.2
E00003154,90.7,7.7,0.3,1.3
E00003155,91.4,2.4,3,3.3
E00003156,91.6,4.2,0.3,3.8
E00003157,92.2,4.6,1.7,1.4
E00003158,88.5,6.1,1.5,4
E00003159,91.7,5,0.9,2.4
E00003160,89,5,1.8,4.3
E00003161,88.4,5.8,3.2,2.5
E00003162,95.7,1.3,2.1,0.9
E00003163,91.4,4.9,1.9,1.9
E00003164,86.8,4.7,4.1,4.4
E00003165,92.8,4.8,1.5,0.9
E00003166,93.9,2.9,1.3,1.9
E00003167,92.5,4.8,1.1,1.6
E00003168,90.3,3.6,0.6,5.4
E00003169,88.8,7.8,1.4,2
E00003170,91.7,3.6,3.1,1.6
E00003171,93.7,4,1,1.3
E00003172,88.1,4.7,0.6,6.6
E00003173,89.6,5.8,1.5,3.1
E00003174,93.3,3.4,0,3.4
E00003176,91.3,5.7,1.2,1.8
E00003177,89.3,7,2.7,1
E00003178,90.2,7.7,1,1
E00003179,95.6,3,0.3,1
E00003180,92.9,4.8,0.6,1.6
E00003181,88.3,7.2,2,2.5
E00003182,91.8,4.7,1.3,2.1
E00003183,89,7.5,2.9,0.6
E00003184,89.3,4.7,1.3,4.7
E00003185,91.1,5.8,1.4,1.7
E00003186,91.2,3.7,1.8,3.3
E00003187,90.4,4.7,2.5,2.5
E00003188,87.7,8.2,1.3,2.8
E00003189,92.2,4.4,1.8,1.6
E00003190,91.6,5.7,1.9,0.8
E00003191,92.1,5.3,1.7,0.9
E00003192,94.9,2.9,0.4,1.8
E00003194,89.2,7.5,1.5,1.8
E00003195,92.7,4.7,0.9,1.7
E00003196,94.4,0.3,2.2,3.1
E00003197,90.9,3.4,2.7,2.9
E00003198,89.6,5.6,2,2.8
E00003199,88.9,5.4,2.4,3.3
E00003200,90.3,3.8,4.1,1.8
E00003201,91.1,4.4,2.8,1.6
E00003202,91.6,5.8,1.2,1.4
E00003203,93.2,3.4,0.7,2.7
E00003204,93.5,2.9,1.6,2.1
E00003206,90.7,5,0.7,3.7
E00003207,91,4.8,1,3.2
E00003208,89.5,4.6,2.1,3.9
E00003209,94.3,2.1,1.1,2.5
E00003210,88.7,2.3,4.7,4.3
E00003211,91.9,3.9,2.2,2
E00003212,90.5,4.9,2,2.6
E00003213,92.6,3.2,1.8,2.5
E00003214,93.5,3.7,1.2,1.6
E00003215,93.8,1.4,2.5,2.3
E00003216,90.2,4.7,2.2,2.9
E00003217,93.6,3.6,1.4,1.4
E00003218,93.4,2.2,2.5,1.9
E00003219,89.2,7.8,2.4,0.7
E00003220,92.8,3.4,1.9,1.9
E00003221,88.1,8.1,1.6,2.3
E00003222,91.1,4.6,1,3.3
E00003223,91.1,4.6,1.1,3.2
E00003224,91.6,4.7,1.3,2.3
E00003225,88,7.4,1.1,3.5
E00003226,94.4,4,0.8,0.8
E00003227,92.4,3.2,2.8,1.6
E00003228,93.2,6.1,0.3,0.3
E00003229,94.1,3.3,1,1.6
E00003230,93.8,4.1,1.2,0.9
E00003231,91.7,2.2,1.1,5
E00003237,91.6,4.2,1.7,2.5
E00003238,89.5,7.2,1.2,2.1
E00003239,91.7,6.4,1.1,0.8
E00003240,90.2,4.6,2.8,2.5
E00003267,92,4.1,0.6,3.2
E00003268,91.4,4.9,1,2.6
E00003269,93.1,4.1,1.7,1
E00003270,93.6,3.3,1.6,1.4
E00003271,95.8,2.1,1.2,0.9
E00003272,93,4.2,1,1.8
E00003273,91.5,4.1,0.9,3.5
E00003275,93.2,3.6,1.2,2
E00003276,95.5,3.4,0.7,0.4
E00003277,93.4,3.2,1.3,2.2
E00003278,89.2,8.2,1.5,1.2
E00003279,94.3,3.6,0.4,1.8
E00003285,90.9,6,1.5,1.5
E00003286,94.3,4.3,0.7,0.7
E00003287,90.9,6.9,0.8,1.4
E00003288,92,4,1.8,2.1
E00003289,90,6,2.3,1.7
E00003290,92.8,5.2,0.8,1.1
E00003291,88,6.8,2.7,2.4
E00003292,93.1,2.3,2.9,1.7
E00003293,93.3,2.6,1.6,2.6
E00003294,88.4,6.6,1.2,3.9
E00003295,87.2,7,2.6,3.2
E00003296,94.9,2.9,1,1.3
E00003297,92.7,4.7,0.9,1.6
E00003298,88.9,5.4,1.3,4.4
E00003299,94,3.2,1.2,1.6
E00003300,90.1,5.6,2.5,1.9
E00003301,91.5,5.6,1.3,1.6
E00003302,90.6,5.3,0.9,3.2
E00003303,88,5.1,2.8,4.1
E00003304,86.7,5.9,2.3,5.1
E00003305,91.7,4.1,1.3,2.9
E00003306,92.7,3.6,1,2.6
E00003307,88.5,7.7,1,2.9
E00003308,85.2,11.3,1.5,2.1
E00003309,90.6,3.7,1,4.7
E00003310,91.7,4.6,1.8,1.8
E00003311,91,7.1,1.2,0.8
E00003312,90.2,6.8,3,0
E00003313,94,3,0.7,2.3
E00003314,95.7,1.5,0.9,1.8
E00003315,94.8,3.9,0.3,0.9
E00003316,94.1,3.7,1.1,1.1
E00003318,89.6,2.5,1.9,6
E00003319,91.8,5.2,1.1,1.9
E00003320,92,4.5,0.6,2.9
E00003321,92.2,3.7,2.4,1.7
E00003322,88.8,6.1,2.4,2.7
E00003323,95.1,3.9,0.4,0.7
E00003324,88,5.4,4.1,2.5
E00003325,94.2,3.4,1.2,1.2
E00003326,92.5,3.6,1.4,2.5
E00003327,91,6.6,0.7,1.7
E00003328,93,5.3,0.9,0.9
E00003331,89.7,5,1.3,4
E00003332,98.4,0.4,0.8,0.4
E00003345,94.2,2.9,2.3,0.6
E00003493,94.5,2.3,1,2.3
E00003494,92.8,3.1,0.6,3.4
E00003495,90.1,6.7,1.3,1.8
E00003496,92.4,4.6,0.7,2.3
E00003497,91,2.1,0.9,6
E00003498,95.2,2.5,0.7,1.6
E00003499,88.8,5.4,3.6,2.2
E00003500,89.6,6.2,1.9,2.3
E00003501,89.6,4.7,2.2,3.6
E00003502,91.6,2.9,1.8,3.6
E00003503,90.8,3.8,3.1,2.3
E00003504,91,4.9,1.2,2.8
E00003505,91.6,5.6,0.7,2.1
E00003506,96.7,1.8,0.4,1.1
E00003507,95.1,1,1.5,2.4
E00003508,92.5,4.5,1.8,1.2
E00003509,91.3,3.9,2.4,2.4
E00003510,90.2,4.5,2.1,3.1
E00003512,91.4,3.7,1.2,3.7
E00003513,93,2.8,1.8,2.5
E00003514,89.3,3.3,4.1,3.3
E00003516,88.8,5.8,2.6,2.9
E00003517,91.7,3,1.3,4
E00003518,93.2,4,1.2,1.5
E00003519,91.3,4.2,0.8,3.8
E00003520,86.7,9.3,0.6,3.4
E00003521,90.9,3.9,2.3,2.9
E00003522,92.2,4,1.4,2.4
E00003523,88.6,5,2.3,4
E00003524,92,2.8,1.6,3.7
E00003525,88.5,5.8,2.9,2.9
E00003526,91.3,3.1,2.8,2.8
E00003527,90.5,3.6,2.8,3.2
E00003528,89.9,3.1,1.9,5
E00003529,88.6,3.3,3.6,4.6
E00003530,92.5,3.1,1.2,3.1
E00003531,94.1,3.3,1.6,0.9
E00003532,88.6,7.4,1.3,2.6
E00003533,88.2,5.9,2.8,3.1
E00003534,90.6,5.5,2.1,1.7
E00003535,92.7,3,2.6,1.7
E00003536,91.6,4.8,1.6,2
E00003537,90.7,5.9,0,3.3
E00003538,87.9,5.3,2.6,4.2
E00003539,92.2,4.1,0.5,3.2
E00003543,92.3,3.5,1.9,2.3
