geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00029084,26.1,38.7,25.2,9.9
E00029085,31.8,28,21.7,18.5
E00029086,36.5,30.8,15.4,17.3
E00029087,28.8,24.5,15.1,31.7
E00029088,30.8,25.9,25.4,17.9
E00029089,27.1,33.8,22.6,16.5
E00029091,25.4,33.1,19.5,22
E00029092,44.8,25.6,19.2,10.4
E00029094,29.3,42.2,14.7,13.8
E00029095,25,38.8,24.1,12.1
E00029096,23.8,39.3,16.4,20.5
E00029097,16.4,42.6,24.6,16.4
E00029098,29.6,28.7,21.7,20
E00029099,21,34.5,18.5,26.1
E00029100,63.8,30.7,3.9,1.6
E00029101,23.4,40.5,12.6,23.4
E00029102,20.5,43.8,12.5,23.2
E00029103,27.2,35.2,12,25.6
E00029104,45.7,29.5,13.2,11.6
E00029105,24.4,35.4,16.5,23.6
E00029106,19.9,44.1,16.2,19.9
E00029107,30.8,41.7,14.2,13.3
E00029109,37.1,31.5,16.1,15.3
E00029110,81.3,18,0,0.8
E00029111,38.4,32.9,15.9,12.8
E00029112,42.6,27.1,14.7,15.5
E00029113,38.4,34.8,13.8,13
E00029115,75.6,21.1,0.8,2.4
E00029116,38.3,32.3,15,14.3
E00029118,22.6,36.8,20.6,20
E00029121,37.3,42.7,10,10
E00029124,30.8,22.5,29.2,17.5
E00029132,40.6,26.1,21,12.3
E00029539,25.5,44.1,13.8,16.6
E00029540,10.6,46.9,21.2,21.2
E00029541,31.4,41.5,16.1,11
E00029542,24.6,39.1,19.6,16.7
E00029544,22.7,40.7,20.1,16.5
E00029545,25.4,32.8,20.9,20.9
E00029546,26.2,44.3,12.8,16.8
E00029548,27.5,42.2,12.8,17.4
E00029555,37.2,21.2,19,22.6
E00029558,27.5,40.1,14.8,17.6
E00029561,31,33.6,17.2,18.1
E00029565,21.2,45.5,9.8,23.5
E00029571,22.4,42.4,17.6,17.6
E00029573,18.9,40.2,12.1,28.8
E00029575,33.6,35.2,12.5,18.8
E00029576,26.1,34.5,16,23.5
E00029577,34.4,41,9.8,14.8
E00029578,31.8,44.5,11.8,11.8
E00029580,17.5,32.5,21.9,28.1
E00029583,25.9,34.3,18.5,21.3
E00029585,17.6,31.9,22.7,27.7
E00029586,29.2,38.9,13.3,18.6
E00029588,26.4,41.3,12.4,19.8
E00029589,24.1,41.4,12.8,21.8
E00029769,24.8,38.8,17.8,18.6
E00029770,56.6,22.3,10.2,10.8
E00029771,31.9,34.1,11.9,22.2
E00029772,24.1,46.6,12.9,16.4
E00029773,37.7,34.9,16,11.3
E00029774,26.3,29.7,25.4,18.6
E00029775,37.6,36.4,17,9.1
E00029776,24.8,26.8,21.7,26.8
E00029777,35.8,38.1,10.4,15.7
E00029778,23.2,47.3,20.5,8.9
E00029779,21.8,33.3,21.3,23.6
E00029780,41.2,23.7,15.8,19.3
E00029781,28.6,40.3,18.5,12.6
E00029782,50.4,26.5,13.7,9.4
E00029783,33.7,30.8,16.6,18.9
E00029784,26.9,37.9,14.5,20.7
E00029785,19.3,38.5,18.5,23.7
E00029786,15.6,54.1,13.9,16.4
E00029787,38.2,34.6,11.8,15.4
E00029788,13,41.3,18.1,27.5
E00029789,36.6,38.1,14.9,10.4
E00029790,16.2,58.1,12.4,13.3
E00029791,14.9,51.5,17.2,16.4
E00029792,30.5,46.1,9.9,13.5
E00029793,16.4,39.8,18.8,25
E00029794,21.8,37.1,14.5,26.6
E00029795,17.7,53.1,16.2,13.1
E00029796,23.3,39.2,19.2,18.3
E00029797,22.6,44.3,20,13
E00029798,19.8,47.9,17.4,14.9
E00029799,25.8,37.5,14.8,21.9
E00029800,23.4,39.5,12.1,25
E00029801,25.2,36.1,16.8,21.8
E00029802,19.4,38.7,15.3,26.6
E00029803,22.6,40,12.2,25.2
E00029804,25.4,34.2,18.4,21.9
E00029805,29.9,28,19.6,22.4
E00029806,17.1,44.4,17.1,21.4
E00029861,48.1,27.9,14,10.1
E00029862,31.6,34.2,19.7,14.5
E00029863,22,42.3,22.8,13
E00029864,19.1,48.5,14.7,17.6
E00029866,53.6,21.9,9.3,15.2
E00029868,31,31,15.1,23
E00029869,41.4,27.8,14.3,16.5
