areacd,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00130100,7.6,75,17.4
E00130101,12.8,65.1,22
E00130104,6.1,87.7,6.1
E00130107,5,69.4,25.6
E00130108,12.9,74.8,12.2
E00130109,19.2,62.8,17.9
E00130110,2.6,82.1,15.4
E00130111,14.5,65,20.5
E00130339,7.5,75,17.5
E00130340,8.6,81,10.3
E00131011,10.1,73,16.9
E00131013,19.3,62.5,18.2
E00131014,9.2,77,13.8
E00131015,1,78.1,20.8
E00131016,11.4,63.8,24.8
E00131017,13.3,71.1,15.6
E00131018,9.2,72.5,18.3
E00131019,10.2,74.5,15.3
E00131020,22.9,55.1,22
E00131021,11.4,74.8,13.8
E00131022,8.3,82.1,9.5
E00131023,11.9,78.6,9.5
E00131024,6.9,77.8,15.3
E00131103,9.3,79.1,11.6
E00131105,8.7,67.4,23.9
E00131107,5.9,79.3,14.8
E00131109,6.4,79.1,14.5
E00131111,12.2,75.6,12.2
E00131146,11.5,71.7,16.8
E00131151,3.7,76.9,19.4
E00131152,5.2,75,19.8
E00131153,3.5,74.6,21.9
E00131154,2.9,72.1,25
E00131155,18.2,64.9,16.9
E00131160,8.8,76.8,14.4
E00131262,14.8,55.6,29.6
E00131263,17.8,63,19.3
E00131264,7.1,80.8,12.2
E00131265,5.6,71,23.4
E00131267,6.7,66.3,27
E00131268,6.5,75.8,17.7
E00131269,4.4,85.3,10.3
E00131270,4.4,81.6,13.9
E00131272,4.3,70.4,25.2
E00131273,12.7,80.5,6.8
E00131274,6.9,75.4,17.7
E00131275,17.7,69.8,12.5
E00131276,17.7,64.6,17.7
E00131277,5.8,77.9,16.3
E00131278,13.7,75.2,11.1
E00131279,10,77.5,12.5
E00131280,14.1,63.5,22.4
E00131281,15.5,58.3,26.2
E00131283,7.6,82.2,10.2
E00131284,9.1,83.8,7.1
E00131285,5.8,85.1,9.1
E00131286,10.7,72.5,16.8
E00131287,12.5,73.6,13.9
E00131288,7.5,65.4,27.1
E00131289,11.8,62.2,26
E00131290,8.2,82.7,9.1
E00131292,3,81.8,15.2
E00131293,11.4,76.1,12.5
E00131294,3.6,83,13.4
E00131295,10.1,75.3,14.6
E00131296,9.5,78,12.5
E00131297,12.3,71.3,16.4
E00131298,3.9,78.4,17.6
E00131299,4.9,81.3,13.8
E00131300,25.7,54.3,20
E00131301,6.1,70.7,23.2
E00131302,13.5,60.6,26
E00131303,11.6,61.1,27.4
E00131304,14.5,72.7,12.7
E00131305,12,72.6,15.4
E00131306,7.9,81.2,10.9
E00131308,10.2,67.3,22.4
E00131309,14.3,70.5,15.2
E00131311,11.8,79.4,8.8
E00131312,9.7,75.9,14.4
E00131313,3.1,63.3,33.7
E00131314,12.9,77.4,9.7
E00131315,11.4,74.6,14
E00131316,7,79.6,13.4
E00131317,10.9,72.3,16.8
E00131318,13.4,61,25.6
E00131319,8.2,75.5,16.3
E00131320,3.5,73.5,23
E00131321,12.2,66.2,21.6
E00131322,16.2,52.5,31.3
E00131324,12.6,72.1,15.3
E00131325,10.1,62.6,27.3
E00131326,9.5,64.3,26.2
E00131327,5.8,72.8,21.4
E00131631,10.8,77.4,11.8
E00131632,6.4,72.8,20.8
E00131640,13.9,68.7,17.4
E00131641,12.6,73.6,13.8
E00131642,10.9,63,26.1
E00131643,8.3,74.3,17.4
E00131644,13.6,70.9,15.5
E00131645,7.6,71.4,21
E00131646,13,68.5,18.5
E00131647,7.7,76.9,15.4
E00131649,5.7,66,28.3
E00131651,11.2,60,28.8
E00131652,5.4,78.5,16.1
E00131653,8.8,56,35.2
E00131654,11.8,73.5,14.7
E00131655,9.2,66.4,24.4
E00170677,18.3,55.9,25.8
E00170678,17.6,57.1,25.3
E00170679,17.3,54.5,28.2
E00170680,1.2,84.5,14.3
E00170684,17.9,52.2,29.9
E00170703,16.4,55.2,28.4
E00170710,17.2,56.9,25.9
E00187342,20,58.9,21.1
E00187353,18.9,65.6,15.6
E00187354,36.1,38.9,25
E00187383,11.3,59.4,29.2
E00187387,31.7,29.3,39
E00187420,9,77.9,13.1
E00187462,18.9,59.5,21.6
E00187467,3.7,87,9.3
E00187470,14.6,62.5,22.9
E00187486,14.4,65.2,20.5
E00187487,10.3,64.8,24.8
E00187493,15.2,56.5,28.3
