areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00130100,48.9,2.7,48.4
E00130101,54.1,1.7,44.2
E00130104,49.6,0.9,49.6
E00130107,66.6,1.7,31.8
E00130108,63.6,1.3,35.1
E00130109,70.9,2.6,26.4
E00130110,49.3,0.9,49.8
E00130111,47.5,1.4,51.1
E00130339,58.3,0.3,41.3
E00130340,50.2,1.7,48.1
E00131011,57.9,0,42.1
E00131013,60.7,1.8,37.5
E00131014,66.3,1.9,31.8
E00131015,57.3,0.4,42.3
E00131016,62.9,2.1,35
E00131017,58.7,2.2,39
E00131018,55.3,1.2,43.4
E00131019,54.7,2.8,42.5
E00131020,67.4,2.2,30.4
E00131021,58.5,0.3,41.2
E00131022,57.5,1,41.5
E00131023,63.2,0.9,36
E00131024,36,2.7,61.3
E00131103,54.8,0.5,44.6
E00131105,46.2,4.1,49.7
E00131107,35.6,0.4,64
E00131109,47.6,1.9,50.5
E00131111,45.4,2.5,52.1
E00131146,51.3,0.4,48.3
E00131151,50.5,1.4,48.1
E00131152,62.3,3.4,34.3
E00131153,45,1.4,53.6
E00131154,43.5,0.5,56
E00131155,66.4,2.6,31
E00131160,40.1,1.4,58.5
E00131262,66,3.2,30.8
E00131263,58.9,1.8,39.3
E00131264,52.1,1.5,46.3
E00131265,52.5,1.1,46.4
E00131267,61,3.8,35.2
E00131268,65.7,2.3,32
E00131269,38.7,0.9,60.4
E00131270,11.2,1.1,87.6
E00131272,46.5,0,53.5
E00131273,47,1.4,51.6
E00131274,40.1,0.5,59.4
E00131275,59.4,2.5,38.1
E00131276,56.4,4.1,39.4
E00131277,46.3,0,53.8
E00131278,58.9,1.4,39.7
E00131279,66.1,3.4,30.5
E00131280,63.8,2.3,33.8
E00131281,55.5,2.1,42.4
E00131283,62.7,0,37.3
E00131284,49,0.5,50.5
E00131285,47.2,0.9,52
E00131286,61.5,1.6,37
E00131287,67.4,3.1,29.5
E00131288,39.9,3.4,56.7
E00131289,62.6,2.1,35.3
E00131290,57.7,1.9,40.4
E00131292,20,1.6,78.4
E00131293,59.5,1.4,39.1
E00131294,39.8,3.8,56.5
E00131295,37.6,2,60.4
E00131296,46.3,1.3,52.4
E00131297,71.8,2.8,25.4
E00131298,52.1,0.9,47
E00131299,52.2,2,45.9
E00131300,73.5,1.5,25
E00131301,59.9,3.7,36.4
E00131302,52.2,5.3,42.6
E00131303,56,2.8,41.2
E00131304,53.9,1.7,44.4
E00131305,66.1,1.5,32.4
E00131306,61.9,0.4,37.7
E00131308,65.2,3.5,31.2
E00131309,63.3,1.3,35.3
E00131311,50.5,0.5,49
E00131312,53.4,1.7,44.9
E00131313,46.4,0,53.6
E00131314,71.6,1.8,26.6
E00131315,62.3,2.6,35.1
E00131316,40.8,2.1,57.1
E00131317,55.9,1.7,42.4
E00131318,60.6,2.9,36.5
E00131319,51.9,1.5,46.6
E00131320,49.3,2.2,48.4
E00131321,72.1,0.8,27.1
E00131322,57.5,3.9,38.6
E00131324,59.9,3.3,36.9
E00131325,62.1,2.3,35.6
E00131326,71.9,1.8,26.3
E00131327,46.4,3.1,50.5
E00131631,62.1,4.4,33.5
E00131632,38.8,0.5,60.7
E00131640,52.3,3.7,44
E00131641,70.6,1.7,27.6
E00131642,60.1,0.9,39
E00131643,50.9,3.1,46
E00131644,67.5,2.6,29.9
E00131645,66.3,2,31.7
E00131646,56.4,0,43.6
E00131647,68.2,1.5,30.3
E00131649,59.4,0,40.6
E00131651,65.3,3.6,31.1
E00131652,60.4,0.4,39.1
E00131653,50.8,1.6,47.6
E00131654,59.6,0,40.4
E00131655,48,2.6,49.3
E00170677,76.5,1.5,22
E00170678,65.3,3.8,30.9
E00170679,70.8,1.9,27.2
E00170680,67.9,0.4,31.7
E00170684,79.1,1.2,19.7
E00170703,73.2,2,24.8
E00170710,80.3,3.1,16.6
E00187342,67.8,4.8,27.4
E00187353,62.3,1.7,36
E00187354,85,3.8,11.3
E00187383,61.7,1.1,37.2
E00187387,64.7,5.9,29.4
E00187420,54.8,1.8,43.4
E00187462,72.1,4.7,23.3
E00187467,60,0.7,39.3
E00187470,59.5,2.7,37.8
E00187486,64,1.9,34.1
E00187487,52.6,3,44.4
E00187493,80.4,0.9,18.7
