areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00130100,50.8,49.2
E00130101,55.4,44.6
E00130104,63.4,36.6
E00130107,53.4,46.6
E00130108,70.9,29.1
E00130109,42.6,57.4
E00130110,52.4,47.6
E00130111,51.8,48.2
E00130339,68.6,31.4
E00130340,63.2,36.8
E00131011,57,43
E00131013,51.1,48.9
E00131014,56.8,43.2
E00131015,47.3,52.7
E00131016,54.1,45.9
E00131017,54.5,45.5
E00131018,60.2,39.8
E00131019,42.9,57.1
E00131020,50.5,49.5
E00131021,57.7,42.3
E00131022,55.1,44.9
E00131023,60.9,39.1
E00131024,46.8,53.2
E00131103,70,30
E00131105,52.6,47.4
E00131107,51.3,48.7
E00131109,54.7,45.3
E00131111,64.6,35.4
E00131146,52.1,47.9
E00131151,54.6,45.4
E00131152,53.8,46.2
E00131153,58.9,41.1
E00131154,44,56
E00131155,41.2,58.8
E00131160,60.1,39.9
E00131262,53.5,46.5
E00131263,58.7,41.3
E00131264,43.7,56.3
E00131265,50.6,49.4
E00131267,63,37
E00131268,47.5,52.5
E00131269,60.9,39.1
E00131270,44.3,55.7
E00131272,51.8,48.2
E00131273,52.8,47.2
E00131274,48.6,51.4
E00131275,41.1,58.9
E00131276,43.4,56.6
E00131277,42.8,57.2
E00131278,47.2,52.8
E00131279,56.4,43.6
E00131280,47.8,52.2
E00131281,44.9,55.1
E00131283,60.9,39.1
E00131284,52,48
E00131285,70.3,29.7
E00131286,66.1,33.9
E00131287,48.4,51.6
E00131288,40,60
E00131289,51,49
E00131290,61.8,38.2
E00131292,43.7,56.3
E00131293,52.3,47.7
E00131294,54.6,45.4
E00131295,62.5,37.5
E00131296,70.4,29.6
E00131297,45.1,54.9
E00131298,59.4,40.6
E00131299,61,39
E00131300,51.9,48.1
E00131301,49.4,50.6
E00131302,35.8,64.2
E00131303,41.5,58.5
E00131304,55.6,44.4
E00131305,63,37
E00131306,57.2,42.8
E00131308,59.2,40.8
E00131309,52.3,47.7
E00131311,58.1,41.9
E00131312,50.8,49.2
E00131313,44.8,55.2
E00131314,53.2,46.8
E00131315,51.5,48.5
E00131316,58.3,41.7
E00131317,52.4,47.6
E00131318,38.3,61.7
E00131319,52.9,47.1
E00131320,47.3,52.7
E00131321,31.2,68.8
E00131322,45.1,54.9
E00131324,57,43
E00131325,50,50
E00131326,40.6,59.4
E00131327,51,49
E00131631,34.7,65.3
E00131632,50.5,49.5
E00131640,59.8,40.2
E00131641,35.9,64.1
E00131642,40.7,59.3
E00131643,52.9,47.1
E00131644,46.8,53.2
E00131645,43.6,56.4
E00131646,43.9,56.1
E00131647,39.9,60.1
E00131649,49.6,50.4
E00131651,43.9,56.1
E00131652,37.9,62.1
E00131653,31.9,68.1
E00131654,50.2,49.8
E00131655,38.2,61.8
E00170677,51.3,48.7
E00170678,50.6,49.4
E00170679,43.8,56.3
E00170680,54.3,45.7
E00170684,55.4,44.6
E00170703,46.8,53.2
E00170710,53.5,46.5
E00187342,46.2,53.8
E00187353,54.2,45.8
E00187354,45.6,54.4
E00187383,47.1,52.9
E00187387,25.6,74.4
E00187420,64.2,35.8
E00187462,45.3,54.7
E00187467,58.9,41.1
E00187470,21.6,78.4
E00187486,57.8,42.2
E00187487,47.9,52.1
E00187493,50.2,49.8
