geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
W00000014,95.8,2.7,0,1.5,0
W00000015,96,3.5,0,0.4,0
W00000016,95.6,3.9,0.5,0,0
W00000017,92.9,4.3,0,2.2,0.5
W00000018,95.4,3.7,0.9,0,0
W00000019,94.7,4,0.7,0,0.7
W00000020,95.9,3.1,0.5,0.5,0
W00000021,97.1,2.3,0.6,0,0
W00000032,96.1,3.9,0,0,0
W00000033,95,3.1,0,0,1.9
W00000034,95.5,4.1,0,0,0.4
W00000035,95.5,4,0.4,0,0
W00000036,95,2.3,1.5,1.1,0
W00000048,89.7,6.1,2.7,0.8,0.8
W00000049,91.1,5.3,2.2,0.9,0.4
W00000050,88.7,8.8,2.5,0,0
W00000051,91.2,5.3,1.6,0,1.9
W00000057,93.7,5.6,0.7,0,0
W00000058,92.9,4.5,0.4,0,2.2
W00000059,96.4,3,0,0.3,0.3
W00000060,94.4,4.4,0.4,0.8,0
W00000061,95.1,4.5,0.4,0,0
W00000062,97.9,1.8,0,0.3,0
W00000063,96,2.2,1.4,0.4,0
W00000070,99,1,0,0,0
W00000071,94.7,4,1.3,0,0
W00000072,94.9,3.2,2,0,0
W00000073,98.6,0.9,0,0,0.5
W00000074,96.9,3.1,0,0,0
W00000127,97.2,1.7,0,0.7,0.3
W00000128,97.9,2.1,0,0,0
W00000129,98.3,1.7,0,0,0
W00000130,90.5,8.3,1.2,0,0
W00000131,92.5,7,0.5,0,0
W00000174,98.4,1.6,0,0,0
W00000175,98.2,1.3,0.3,0,0.3
W00000176,97,3,0,0,0
W00000177,93.8,4.8,1.3,0,0
W00000178,94.9,4,0.3,0,0.9
W00000179,96.6,3.4,0,0,0
W00000213,93,4,0.6,2.1,0.3
W00000214,89.7,3.7,1.7,4,0.9
W00000215,92.9,4.7,1.6,0.4,0.4
W00000216,95,3.9,0,0,1.1
W00000217,92,3,0.3,2.7,2
W00000218,93.3,5.1,0.8,0.4,0.4
W00000219,94.2,5.8,0,0,0
W00000254,96.3,3.7,0,0,0
W00000255,84.8,3.3,1.5,2.7,7.6
W00000256,97.2,2.8,0,0,0
W00000257,97.7,0,0,0,2.3
W00000258,90.9,4.8,0.4,0.4,3.4
W00000259,94.9,2,1,1.3,0.7
W00000260,89.1,1.8,4.2,3.2,1.8
W00000261,79.9,5.9,5.9,8.1,0.4
W00000262,98.5,0.3,0.3,0.9,0
W00000264,95.7,2.7,1.6,0,0
W00000265,92,2.3,0.4,4.6,0.8
W00000266,98.9,1.1,0,0,0
W00000267,99.3,0.7,0,0,0
W00000268,99.6,0.4,0,0,0
W00000269,93.8,4,2.2,0,0
W00000270,98.3,1.3,0.3,0,0
W00000278,95.1,4.9,0,0,0
W00000279,94.7,2.8,1.1,1.4,0
W00000280,98.5,1.2,0,0.3,0
W00000281,97.7,1.7,0,0,0.7
W00000282,98.8,1.2,0,0,0
W00000283,95.3,2.5,2.2,0,0
W00000314,96.7,2.1,0,0.3,0.9
W00000315,96,2.8,1.2,0,0
W00000316,97,3,0,0,0
W00000317,62.4,5,2.5,12.1,18.1
W00000318,71.1,5.4,2.5,6.5,14.4
W00000319,80.9,5.4,1.6,4.7,7.4
W00000322,98.6,0.8,0.5,0,0
W00000323,99.5,0.5,0,0,0
W00000324,98.5,0,0.6,0,0.9
W00000325,90.9,6.5,1.5,0.4,0.7
W00000326,98.7,1,0,0.3,0
W00000327,96.6,2.6,0.4,0.4,0
W00000328,87.9,10.6,0.6,0.3,0.6
W00000329,85.2,5.4,5.4,2.3,1.7
W00000330,85.1,6.3,3.3,4.5,0.7
W00000331,83.5,7.5,3.8,2.5,2.7
W00000332,89.5,5.2,1.7,3.1,0.3
W00000333,96,2,0.4,0.4,1.2
W00000334,98.9,1.1,0,0,0
W00000335,93.3,2,2,1.2,1.6
W00000336,98.4,1.6,0,0,0
W00000339,96.1,1.6,1,1.3,0
W00000340,97.5,2.5,0,0,0
W00000362,82.6,9,2.7,3,2.7
W00000363,95.5,4.5,0,0,0
W00000364,96.5,1.8,0,1.1,0.7
W00000365,97.5,1.6,0.9,0,0
W00000366,97.3,2.2,0,0,0.5
W00000367,98.3,1.4,0.3,0,0
W00000368,96.3,3.7,0,0,0
W00000369,95.6,3.4,0,1,0
W00000370,93.5,5.4,0,0,1.2
W00000371,88.1,7.7,0,3.1,1
W00000372,88.1,8.3,1.7,0.3,1.7
W00000373,84.1,5.5,1.5,6.3,2.6
W00000374,88.9,5.7,0.7,2.9,1.8
W00000375,90.7,6,0.4,0,2.8
W00000388,97.1,2.5,0,0,0.4
W00000389,85.2,6.2,2.1,2.5,4.1
W00000390,88.9,7.8,1.2,1.5,0.6
W00000391,84.2,7.2,1.8,6.3,0.5
W00000392,87.9,5.2,1.4,1.7,3.8
W00000393,74.9,7.4,3.4,8.7,5.6
W00000394,79.1,6.3,0.6,4.6,9.4
W00000395,85,2.4,2.1,4.2,6.3
W00000396,74.6,7.1,4,4.3,10
W00000397,84.6,9.2,1.8,0.7,3.7
W00000398,90.8,3.4,1.5,1.5,2.9
W00000412,98.3,1.7,0,0,0
W00000413,97,3,0,0,0
W00000414,98.3,0.7,0.7,0,0.3
W00000415,98.7,1,0.3,0,0
W00000416,93.1,4.9,0.3,1.4,0.3
W00000417,95,3.7,0.8,0.4,0
W00000418,95.2,2.7,1.3,0,0.8
