geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
W00000014,52.6,5.3,42.1
W00000015,38.4,0.5,61.2
W00000016,32.2,0.6,67.2
W00000017,50.9,1.8,47.3
W00000018,54.5,2.8,42.7
W00000019,40.8,2,57.1
W00000020,31.8,4,64.2
W00000021,41.1,0.6,58.2
W00000032,40.4,5.5,54.1
W00000033,53.2,1.4,45.4
W00000034,66.7,3.5,29.9
W00000035,47.4,2.6,50
W00000036,51.1,0,48.9
W00000048,49.4,3.3,47.3
W00000049,60.2,3.3,36.5
W00000050,38,3.6,58.3
W00000051,50.3,0.3,49.3
W00000057,63.8,3.6,32.5
W00000058,38.5,3,58.5
W00000059,56.2,2.9,40.9
W00000060,55.1,2.7,42.2
W00000061,46.3,0.4,53.3
W00000062,56.5,1.6,41.9
W00000063,55,0,45
W00000070,64.2,0,35.8
W00000071,37.1,0.9,62
W00000072,44.2,1.8,54
W00000073,49.5,1.6,48.9
W00000074,40.5,7,52.5
W00000127,51.8,3.2,45.1
W00000128,49.1,4.1,46.8
W00000129,36.1,2.6,61.3
W00000130,43.9,1.3,54.8
W00000131,39.8,4.4,55.8
W00000174,48,3.9,48
W00000175,51.3,2.7,46
W00000176,43.8,3.8,52.5
W00000177,66.5,1.6,31.9
W00000178,51,2,47
W00000179,46.7,4.4,48.9
W00000213,53.5,2.3,44.2
W00000214,65,3.9,31.1
W00000215,63.3,3.3,33.5
W00000216,50.6,1.2,48.2
W00000217,54.2,2.1,43.7
W00000218,50.7,4.9,44.4
W00000219,54.8,2.9,42.3
W00000254,43.8,4.7,51.5
W00000255,46.5,3.5,50
W00000256,62.7,3.3,34
W00000257,52.5,5,42.4
W00000258,65.1,1.7,33.3
W00000259,59.3,4.9,35.8
W00000260,61.7,2.7,35.6
W00000261,65.2,3.4,31.3
W00000262,56.8,2.2,41
W00000264,44.8,4.5,50.7
W00000265,63.1,0,36.9
W00000266,57.7,0.5,41.9
W00000267,58.1,1.8,40.1
W00000268,56,2.7,41.2
W00000269,63.5,2.6,33.9
W00000270,59.5,2.5,38
W00000278,57.6,5.5,36.9
W00000279,63.2,4.8,32
W00000280,53.7,1.4,44.9
W00000281,57.1,1.3,41.7
W00000282,52.7,4.3,42.9
W00000283,57,1.7,41.3
W00000314,60.4,5.1,34.5
W00000315,61.2,2.2,36.6
W00000316,65,4.6,30.4
W00000317,38.8,10.2,51
W00000318,31.4,10.5,58.1
W00000319,36.3,8.5,55.2
W00000322,54.6,2.1,43.3
W00000323,60.2,3.6,36.1
W00000324,58.9,3.3,37.8
W00000325,61.5,5.1,33.3
W00000326,63.7,3.2,33.1
W00000327,55.5,3.8,40.7
W00000328,50,3.8,46.2
W00000329,56,5.8,38.2
W00000330,64.6,2.3,33.1
W00000331,65.5,5.5,29
W00000332,54.1,2.8,43.1
W00000333,54.7,4.5,40.8
W00000334,50,3.8,46.2
W00000335,41.6,6.8,51.6
W00000336,50.5,3.4,46.1
W00000339,53.5,1.2,45.3
W00000340,36.5,0,63.5
W00000362,45.1,5.9,49.1
W00000363,71,4.8,24.2
W00000364,65.3,3.7,31
W00000365,54.9,4.9,40.2
W00000366,63.1,3.1,33.8
W00000367,61,2.2,36.8
W00000368,67.2,4.2,28.6
W00000369,61.9,3.6,34.4
W00000370,51.6,4.1,44.2
W00000371,57.4,1.7,40.9
W00000372,47.8,6.8,45.4
W00000373,47.6,2.4,50
W00000374,45.9,4.8,49.4
W00000375,55.7,4.3,40
W00000388,50,2.5,47.5
W00000389,58.2,4.9,36.9
W00000390,58.1,4.2,37.7
W00000391,51.3,5.8,42.9
W00000392,47.6,8.4,44
W00000393,40.1,8.9,51
W00000394,42.7,5.8,51.5
W00000395,40.4,7.3,52.3
W00000396,44.3,4.4,51.4
W00000397,40,3.4,56.6
W00000398,37.9,5.1,56.9
W00000412,60.8,2.1,37.1
W00000413,69.2,5.6,25.2
W00000414,51,2.1,46.9
W00000415,63.7,2.8,33.5
W00000416,67.1,3.4,29.5
W00000417,64.3,2.4,33.3
W00000418,57.9,1,41.1
W00000420,65.2,2,32.8
W00000422,65.9,1.4,32.7
W00000439,55,3.2,41.9
W00000440,61.4,0.4,38.1
W00000441,62.7,0,37.3
W00000442,59.1,2,38.9
W00000443,51.4,1.6,47.1
W00000444,60.1,1.9,38
W00000460,45.1,9.3,45.6
W00000461,42.5,5.9,51.6
W00000462,56.8,5.4,37.8
W00000463,50.2,5.2,44.5
W00000464,57.7,4.5,37.8
W00000465,51.6,5.3,43.1
W00000466,43.2,5.3,51.5
W00000467,54.3,6.1,39.7
W00000468,26.9,12.8,60.3
W00000469,27.3,5.7,67
W00000470,33.3,8.9,57.7
W00000472,39.3,9.5,51.2
W00000490,57.8,2.4,39.8
W00000491,60.4,5.7,33.9
W00000492,59.2,2.3,38.5
W00000493,58.5,5.1,36.4
W00000494,65.2,5.1,29.7
W00000495,50.3,4,45.7
W00000496,52.2,3.7,44.1
W00000497,66,2.3,31.7
W00000505,66.3,3.7,30
W00000506,62.2,4.4,33.5
W00000507,57.5,3.5,39
W00000508,60.9,1.7,37.4
W00000509,52.8,2.2,45
W00000510,46.6,2.3,51.1
W00000511,63.4,4.4,32.2
W00000512,56.7,1.6,41.7
W00000513,66.5,2.6,30.9
W00000514,57.9,1.4,40.7
W00000515,52.6,2.2,45.2
W00000516,59.3,2.4,38.2
W00000517,55.6,2.7,41.7
W00000518,51,1.2,47.8
W00000519,54,4.3,41.6
W00000520,62.6,1.4,36.1
W00000521,59.9,1.9,38.2
W00000522,66.3,1.5,32.2
W00000523,52.4,4.4,43.2
W00000524,49.1,2.4,48.5
W00000532,58.5,2.8,38.7
W00000533,60.4,6.5,33
W00000534,64.6,2,33.3
W00000535,42,2.7,55.3
W00000536,55.4,3.8,40.8
W00000537,60.7,3.9,35.4
W00000538,43.8,3.1,53.1
W00000539,37.5,0.8,61.7
W00000540,41.6,4.4,54
W00000541,40.8,1.2,58
W00000542,39,0,61
W00000543,44,0,56
W00000544,46.4,3.2,50.4
W00000545,49.5,3.9,46.6
W00000546,48.1,3.2,48.7
W00000549,44.4,6.4,49.1
W00000582,57,1.2,41.8
W00000583,55.2,3.5,41.3
W00000584,48.8,9.3,41.9
W00000585,61.3,3.3,35.4
W00000586,46.3,5.1,48.6
W00000587,51.2,2,46.7
W00000588,60.9,2.9,36.1
W00000589,54.5,1,44.6
W00000593,51.9,3,45.1
W00000594,50.8,3.2,46
W00000595,57.2,4.6,38.2
W00000596,67.7,4.1,28.2
W00000597,57.6,1.8,40.6
W00000598,60.7,3.2,36
W00000599,62.8,2.8,34.4
W00000616,50.2,2.5,47.3
W00000618,66.3,1.1,32.6
W00000619,54.9,3,42.2
W00000620,61.9,2,36.1
W00000621,54.4,4.2,41.4
W00000622,70.2,2.7,27.1
W00000623,67,1.8,31.3
W00000624,62.4,4.5,33
W00000625,56.7,2.4,41
W00000626,59.8,2.5,37.7
W00000627,62.3,3.6,34.1
W00000628,59.9,4.1,36.1
W00000629,26,2.3,71.7
W00000630,36.4,0.9,62.7
W00000631,36.1,2.6,61.3
W00000632,43.8,3.3,52.9
W00000633,47.5,7.4,45.2
W00000634,27.4,14,58.6
W00000635,41.9,5.2,52.8
W00000636,27.2,8,64.8
W00000637,41.8,4.6,53.6
W00000638,62.7,0,37.3
W00000639,61,3.6,35.4
W00000640,68.6,4.3,27
W00000641,60,5,35
W00000642,48.2,3.5,48.2
W00000643,67.7,1.5,30.8
W00000644,60.3,3.1,36.6
W00000645,54.6,2,43.4
W00000646,54.8,2.5,42.7
W00000647,57.7,0.4,41.9
W00000648,51.9,4.1,44
W00000649,52.3,3.7,44
W00000650,55.4,1.5,43.1
W00000651,56.8,1.4,41.9
W00000653,58.5,4.6,36.9
W00000655,61.5,4.6,33.8
W00000656,51.4,2.5,46
W00000657,51.2,3.1,45.7
W00000658,46.5,1.6,52
W00000659,51.1,2.5,46.4
W00000660,46,0.3,53.6
W00000661,63,0.3,36.7
W00000662,53,1.4,45.6
W00000663,50.2,1.2,48.6
W00000664,50.2,1.7,48.1
W00000665,60.7,0.9,38.5
W00000666,59.5,2.6,37.9
W00000667,61.7,3.8,34.6
W00000668,59.2,4,36.9
W00000669,57.2,6.2,36.6
W00000670,50.9,4.7,44.4
W00000671,37.6,2.4,60
W00000672,51,5.8,43.2
W00000673,45.8,3,51.2
W00000674,53.9,5.7,40.4
