geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00092132,62.6,37.4
E00092133,71.6,28.4
E00092134,55.2,44.8
E00092135,62.1,37.9
E00112065,68.8,31.2
E00112067,56.7,43.3
E00112069,67.8,32.2
E00112076,52.8,47.2
E00112078,47.2,52.8
E00112079,55.7,44.3
E00112083,51.7,48.3
E00112085,46.4,53.6
E00112087,61.3,38.7
E00112089,56.6,43.4
E00112090,61.7,38.3
E00112091,67.6,32.4
E00112092,66.1,33.9
E00112093,65,35
E00112094,55.6,44.4
E00112095,48.2,51.8
E00112097,60.1,39.9
E00112098,49.6,50.4
E00112099,54.4,45.6
E00112100,53.3,46.7
E00112101,42.2,57.8
E00112102,63.2,36.8
E00112103,54.1,45.9
E00112104,64.3,35.7
E00112105,60.4,39.6
E00112130,65.6,34.4
E00112146,64.8,35.2
E00112147,66.8,33.2
E00112148,38.1,61.9
E00112149,60,40
E00112150,61.2,38.8
E00112151,52.7,47.3
E00112152,56.3,43.7
E00112153,57.9,42.1
E00112154,45.5,54.5
E00112155,53.9,46.1
E00112156,58.8,41.2
E00112158,60.1,39.9
E00112159,62.4,37.6
E00112160,61.5,38.5
E00112161,61.1,38.9
E00112162,34.2,65.8
E00112163,56.4,43.6
E00112164,46.2,53.8
E00112165,26.6,73.4
E00112166,42.5,57.5
E00112167,56.8,43.2
E00112168,70,30
E00112169,63.3,36.7
E00112170,55.6,44.4
E00112171,42,58
E00112172,42.4,57.6
E00112173,37.5,62.5
E00112174,48.5,51.5
E00112175,32.1,67.9
E00112176,52.1,47.9
E00112177,32.5,67.5
E00112178,43.7,56.3
E00112179,57.2,42.8
E00112181,48.3,51.7
E00112182,52.6,47.4
E00112183,43.1,56.9
E00112184,59.5,40.5
E00112185,47.8,52.2
E00112186,48.2,51.8
E00112187,42.3,57.7
E00112188,50.9,49.1
E00112189,49,51
E00112190,54,46
E00112192,43.1,56.9
E00112193,44.3,55.7
E00112194,54.1,45.9
E00112195,56.6,43.4
E00112196,58.6,41.4
E00112197,54.3,45.7
E00112198,63.5,36.5
E00112199,47,53
E00112200,62.2,37.8
E00112202,56.9,43.1
E00112203,44.3,55.7
E00112204,55.3,44.7
E00112205,34.8,65.2
E00112206,34,66
E00112207,49.6,50.4
E00112209,45.3,54.8
E00112210,51,49
E00112211,57.3,42.7
E00112212,56.3,43.8
E00112213,60.5,39.5
E00112214,46.8,53.2
E00112215,62.8,37.2
E00112216,53.4,46.6
E00112217,63.6,36.4
E00112218,45.6,54.4
E00112219,59.3,40.7
E00112220,33.9,66.1
E00112221,37.3,62.7
E00112222,52.4,47.6
E00112223,30.3,69.7
